,pay_male,pay_female,tuple,average_male,average_female,female-male
66,0.08291157,-0.011533264,"('inactive', 'active')",0.0829116,-0.0115333,-0.0944449
67,-0.27852562,-0.18436442,"('doubtful', 'determined')",-0.2785256,-0.1843644,0.0941612
68,-1.0763978,-1.0945199,"('dependent', 'independent')",-1.0763978,-1.0945199,-0.0181221
69,-2.1114764,-2.111787,"('lazy', 'industrious')",-2.1114764,-2.1117871,-0.0003107
70,0.90435266,0.9113409,"('lethargic', 'energetic')",0.9043527,0.9113409,0.0069882
71,0.80363303,0.8317485,"('diffident', 'self-confident')",0.803633,0.8317485,0.0281155
72,0.68500954,0.7765513,"('unambitious', 'ambitious')",0.6850095,0.7765513,0.0915418
73,-3.1215909,-3.095316,"('helpless', 'self-reliant')",-3.1215909,-3.0953159,0.026275
74,-0.06209505,-0.19592965,"('undedicated', 'dedicated')",-0.062095,-0.1959296,-0.1338346
75,-0.8539832,-0.8015066,"('meek', 'impulsive')",-0.8539832,-0.8015066,0.0524766
76,0.48881078,0.5426851,"('anxious', 'daring')",0.4888108,0.5426851,0.0538743
77,-1.4011233,-1.2415427,"('unmotivated', 'motivated')",-1.4011233,-1.2415427,0.1595806
78,-0.6153897,-0.6272506,"('nonresilient', 'resilient')",-0.6153897,-0.6272506,-0.0118609
79,-0.124257624,-0.15327394,"('wavering', 'unwavering')",-0.1242576,-0.1532739,-0.0290163
80,-0.29501972,-0.31282616,"('dominated', 'dominating')",-0.2950197,-0.3128262,-0.0178065
81,-0.2795974,-0.14406645,"('submissive', 'aggressive')",-0.2795974,-0.1440665,0.1355309
82,6.1151876,6.2372537,"('poor', 'rich')",6.1151876,6.2372537,0.1220661
83,-0.23695323,-0.17107508,"('powerless', 'powerful')",-0.2369532,-0.1710751,0.0658781
84,0.43137938,0.43483767,"('inferior', 'superior')",0.4313794,0.4348377,0.0034583
85,-0.31693733,-0.41032243,"('insignificant', 'prestigious')",-0.3169373,-0.4103224,-0.0933851
86,0.17848042,0.14570802,"('uninfluential', 'influential')",0.1784804,0.145708,-0.0327724
87,-0.35776886,-0.2760872,"('unsuccessful', 'successful')",-0.3577689,-0.2760872,0.0816817
88,0.15100275,0.14994706,"('low', 'eminent')",0.1510027,0.1499471,-0.0010556
