,pay_male,pay_female,tuple,average_male,average_female,female-male
0,-0.19826892,-0.18675546,"('unsociable', 'sociable')",-0.1982689,-0.1867555,0.0115134
1,1.3135054,1.2885966,"('unfriendly', 'friendly')",1.3135054,1.2885966,-0.0249088
2,-0.26426834,-0.19616427,"('unlikable', 'likable')",-0.2642683,-0.1961643,0.068104
3,0.3371114,0.41235226,"('repellent', 'pleasant')",0.3371114,0.4123523,0.0752409
4,-7.4587097,-7.590496,"('disliked', 'liked')",-7.4587097,-7.5904961,-0.1317864
5,-0.6962873,-0.6870577,"('distant', 'outgoing')",-0.6962873,-0.6870577,0.0092296
6,0.006509602,-0.076487996,"('distant', 'open')",0.0065096,-0.076488,-0.0829976
7,0.8270429,0.86111474,"('insensitive', 'sensitive')",0.8270429,0.8611147,0.0340718
8,1.1993451,1.0965803,"('unaffectionate', 'affectionate')",1.1993451,1.0965803,-0.1027648
9,1.5869921,1.5911766,"('unaffectionate', 'caring')",1.5869921,1.5911766,0.0041845
10,0.8194931,0.87474984,"('unsympathetic', 'sympathetic')",0.8194931,0.8747498,0.0552567
11,1.4011881,1.486204,"('unhelpful', 'helpful')",1.4011881,1.486204,0.0850159
12,-1.9822596,-1.9512391,"('unsupportive', 'supportive')",-1.9822596,-1.9512391,0.0310205
13,-0.29245967,-0.22824839,"('impolite', 'polite')",-0.2924597,-0.2282484,0.0642113
14,0.35817072,0.35510027,"('antisocial', 'social')",0.3581707,0.3551003,-0.0030704
15,0.02875277,-0.04340209,"('boring', 'funny')",0.0287528,-0.0434021,-0.0721549
16,-0.6770516,-0.6448045,"('unpopular', 'popular')",-0.6770516,-0.6448045,0.0322471
17,-0.12190159,-0.095920265,"('nasty', 'nice')",-0.1219016,-0.0959203,0.0259813
18,-0.34032485,-0.3371328,"('disagreeable', 'welcoming')",-0.3403248,-0.3371328,0.003192
19,-0.6588902,-0.6538824,"('inhospitable', 'hospitable')",-0.6588902,-0.6538824,0.0050078
20,0.895298,0.80316424,"('rough', 'thoughtful')",0.895298,0.8031642,-0.0921338
21,-0.6701122,-0.5392257,"('immoral', 'moral')",-0.6701122,-0.5392257,0.1308865
22,-0.47357783,-0.4414925,"('untrustworthy', 'trustworthy')",-0.4735778,-0.4414925,0.0320853
23,6.4454303,6.552267,"('insincere', 'sincere')",6.4454303,6.5522671,0.1068368
24,1.403319,1.3161664,"('dishonest', 'honest')",1.403319,1.3161664,-0.0871526
25,0.80276704,0.71414095,"('egoistic', 'altruistic')",0.802767,0.714141,-0.088626
26,1.3770185,1.2606316,"('hardhearted', 'benevolent')",1.3770185,1.2606316,-0.1163869
27,1.6360502,1.4328338,"('hardhearted', 'softhearted')",1.6360502,1.4328338,-0.2032164
28,1.0161535,1.0187289,"('disloyal', 'loyal')",1.0161535,1.0187289,0.0025754
29,-0.6828511,-0.7893824,"('unfair', 'fair')",-0.6828511,-0.7893824,-0.1065313
30,0.6931555,0.75167555,"('intolerant', 'tolerant')",0.6931555,0.7516755,0.05852
31,-1.3618175,-1.3950266,"('evil', 'good')",-1.3618175,-1.3950266,-0.0332091
32,0.8207239,0.8057769,"('unkind', 'kind')",0.8207239,0.8057769,-0.014947
33,-0.47441837,-0.5018162,"('wrong', 'right')",-0.4744184,-0.5018162,-0.0273978
34,4.94817,5.12773,"('mean', 'honorable')",4.9481702,5.1277299,0.1795597
35,-0.58653504,-0.80687404,"('corrupt', 'incorrupt')",-0.586535,-0.806874,-0.220339
36,-0.41201803,-0.5030849,"('hostile', 'amicable')",-0.412018,-0.5030849,-0.0910669
37,0.6590048,0.64199257,"('fake', 'genuine')",0.6590048,0.6419926,-0.0170122
38,-0.38271764,-0.33006963,"('untruthful', 'truthful')",-0.3827176,-0.3300696,0.052648
39,0.3282966,0.36997652,"('exploitative', 'cooperative')",0.3282966,0.3699765,0.0416799
40,-1.6370674,-1.7686894,"('stingy', 'generous')",-1.6370674,-1.7686894,-0.131622
41,-0.042603,-0.026387468,"('unforgiving', 'forgiving')",-0.042603,-0.0263875,0.0162155
42,-2.5908072,-2.6030142,"('unreliable', 'reliable')",-2.5908072,-2.6030142,-0.012207
43,0.861306,0.90314764,"('irresponsible', 'responsible')",0.861306,0.9031476,0.0418416
44,-1.1504607,-1.1321732,"('prejudiced', 'unprejudiced')",-1.1504607,-1.1321732,0.0182875
45,-0.24282089,-0.24905792,"('incompetent', 'competent')",-0.2428209,-0.2490579,-0.006237
46,-0.9014111,-0.8883583,"('uncompetitive', 'competitive')",-0.9014111,-0.8883583,0.0130528
47,5.7533956,5.8940415,"('stupid', 'smart')",5.7533956,5.8940415,0.1406459
48,0.13082108,0.14987455,"('unintelligent', 'intelligent')",0.1308211,0.1498746,0.0190535
49,0.03981005,0.13815615,"('unable', 'able')",0.0398101,0.1381561,0.098346
50,-0.53157413,-0.529661,"('clumsy', 'skillful')",-0.5315741,-0.529661,0.0019131
51,0.16467994,0.14669323,"('uneducated', 'educated')",0.1646799,0.1466932,-0.0179867
52,-0.1845625,-0.3194829,"('irrational', 'rational')",-0.1845625,-0.3194829,-0.1349204
53,-0.0035471506,-0.08326444,"('uncreative', 'creative')",-0.0035472,-0.0832644,-0.0797172
54,1.2509573,1.3170257,"('incapable', 'capable')",1.2509573,1.3170257,0.0660684
55,0.30651826,0.37687492,"('incompetent', 'clever')",0.3065183,0.3768749,0.0703566
56,0.35656056,0.37535706,"('impractical', 'practical')",0.3565606,0.3753571,0.0187965
57,-2.9164367,-2.9204128,"('unimaginative', 'imaginative')",-2.9164367,-2.9204128,-0.0039761
58,0.019079424,-0.015173748,"('undiscriminating', 'discriminating')",0.0190794,-0.0151737,-0.0342531
59,-0.19418567,-0.16819464,"('foolish', 'wise')",-0.1941857,-0.1681946,0.0259911
60,0.27460647,0.4270296,"('inefficient', 'efficient')",0.2746065,0.4270296,0.1524231
61,0.35136515,0.23433658,"('illogical', 'logical')",0.3513651,0.2343366,-0.1170285
62,0.07488777,0.21108139,"('incompetent', 'brilliant')",0.0748878,0.2110814,0.1361936
63,-0.26971024,-0.16918963,"('unperceptive', 'insightful')",-0.2697102,-0.1691896,0.1005206
64,-6.793693,-6.768871,"('shy', 'confident')",-6.7936931,-6.7688708,0.0248223
65,-0.09592636,0.0208495,"('insecure', 'secure')",-0.0959264,0.0208495,0.1167759
