,roper_male,roper_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.26939794,-0.6082519,"('unsociable', 'sociable')",-0.34644994,-0.5554147,-0.5547744,-0.7960813,-0.3902074,-0.6532493,-0.2630419
1,-1.085804,-1.1344026,"('unfriendly', 'friendly')",-0.0049312413,-0.09786385,1.8661237,1.7511884,0.2584628,0.172974,-0.0854888
2,1.0179739,1.0848145,"('unlikable', 'likable')",0.26421326,0.37667546,0.6163873,0.7153157,0.6328582,0.7256019,0.0927437
3,-0.4842556,-0.3803853,"('repellent', 'pleasant')",0.09656415,0.2044743,-0.31645668,-0.2285724,-0.2347161,-0.1348278,0.0998883
4,-0.5168444,-0.4014297,"('disliked', 'liked')",-0.58817005,-0.56619895,-5.6128817,-5.657441,-2.2392987,-2.2083565,0.0309422
5,-0.449988,-0.27179393,"('distant', 'outgoing')",-0.5449383,-0.4519921,0.15872994,0.2583821,-0.2787321,-0.1551346,0.1235975
6,-0.8562187,-0.6117508,"('distant', 'open')",-1.1294765,-1.0474182,0.47213563,0.5335824,-0.5045199,-0.3751955,0.1293244
7,0.629689,0.51209414,"('insensitive', 'sensitive')",0.41412118,0.5287974,0.36624742,0.42729765,0.4700192,0.4893964,0.0193772
8,-0.040902186,7.6152384e-05,"('unaffectionate', 'affectionate')",0.04744567,0.053636987,0.7502618,0.7175759,0.2522684,0.2570964,0.004828
9,-0.05124066,-0.04261526,"('unaffectionate', 'caring')",0.31985784,0.36229977,1.2475623,1.2700135,0.5053931,0.5298993,0.0245062
10,0.42535365,0.21036342,"('unsympathetic', 'sympathetic')",-0.28524745,-0.29091448,-0.6211831,-0.73943096,-0.160359,-0.2733274,-0.1129684
11,0.06521045,-0.100997955,"('unhelpful', 'helpful')",1.1702265,1.1964682,1.6274636,1.610289,0.9543002,0.9019198,-0.0523804
12,0.96862483,0.9890945,"('unsupportive', 'supportive')",0.77176917,0.9301269,-1.4686743,-1.468031,0.0905732,0.1503968,0.0598236
13,0.80975693,0.59047467,"('impolite', 'polite')",-0.047006443,-0.20525472,-0.3586074,-0.43924466,0.1347144,-0.0180082,-0.1527226
14,0.2885213,0.18622634,"('antisocial', 'social')",0.8031636,0.8441444,-0.93088496,-0.927059,0.0536,0.0344372,-0.0191628
15,-0.13543798,-0.22679958,"('boring', 'funny')",-0.17295061,-0.21011682,0.564114,0.5582383,0.0852418,0.0404406,-0.0448012
16,-0.25436166,-0.17064746,"('unpopular', 'popular')",-0.2611905,-0.26164162,0.71218646,0.7264736,0.0655448,0.0980615,0.0325167
17,-0.20502836,-0.13421902,"('nasty', 'nice')",-0.85171807,-0.77714914,-0.39276916,-0.3060021,-0.4831719,-0.4057901,0.0773818
18,-0.23855579,-0.18196303,"('disagreeable', 'welcoming')",0.117028736,0.15230985,-0.3095316,-0.36390263,-0.1436862,-0.1311853,0.0125009
19,-0.48640478,-0.3513595,"('inhospitable', 'hospitable')",-0.6835268,-0.70806503,0.017287593,0.09194508,-0.3842147,-0.3224932,0.0617215
20,-0.4617653,-0.4717189,"('rough', 'thoughtful')",0.99244046,1.0925633,0.9550575,0.92347723,0.4952442,0.5147738,0.0195296
21,0.45575422,0.23378251,"('immoral', 'moral')",0.52173305,0.45650125,-0.83487785,-0.87906533,0.0475365,-0.0629272,-0.1104637
22,-0.19933587,-0.23661864,"('untrustworthy', 'trustworthy')",-0.2684261,-0.2926107,-1.1588852,-1.191932,-0.5422157,-0.5737205,-0.0315048
23,0.17764312,-0.015102107,"('insincere', 'sincere')",-0.03070327,0.0042164773,4.872705,4.88069,1.6732149,1.6232681,-0.0499468
24,-0.20551452,-0.37239194,"('dishonest', 'honest')",-1.2227144,-1.207563,0.47092277,0.4276862,-0.3191021,-0.3840896,-0.0649875
25,0.46431962,0.45878017,"('egoistic', 'altruistic')",0.36496913,0.38267732,1.4401441,1.4416492,0.7564776,0.7610356,0.004558
26,-0.7993198,-0.88235044,"('hardhearted', 'benevolent')",0.48336437,0.4984838,1.6898305,1.5893024,0.4579584,0.4018119,-0.0561465
27,-0.35139382,-0.32861218,"('hardhearted', 'softhearted')",0.3210082,0.38312843,1.5814348,1.5866044,0.5170164,0.5470402,0.0300238
