,paycom_male,paycom_female,tuple,software_male,software_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.4701781,-0.6686287,"('unsociable', 'sociable')",-0.09814751,-0.20673534,-0.4154475,-0.61826754,-0.3279244,-0.4978772,-0.1699528
1,-1.0922977,-1.1623387,"('unfriendly', 'friendly')",1.096802,0.8972604,1.5006647,1.3729439,0.501723,0.3692885,-0.1324345
2,0.5574873,0.5381711,"('unlikable', 'likable')",0.58660626,0.6970082,1.2844375,1.4102435,0.8095104,0.8818076,0.0722972
3,-0.13109197,-0.067152955,"('repellent', 'pleasant')",-0.3221996,-0.2729724,-0.04868301,-0.052192308,-0.1673249,-0.1307726,0.0365523
4,-0.16880067,-0.20695199,"('disliked', 'liked')",-0.37751406,-0.4076211,-5.0030026,-5.1206727,-1.8497725,-1.9117486,-0.0619761
5,-0.7799733,-0.6042661,"('distant', 'outgoing')",-0.023669854,0.009765357,-0.30763263,-0.17369926,-0.3704253,-0.2560667,0.1143586
6,-1.0675355,-0.86773705,"('distant', 'open')",-0.29392254,-0.2526983,-0.030197235,0.10134314,-0.4638851,-0.3396974,0.1241877
7,-0.5360315,-0.62671405,"('insensitive', 'sensitive')",-0.24808683,-0.25618914,-0.15462811,-0.093290165,-0.3129155,-0.3253978,-0.0124823
8,-1.232156,-1.2561555,"('unaffectionate', 'affectionate')",0.39467105,0.3646264,0.23795831,0.27208602,-0.1998422,-0.206481,-0.0066388
9,-0.61410975,-0.7000067,"('unaffectionate', 'caring')",0.7950858,0.76254594,0.7603385,0.78586334,0.3137715,0.2828009,-0.0309706
10,-0.7143367,-0.8981423,"('unsympathetic', 'sympathetic')",-1.2225738,-1.2171563,-0.6582605,-0.7210593,-0.865057,-0.9454526,-0.0803956
11,0.16279508,0.11086817,"('unhelpful', 'helpful')",1.010672,1.0556922,1.9489697,1.989282,1.0408123,1.0519474,0.0111351
12,-0.3171302,-0.25477496,"('unsupportive', 'supportive')",-0.50760216,-0.29294944,-2.0442684,-1.9260019,-0.9563336,-0.8245754,0.1317582
13,-0.1710885,-0.29468298,"('impolite', 'polite')",-0.3285095,-0.32378328,-0.37774697,-0.40555722,-0.2924483,-0.3413412,-0.0488929
14,0.8429749,0.7598396,"('antisocial', 'social')",-0.03726464,0.038770787,-0.3870784,-0.4847741,0.139544,0.1046121,-0.0349319
15,-0.1843085,-0.29240406,"('boring', 'funny')",0.415177,0.38415423,0.71792567,0.6281763,0.3162647,0.2399755,-0.0762892
16,-0.57330644,-0.51545006,"('unpopular', 'popular')",0.48274696,0.4396789,0.75278986,0.6856626,0.2207435,0.2032972,-0.0174463
17,0.13113642,0.20034903,"('nasty', 'nice')",-0.16972354,-0.06490019,-0.34318095,-0.37635577,-0.127256,-0.0803023,0.0469537
18,-1.1456454,-1.1317642,"('disagreeable', 'welcoming')",-0.23489615,-0.15051389,-0.40326217,-0.33811906,-0.5946012,-0.5401324,0.0544688
19,-1.1680058,-1.1696864,"('inhospitable', 'hospitable')",-0.2623466,-0.26439726,-0.057522446,0.104642875,-0.4959583,-0.4431469,0.0528114
20,0.035196435,0.051566616,"('rough', 'thoughtful')",0.4409051,0.5272452,0.473924,0.4560838,0.3166752,0.3449652,0.02829
21,-0.07028505,-0.27240223,"('immoral', 'moral')",0.1884244,0.05737354,-0.40143892,-0.5041268,-0.0944332,-0.2397185,-0.1452853
22,-0.40690765,-0.5172257,"('untrustworthy', 'trustworthy')",-0.44205803,-0.51293796,-0.8925832,-0.9482627,-0.5805163,-0.6594754,-0.0789591
23,-0.1637359,-0.37221888,"('insincere', 'sincere')",0.47819275,0.45312306,4.8598285,4.802914,1.7247618,1.6279394,-0.0968224
24,-0.074275345,-0.18912998,"('dishonest', 'honest')",-1.3116286,-1.2879999,0.6683656,0.7045857,-0.2391795,-0.2575147,-0.0183352
25,-0.55287117,-0.5487753,"('egoistic', 'altruistic')",0.3447724,0.2988026,1.4952813,1.4368448,0.4290609,0.395624,-0.0334369
26,0.05125787,0.013941312,"('hardhearted', 'benevolent')",0.6217114,0.6911668,1.7096405,1.6673772,0.7942033,0.7908285,-0.0033748
27,-0.84524274,-0.73122376,"('hardhearted', 'softhearted')",-0.02875192,0.055039585,0.6061415,0.64468604,-0.0892844,-0.0104994,0.078785
28,-0.15693325,-0.43784845,"('disloyal', 'loyal')",-0.15403084,-0.30721283,1.0072141,0.8118146,0.2320833,0.0222511,-0.2098322
29,-0.68895346,-0.65906286,"('unfair', 'fair')",-0.962392,-1.0549577,-0.882289,-0.9762569,-0.8445448,-0.8967592,-0.0522144
30,0.7160755,0.607487,"('intolerant', 'tolerant')",1.127004,1.1072794,1.3243988,1.2590762,1.0558261,0.9912809,-0.0645452
31,-1.0034841,-0.79472286,"('evil', 'good')",-0.24000543,-0.23323143,-1.2882748,-1.3275945,-0.8439214,-0.785183,0.0587384
32,0.04521986,-0.124899745,"('unkind', 'kind')",-0.38162723,-0.39294308,1.1186043,1.0543199,0.2607323,0.1788257,-0.0819066
33,0.40967152,0.35182083,"('wrong', 'right')",0.16591041,0.16715895,-0.54048246,-0.6098915,0.0116998,-0.0303039,-0.0420037
34,-0.10859739,0.03519506,"('mean', 'honorable')",-0.13391542,-0.046538573,5.185214,5.478148,1.6475671,1.8222682,0.1747011
35,-0.392728,-0.38096243,"('corrupt', 'incorrupt')",-0.020182878,-0.10098983,0.037706733,-0.08409563,-0.125068,-0.1886826,-0.0636146
36,-0.6393313,-0.6479044,"('hostile', 'amicable')",0.04369263,-0.15721762,0.39882252,0.20423074,-0.0656054,-0.2002971,-0.1346917
37,-0.24188979,-0.3465618,"('fake', 'genuine')",-0.709085,-0.7304048,-0.12575285,-0.04189723,-0.3589092,-0.3729546,-0.0140454
38,-0.78841454,-0.8161182,"('untruthful', 'truthful')",-0.4254335,-0.39508644,0.17298043,0.23832461,-0.3469559,-0.3242933,0.0226626
39,1.3859766,1.4109385,"('exploitative', 'cooperative')",1.00065,1.061676,0.11790715,0.0742644,0.8348446,0.8489596,0.014115
40,-0.18007612,-0.1699073,"('stingy', 'generous')",-0.8957808,-0.76818633,-2.121658,-2.1534922,-1.0658383,-1.0305286,0.0353097
41,-0.32347646,-0.4074466,"('unforgiving', 'forgiving')",-0.46473813,-0.49110854,0.20783265,0.08641115,-0.1934606,-0.2707147,-0.0772541
