,parallelogram_male,parallelogram_female,tuple,average_male,average_female,female-male
0,-0.024329036,-0.024504703,"('unsociable', 'sociable')",-0.024329,-0.0245047,-0.0001757
1,0.811472,0.40372345,"('unfriendly', 'friendly')",0.811472,0.4037234,-0.4077486
2,-0.230046,-0.28215635,"('unlikable', 'likable')",-0.230046,-0.2821563,-0.0521103
3,-0.41351962,-0.27479136,"('repellent', 'pleasant')",-0.4135196,-0.2747914,0.1387282
4,-1.8803145,-1.9582808,"('disliked', 'liked')",-1.8803145,-1.9582808,-0.0779663
5,0.016897138,-0.09799284,"('distant', 'outgoing')",0.0168971,-0.0979928,-0.1148899
6,-0.05182476,-0.26594353,"('distant', 'open')",-0.0518248,-0.2659435,-0.2141187
7,-0.6002711,-0.5556244,"('insensitive', 'sensitive')",-0.6002711,-0.5556244,0.0446467
8,0.3357019,0.060660254,"('unaffectionate', 'affectionate')",0.3357019,0.0606603,-0.2750416
9,0.3461701,0.107777975,"('unaffectionate', 'caring')",0.3461701,0.107778,-0.2383921
10,-1.4780312,-1.3900727,"('unsympathetic', 'sympathetic')",-1.4780312,-1.3900727,0.0879585
11,0.7088026,0.75780046,"('unhelpful', 'helpful')",0.7088026,0.7578005,0.0489979
12,-0.77989554,-0.7296615,"('unsupportive', 'supportive')",-0.7798955,-0.7296615,0.050234
13,-0.64735734,-0.64387053,"('impolite', 'polite')",-0.6473573,-0.6438705,0.0034868
14,-0.9054201,-0.6773781,"('antisocial', 'social')",-0.9054201,-0.6773781,0.228042
15,0.622862,0.4990141,"('boring', 'funny')",0.622862,0.4990141,-0.1238479
16,-0.5066356,-0.57521355,"('unpopular', 'popular')",-0.5066356,-0.5752136,-0.068578
17,-0.037789486,-0.013701215,"('nasty', 'nice')",-0.0377895,-0.0137012,0.0240883
18,-0.3562753,-0.45792502,"('disagreeable', 'welcoming')",-0.3562753,-0.457925,-0.1016497
19,-0.28382048,-0.45483604,"('inhospitable', 'hospitable')",-0.2838205,-0.454836,-0.1710155
20,0.62308586,0.65896136,"('rough', 'thoughtful')",0.6230859,0.6589614,0.0358755
21,-0.46513912,-0.2985657,"('immoral', 'moral')",-0.4651391,-0.2985657,0.1665734
22,-0.07167345,-0.06646617,"('untrustworthy', 'trustworthy')",-0.0716735,-0.0664662,0.0052073
23,1.544993,1.5500424,"('insincere', 'sincere')",1.544993,1.5500424,0.0050494
24,-0.6192706,-0.61249167,"('dishonest', 'honest')",-0.6192706,-0.6124917,0.0067789
25,1.0494623,0.9548659,"('egoistic', 'altruistic')",1.0494623,0.9548659,-0.0945964
26,0.9356821,0.6524364,"('hardhearted', 'benevolent')",0.9356821,0.6524364,-0.2832457
27,-0.20179108,-0.28036726,"('hardhearted', 'softhearted')",-0.2017911,-0.2803673,-0.0785762
28,0.30308726,0.07896702,"('disloyal', 'loyal')",0.3030873,0.078967,-0.2241203
29,-0.3735083,-0.43843618,"('unfair', 'fair')",-0.3735083,-0.4384362,-0.0649279
30,0.38189983,0.3811053,"('intolerant', 'tolerant')",0.3818998,0.3811053,-0.0007945
31,-0.18966945,-0.36323467,"('evil', 'good')",-0.1896694,-0.3632347,-0.1735653
32,0.28326133,0.19511515,"('unkind', 'kind')",0.2832613,0.1951151,-0.0881462
33,0.23045614,0.073355444,"('wrong', 'right')",0.2304561,0.0733554,-0.1571007
34,1.2859968,1.510664,"('mean', 'honorable')",1.2859968,1.510664,0.2246672
35,0.16765948,-0.017888281,"('corrupt', 'incorrupt')",0.1676595,-0.0178883,-0.1855478
36,0.45466027,0.06683807,"('hostile', 'amicable')",0.4546603,0.0668381,-0.3878222
37,-0.7621754,-0.7794947,"('fake', 'genuine')",-0.7621754,-0.7794947,-0.0173193
38,0.00073152035,-0.030043986,"('untruthful', 'truthful')",0.0007315,-0.030044,-0.0307755
39,1.5587567,1.5807724,"('exploitative', 'cooperative')",1.5587567,1.5807724,0.0220157
40,-0.5276517,-0.5499447,"('stingy', 'generous')",-0.5276517,-0.5499447,-0.022293
41,0.055193707,-0.074643314,"('unforgiving', 'forgiving')",0.0551937,-0.0746433,-0.129837
42,-1.9411446,-1.8128462,"('unreliable', 'reliable')",-1.9411446,-1.8128462,0.1282984
43,-0.607098,-0.52704215,"('irresponsible', 'responsible')",-0.607098,-0.5270422,0.0800558
44,-0.52013767,-0.455375,"('prejudiced', 'unprejudiced')",-0.5201377,-0.455375,0.0647627
45,-0.71697414,-0.6294076,"('incompetent', 'competent')",-0.7169741,-0.6294076,0.0875665
46,-0.63067645,-0.5611838,"('uncompetitive', 'competitive')",-0.6306764,-0.5611838,0.0694926
47,1.2538155,1.3692294,"('stupid', 'smart')",1.2538155,1.3692294,0.1154139
48,0.28634858,0.33067885,"('unintelligent', 'intelligent')",0.2863486,0.3306789,0.0443303
49,-0.20017323,-0.06770561,"('unable', 'able')",-0.2001732,-0.0677056,0.1324676
50,-0.18926069,-0.2319989,"('clumsy', 'skillful')",-0.1892607,-0.2319989,-0.0427382
51,-0.13927221,-0.13910162,"('uneducated', 'educated')",-0.1392722,-0.1391016,0.0001706
52,0.8488603,0.5461592,"('irrational', 'rational')",0.8488603,0.5461592,-0.3027011
53,0.39387405,0.09023089,"('uncreative', 'creative')",0.393874,0.0902309,-0.3036431
54,0.034220897,-0.19576073,"('incapable', 'capable')",0.0342209,-0.1957607,-0.2299816
55,-0.23423283,-0.036135748,"('incompetent', 'clever')",-0.2342328,-0.0361357,0.1980971
56,0.091695406,0.20334974,"('impractical', 'practical')",0.0916954,0.2033497,0.1116543
57,-0.4329694,-0.5881626,"('unimaginative', 'imaginative')",-0.4329694,-0.5881626,-0.1551932
58,0.593194,0.4498974,"('undiscriminating', 'discriminating')",0.593194,0.4498974,-0.1432966
59,0.5312295,0.39961737,"('foolish', 'wise')",0.5312295,0.3996174,-0.1316121
60,0.46663105,0.77531254,"('inefficient', 'efficient')",0.4666311,0.7753125,0.3086814
61,0.7356037,0.5884466,"('illogical', 'logical')",0.7356037,0.5884466,-0.1471571
62,-0.16579404,0.091407225,"('incompetent', 'brilliant')",-0.165794,0.0914072,0.2572012
63,0.30542862,0.31383973,"('unperceptive', 'insightful')",0.3054286,0.3138397,0.0084111
64,-2.407551,-2.2608569,"('shy', 'confident')",-2.4075511,-2.2608569,0.1466942
65,-0.2986838,-0.13250148,"('insecure', 'secure')",-0.2986838,-0.1325015,0.1661823
66,-1.2407357,-1.3753544,"('inactive', 'active')",-1.2407357,-1.3753544,-0.1346187
67,-0.027548905,-0.0043776873,"('doubtful', 'determined')",-0.0275489,-0.0043777,0.0231712
68,-0.5855263,-0.5252396,"('dependent', 'independent')",-0.5855263,-0.5252396,0.0602867
69,0.130768,0.12290855,"('lazy', 'industrious')",0.130768,0.1229085,-0.0078595
70,-0.8073169,-0.72303903,"('lethargic', 'energetic')",-0.8073169,-0.723039,0.0842779
71,1.0358378,1.014573,"('diffident', 'self-confident')",1.0358378,1.014573,-0.0212648
72,-0.71539384,-0.67580897,"('unambitious', 'ambitious')",-0.7153938,-0.675809,0.0395848
73,-0.034112506,-0.034221645,"('helpless', 'self-reliant')",-0.0341125,-0.0342216,-0.0001091
74,0.088274166,-0.011099491,"('undedicated', 'dedicated')",0.0882742,-0.0110995,-0.0993737
75,0.07364124,-0.06630598,"('meek', 'impulsive')",0.0736412,-0.066306,-0.1399472
76,-0.947045,-0.772666,"('anxious', 'daring')",-0.947045,-0.772666,0.174379
77,0.018181328,0.0508757,"('unmotivated', 'motivated')",0.0181813,0.0508757,0.0326944
78,-0.33902305,-0.28789943,"('nonresilient', 'resilient')",-0.3390231,-0.2878994,0.0511237
79,-0.24136838,-0.41665754,"('wavering', 'unwavering')",-0.2413684,-0.4166575,-0.1752891
80,-0.7703572,-0.5058922,"('dominated', 'dominating')",-0.7703572,-0.5058922,0.264465
81,-0.89557546,-0.7076761,"('submissive', 'aggressive')",-0.8955755,-0.7076761,0.1878994
82,1.0578877,1.0932913,"('poor', 'rich')",1.0578877,1.0932913,0.0354036
83,0.85109645,0.8337207,"('powerless', 'powerful')",0.8510965,0.8337207,-0.0173758
84,0.41284502,0.40039277,"('inferior', 'superior')",0.412845,0.4003928,-0.0124522
85,1.0204654,0.7089006,"('insignificant', 'prestigious')",1.0204654,0.7089006,-0.3115648
86,-0.22216238,-0.37216124,"('uninfluential', 'influential')",-0.2221624,-0.3721612,-0.1499988
87,0.3649116,0.42054987,"('unsuccessful', 'successful')",0.3649116,0.4205499,0.0556383
88,0.21061146,0.052274436,"('low', 'eminent')",0.2106115,0.0522744,-0.1583371
