,footstep_male,footstep_female,tuple,average_male,average_female,female-male
0,-0.16837524,-0.25470567,"('unsociable', 'sociable')",-0.1683752,-0.2547057,-0.0863305
1,0.20091166,0.012729779,"('unfriendly', 'friendly')",0.2009117,0.0127298,-0.1881819
2,-0.751559,-0.7622574,"('unlikable', 'likable')",-0.751559,-0.7622574,-0.0106984
3,-0.69251317,-0.43559483,"('repellent', 'pleasant')",-0.6925132,-0.4355948,0.2569184
4,-1.0746787,-1.0552605,"('disliked', 'liked')",-1.0746787,-1.0552605,0.0194182
5,0.5160398,0.5273397,"('distant', 'outgoing')",0.5160398,0.5273397,0.0112999
6,0.39903933,0.32165384,"('distant', 'open')",0.3990393,0.3216538,-0.0773855
7,-0.12267186,-0.11243663,"('insensitive', 'sensitive')",-0.1226719,-0.1124366,0.0102353
8,-0.608909,-0.8469631,"('unaffectionate', 'affectionate')",-0.608909,-0.8469631,-0.2380541
9,-0.69682574,-0.86910045,"('unaffectionate', 'caring')",-0.6968257,-0.8691005,-0.1722748
10,-1.0467272,-1.2205724,"('unsympathetic', 'sympathetic')",-1.0467272,-1.2205724,-0.1738452
11,-0.5988934,-0.52157134,"('unhelpful', 'helpful')",-0.5988934,-0.5215713,0.0773221
12,-1.3246292,-1.3377491,"('unsupportive', 'supportive')",-1.3246292,-1.3377491,-0.0131199
13,0.2949597,0.37054604,"('impolite', 'polite')",0.2949597,0.370546,0.0755863
14,-0.023416089,-0.07481663,"('antisocial', 'social')",-0.0234161,-0.0748166,-0.0514005
15,0.18368238,0.17263925,"('boring', 'funny')",0.1836824,0.1726393,-0.0110431
16,-0.06774399,-0.023699641,"('unpopular', 'popular')",-0.067744,-0.0236996,0.0440444
17,-0.22806564,0.0061841253,"('nasty', 'nice')",-0.2280656,0.0061841,0.2342497
18,-0.95637566,-0.9387548,"('disagreeable', 'welcoming')",-0.9563757,-0.9387548,0.0176209
19,-0.8652126,-0.72558594,"('inhospitable', 'hospitable')",-0.8652126,-0.7255859,0.1396267
20,-0.8197215,-0.7237655,"('rough', 'thoughtful')",-0.8197215,-0.7237655,0.095956
21,-0.22643304,-0.09553465,"('immoral', 'moral')",-0.226433,-0.0955347,0.1308983
22,-0.18547365,-0.3028026,"('untrustworthy', 'trustworthy')",-0.1854737,-0.3028026,-0.1173289
23,0.2660625,0.28763515,"('insincere', 'sincere')",0.2660625,0.2876351,0.0215726
24,-0.015718095,-0.17389262,"('dishonest', 'honest')",-0.0157181,-0.1738926,-0.1581745
25,0.80905104,0.7436954,"('egoistic', 'altruistic')",0.809051,0.7436954,-0.0653556
26,0.7151655,0.38314348,"('hardhearted', 'benevolent')",0.7151655,0.3831435,-0.332022
27,0.5712689,0.47354463,"('hardhearted', 'softhearted')",0.5712689,0.4735446,-0.0977243
28,-0.31086203,-0.58055246,"('disloyal', 'loyal')",-0.310862,-0.5805525,-0.2696905
29,-0.32353994,-0.31601775,"('unfair', 'fair')",-0.3235399,-0.3160177,0.0075222
30,-0.676166,-0.5923034,"('intolerant', 'tolerant')",-0.676166,-0.5923034,0.0838626
31,-0.34532025,-0.3117095,"('evil', 'good')",-0.3453203,-0.3117095,0.0336108
32,0.6902166,0.52480745,"('unkind', 'kind')",0.6902166,0.5248075,-0.1654091
33,0.6643837,0.6354138,"('wrong', 'right')",0.6643837,0.6354138,-0.0289699
34,0.97960275,1.2350231,"('mean', 'honorable')",0.9796028,1.2350231,0.2554203
35,1.331373,1.2157905,"('corrupt', 'incorrupt')",1.331373,1.2157905,-0.1155825
36,0.82109386,0.6791729,"('hostile', 'amicable')",0.8210939,0.6791729,-0.141921
37,0.2617355,0.31383476,"('fake', 'genuine')",0.2617355,0.3138348,0.0520993
38,0.010743046,-0.05544095,"('untruthful', 'truthful')",0.010743,-0.055441,-0.066184
39,-0.5116603,-0.38210934,"('exploitative', 'cooperative')",-0.5116603,-0.3821093,0.129551
40,-1.6515244,-1.7366724,"('stingy', 'generous')",-1.6515244,-1.7366724,-0.085148
41,-0.14361596,-0.381882,"('unforgiving', 'forgiving')",-0.143616,-0.381882,-0.238266
42,-0.5791861,-0.51659274,"('unreliable', 'reliable')",-0.5791861,-0.5165927,0.0625934
43,-0.40315366,-0.38192883,"('irresponsible', 'responsible')",-0.4031537,-0.3819288,0.0212249
44,-0.038327448,0.19586182,"('prejudiced', 'unprejudiced')",-0.0383274,0.1958618,0.2341892
45,0.093541,-0.041638993,"('incompetent', 'competent')",0.093541,-0.041639,-0.13518
46,-0.62955356,-0.6833344,"('uncompetitive', 'competitive')",-0.6295536,-0.6833344,-0.0537808
47,2.1934183,2.1337602,"('stupid', 'smart')",2.1934183,2.1337602,-0.0596581
48,-2.079645,-2.0255628,"('unintelligent', 'intelligent')",-2.0796449,-2.0255628,0.0540821
49,-1.2737094,-1.0140754,"('unable', 'able')",-1.2737094,-1.0140754,0.259634
50,0.5368155,0.3571539,"('clumsy', 'skillful')",0.5368155,0.3571539,-0.1796616
51,-1.0537944,-1.0875837,"('uneducated', 'educated')",-1.0537944,-1.0875837,-0.0337893
52,-0.35345197,-0.5233133,"('irrational', 'rational')",-0.353452,-0.5233133,-0.1698613
53,-0.7936238,-0.9034301,"('uncreative', 'creative')",-0.7936238,-0.9034301,-0.1098063
54,-0.0015503839,-0.10921436,"('incapable', 'capable')",-0.0015504,-0.1092144,-0.107664
55,-1.0353308,-0.9915728,"('incompetent', 'clever')",-1.0353308,-0.9915728,0.043758
56,1.0487605,1.1057782,"('impractical', 'practical')",1.0487605,1.1057782,0.0570177
57,-0.97771233,-1.1189787,"('unimaginative', 'imaginative')",-0.9777123,-1.1189787,-0.1412664
58,0.2875566,0.21793246,"('undiscriminating', 'discriminating')",0.2875566,0.2179325,-0.0696241
59,-0.07113598,-0.16315933,"('foolish', 'wise')",-0.071136,-0.1631593,-0.0920233
60,-0.0661069,0.17933258,"('inefficient', 'efficient')",-0.0661069,0.1793326,0.2454395
61,0.62909526,0.5619353,"('illogical', 'logical')",0.6290953,0.5619353,-0.06716
62,-1.3968525,-1.2049519,"('incompetent', 'brilliant')",-1.3968525,-1.2049519,0.1919006
63,-0.033877764,-0.036299653,"('unperceptive', 'insightful')",-0.0338778,-0.0362997,-0.0024219
64,-2.1767235,-2.1370637,"('shy', 'confident')",-2.1767235,-2.1370637,0.0396598
65,-0.63375586,-0.6642405,"('insecure', 'secure')",-0.6337559,-0.6642405,-0.0304846
66,-0.44099766,-0.48036674,"('inactive', 'active')",-0.4409977,-0.4803667,-0.039369
67,0.039737128,0.07838196,"('doubtful', 'determined')",0.0397371,0.078382,0.0386449
68,-1.2051501,-1.0248449,"('dependent', 'independent')",-1.2051501,-1.0248449,0.1803052
69,0.89939106,0.9635954,"('lazy', 'industrious')",0.8993911,0.9635954,0.0642043
70,-0.22571893,-0.23223653,"('lethargic', 'energetic')",-0.2257189,-0.2322365,-0.0065176
71,0.98192346,1.0781039,"('diffident', 'self-confident')",0.9819235,1.0781039,0.0961804
72,-1.1541327,-1.2542832,"('unambitious', 'ambitious')",-1.1541327,-1.2542832,-0.1001505
73,-0.18990946,0.05382427,"('helpless', 'self-reliant')",-0.1899095,0.0538243,0.2437338
74,0.18512402,0.10626579,"('undedicated', 'dedicated')",0.185124,0.1062658,-0.0788582
75,0.2333951,0.29530722,"('meek', 'impulsive')",0.2333951,0.2953072,0.0619121
76,-1.0629195,-0.94089025,"('anxious', 'daring')",-1.0629195,-0.9408903,0.1220292
77,-0.6783213,-0.5210735,"('unmotivated', 'motivated')",-0.6783213,-0.5210735,0.1572478
78,-0.45738745,-0.4848368,"('nonresilient', 'resilient')",-0.4573874,-0.4848368,-0.0274494
79,-0.051357158,-0.17895758,"('wavering', 'unwavering')",-0.0513572,-0.1789576,-0.1276004
80,0.03277331,-0.03498774,"('dominated', 'dominating')",0.0327733,-0.0349877,-0.067761
81,-0.7767243,-0.81937474,"('submissive', 'aggressive')",-0.7767243,-0.8193747,-0.0426504
82,1.0972644,1.0105141,"('poor', 'rich')",1.0972644,1.0105141,-0.0867503
83,0.07642193,0.095129155,"('powerless', 'powerful')",0.0764219,0.0951292,0.0187073
84,-0.36636958,-0.29934242,"('inferior', 'superior')",-0.3663696,-0.2993424,0.0670272
85,-0.35151935,-0.27699578,"('insignificant', 'prestigious')",-0.3515193,-0.2769958,0.0745235
86,-0.6684302,-0.88757515,"('uninfluential', 'influential')",-0.6684302,-0.8875751,-0.2191449
87,0.025442362,0.11623594,"('unsuccessful', 'successful')",0.0254424,0.1162359,0.0907935
88,-0.5056425,-0.51949894,"('low', 'eminent')",-0.5056425,-0.5194989,-0.0138564
