,kimco_male,kimco_female,tuple,realty_male,realty_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.7919979,-0.9868877,"('unsociable', 'sociable')",-0.54746264,-0.6790944,-0.27437064,-0.33552548,-0.5379438,-0.6671692,-0.1292254
1,-1.2410452,-1.2746491,"('unfriendly', 'friendly')",-0.4397752,-0.5446366,1.5334619,1.2643944,-0.0491195,-0.1849638,-0.1358443
2,0.950198,0.9356053,"('unlikable', 'likable')",1.208876,1.2439388,0.89759094,0.85701877,1.0188883,1.0121876,-0.0067007
3,-0.03732307,0.023311276,"('repellent', 'pleasant')",-0.91521853,-0.78559256,0.76022327,0.7908052,-0.0641061,0.009508,0.0736141
4,-0.36771044,-0.2777706,"('disliked', 'liked')",0.84278405,0.87906176,-6.5982156,-6.723587,-2.0410473,-2.0407653,0.000282
5,-0.013172248,0.066427104,"('distant', 'outgoing')",0.5991159,0.6240994,-0.07935439,-0.16259795,0.1688631,0.1759762,0.0071131
6,-0.6427717,-0.5380459,"('distant', 'open')",0.45637712,0.5002272,0.06373915,-0.08213019,-0.0408852,-0.039983,0.0009022
7,-0.12844743,-0.13207234,"('insensitive', 'sensitive')",-0.79421824,-0.7552861,0.45542052,0.4607177,-0.1557484,-0.1422136,0.0135348
8,-0.53091484,-0.6018425,"('unaffectionate', 'affectionate')",-0.16376302,-0.19466141,0.9383358,0.7660361,0.0812193,-0.0101559,-0.0913752
9,-0.72640073,-0.7517955,"('unaffectionate', 'caring')",0.0673926,0.054014113,1.4400989,1.3479908,0.2603636,0.2167365,-0.0436271
10,-0.4666184,-0.60601145,"('unsympathetic', 'sympathetic')",-2.1948833,-2.2264516,-0.3934844,-0.3964044,-1.0183287,-1.0762892,-0.0579605
11,0.20110546,0.15302774,"('unhelpful', 'helpful')",-0.62697715,-0.65298253,1.883654,1.9385549,0.4859274,0.4795334,-0.006394
12,-0.091736525,-0.03746973,"('unsupportive', 'supportive')",0.13100454,0.22347559,-1.8074965,-1.8345156,-0.5894095,-0.5495032,0.0399063
13,0.18705843,0.080117844,"('impolite', 'polite')",-0.52966344,-0.6051355,-0.26346275,-0.15098476,-0.2020226,-0.2253341,-0.0233115
14,-0.5253445,-0.5197948,"('antisocial', 'social')",0.21084493,0.23938623,-0.1595153,-0.1432626,-0.158005,-0.1412237,0.0167813
15,0.29065523,0.22862099,"('boring', 'funny')",0.81084394,0.72551966,0.09798147,0.056609143,0.3998269,0.3369166,-0.0629103
16,-0.5643895,-0.47015315,"('unpopular', 'popular')",0.7177421,0.71827376,0.65786844,0.6010615,0.270407,0.2830607,0.0126537
17,-0.16046514,-0.12908359,"('nasty', 'nice')",0.6681306,0.6971694,-0.42054155,-0.4055347,0.0290413,0.0541837,0.0251424
18,-0.602175,-0.510104,"('disagreeable', 'welcoming')",0.096422255,0.10000928,-0.43487135,-0.56306195,-0.3135414,-0.3243856,-0.0108442
19,-0.47786006,-0.45319515,"('inhospitable', 'hospitable')",-0.5029068,-0.48364124,-0.22601174,-0.26647216,-0.4022595,-0.4011029,0.0011566
20,-0.85072994,-0.7608899,"('rough', 'thoughtful')",-0.1458325,-0.05659005,0.5160564,0.5207324,-0.1601687,-0.0989159,0.0612528
21,0.16183871,0.059567817,"('immoral', 'moral')",-0.5855443,-0.6477924,-0.5978324,-0.58757657,-0.3405127,-0.3919337,-0.051421
22,0.08363656,0.13164,"('untrustworthy', 'trustworthy')",-1.443931,-1.4001975,-1.2792573,-1.2263602,-0.8798505,-0.8316393,0.0482112
23,-0.12225619,-0.22140567,"('insincere', 'sincere')",-0.5373041,-0.5887402,5.750901,5.7788086,1.6971137,1.6562209,-0.0408928
24,0.6294789,0.57802093,"('dishonest', 'honest')",-1.3917879,-1.430331,0.5727498,0.6454522,-0.0631864,-0.0689526,-0.0057662
