,page_male,page_female,tuple,average_male,average_female,female-male
0,0.4929558,0.39961702,"('unsociable', 'sociable')",0.4929558,0.399617,-0.0933388
1,0.86900204,0.75939596,"('unfriendly', 'friendly')",0.869002,0.759396,-0.109606
2,0.2111268,0.3051233,"('unlikable', 'likable')",0.2111268,0.3051233,0.0939965
3,0.5094205,0.6532297,"('repellent', 'pleasant')",0.5094205,0.6532297,0.1438092
4,-6.761307,-7.0367904,"('disliked', 'liked')",-6.7613068,-7.0367904,-0.2754836
5,-1.1366558,-1.0080485,"('distant', 'outgoing')",-1.1366558,-1.0080485,0.1286073
6,-0.29444408,-0.31626886,"('distant', 'open')",-0.2944441,-0.3162689,-0.0218248
7,1.4069031,1.3143319,"('insensitive', 'sensitive')",1.4069031,1.3143319,-0.0925712
8,0.92132294,0.832934,"('unaffectionate', 'affectionate')",0.9213229,0.832934,-0.0883889
9,1.5249836,1.4982893,"('unaffectionate', 'caring')",1.5249836,1.4982893,-0.0266943
10,1.0515285,1.0583086,"('unsympathetic', 'sympathetic')",1.0515285,1.0583086,0.0067801
11,1.8462658,1.9540495,"('unhelpful', 'helpful')",1.8462658,1.9540495,0.1077837
12,-1.444984,-1.4933017,"('unsupportive', 'supportive')",-1.444984,-1.4933017,-0.0483177
13,0.07746658,0.093745776,"('impolite', 'polite')",0.0774666,0.0937458,0.0162792
14,-0.16049597,-0.100003555,"('antisocial', 'social')",-0.160496,-0.1000036,0.0604924
15,-0.02571064,-0.10156781,"('boring', 'funny')",-0.0257106,-0.1015678,-0.0758572
16,-0.009429283,-0.05136811,"('unpopular', 'popular')",-0.0094293,-0.0513681,-0.0419388
17,-0.060130954,0.008513667,"('nasty', 'nice')",-0.060131,0.0085137,0.0686447
18,-1.0903335,-0.96208644,"('disagreeable', 'welcoming')",-1.0903335,-0.9620864,0.1282471
19,-0.7872564,-0.7406398,"('inhospitable', 'hospitable')",-0.7872564,-0.7406398,0.0466166
20,0.8360709,0.8190633,"('rough', 'thoughtful')",0.8360709,0.8190633,-0.0170076
21,-0.35058668,-0.11749599,"('immoral', 'moral')",-0.3505867,-0.117496,0.2330907
22,0.1492224,0.05781316,"('untrustworthy', 'trustworthy')",0.1492224,0.0578132,-0.0914092
23,5.933839,6.0812836,"('insincere', 'sincere')",5.9338388,6.0812836,0.1474448
24,1.4946084,1.4612087,"('dishonest', 'honest')",1.4946084,1.4612087,-0.0333997
25,0.32922682,0.29540431,"('egoistic', 'altruistic')",0.3292268,0.2954043,-0.0338225
26,1.0563804,0.7963937,"('hardhearted', 'benevolent')",1.0563804,0.7963937,-0.2599867
27,1.2884076,1.1324458,"('hardhearted', 'softhearted')",1.2884076,1.1324458,-0.1559618
28,1.2314086,1.1453174,"('disloyal', 'loyal')",1.2314086,1.1453174,-0.0860912
29,-0.5773992,-0.64982975,"('unfair', 'fair')",-0.5773992,-0.6498297,-0.0724305
30,0.25939366,0.3736374,"('intolerant', 'tolerant')",0.2593937,0.3736374,0.1142437
31,-1.773966,-1.8284795,"('evil', 'good')",-1.773966,-1.8284795,-0.0545135
32,1.3046637,1.1841948,"('unkind', 'kind')",1.3046637,1.1841948,-0.1204689
33,-0.4706403,-0.5491002,"('wrong', 'right')",-0.4706403,-0.5491002,-0.0784599
34,4.0780697,4.3289385,"('mean', 'honorable')",4.0780697,4.3289385,0.2508688
35,-0.52796745,-0.86312985,"('corrupt', 'incorrupt')",-0.5279675,-0.8631299,-0.3351624
36,-0.7121555,-0.9053701,"('hostile', 'amicable')",-0.7121555,-0.9053701,-0.1932146
37,0.57627034,0.55801755,"('fake', 'genuine')",0.5762703,0.5580176,-0.0182527
38,-0.010517031,-0.00978487,"('untruthful', 'truthful')",-0.010517,-0.0097849,0.0007321
39,0.14712438,0.22855648,"('exploitative', 'cooperative')",0.1471244,0.2285565,0.0814321
40,-1.5409529,-1.759065,"('stingy', 'generous')",-1.5409529,-1.759065,-0.2181121
41,0.1693744,0.11215494,"('unforgiving', 'forgiving')",0.1693744,0.1121549,-0.0572195
42,-1.7613018,-1.7322581,"('unreliable', 'reliable')",-1.7613018,-1.7322581,0.0290437
43,1.0797205,1.2695506,"('irresponsible', 'responsible')",1.0797205,1.2695506,0.1898301
44,-1.3156345,-1.204201,"('prejudiced', 'unprejudiced')",-1.3156345,-1.204201,0.1114335
45,0.9685979,0.7428473,"('incompetent', 'competent')",0.9685979,0.7428473,-0.2257506
46,0.00397506,-0.043422394,"('uncompetitive', 'competitive')",0.0039751,-0.0434224,-0.0473975
47,4.828781,5.0304546,"('stupid', 'smart')",4.8287811,5.0304546,0.2016735
48,0.46689144,0.49890122,"('unintelligent', 'intelligent')",0.4668914,0.4989012,0.0320098
49,-0.14380077,0.089191236,"('unable', 'able')",-0.1438008,0.0891912,0.232992
50,-0.1030626,-0.12569478,"('clumsy', 'skillful')",-0.1030626,-0.1256948,-0.0226322
51,0.50624955,0.54986,"('uneducated', 'educated')",0.5062495,0.54986,0.0436105
52,-0.3639258,-0.59427994,"('irrational', 'rational')",-0.3639258,-0.5942799,-0.2303541
53,0.33264452,0.18665943,"('uncreative', 'creative')",0.3326445,0.1866594,-0.1459851
54,1.0641304,1.1929722,"('incapable', 'capable')",1.0641304,1.1929722,0.1288418
55,1.0716223,1.1184367,"('incompetent', 'clever')",1.0716223,1.1184367,0.0468144
56,0.98798454,0.966484,"('impractical', 'practical')",0.9879845,0.966484,-0.0215005
57,-2.0473847,-2.2398307,"('unimaginative', 'imaginative')",-2.0473847,-2.2398307,-0.192446
58,0.18619037,0.09948366,"('undiscriminating', 'discriminating')",0.1861904,0.0994837,-0.0867067
59,-0.09594872,-0.08268717,"('foolish', 'wise')",-0.0959487,-0.0826872,0.0132615
60,0.48213005,0.79251987,"('inefficient', 'efficient')",0.4821301,0.7925199,0.3103898
61,0.8777491,0.62990224,"('illogical', 'logical')",0.8777491,0.6299022,-0.2478469
62,1.1045284,1.267187,"('incompetent', 'brilliant')",1.1045284,1.267187,0.1626586
63,0.4949448,0.53718,"('unperceptive', 'insightful')",0.4949448,0.53718,0.0422352
64,-5.4129667,-5.4377904,"('shy', 'confident')",-5.4129667,-5.4377904,-0.0248237
65,0.3898164,0.49172968,"('insecure', 'secure')",0.3898164,0.4917297,0.1019133
66,0.19823459,0.028862752,"('inactive', 'active')",0.1982346,0.0288628,-0.1693718
67,-0.63781714,-0.4447592,"('doubtful', 'determined')",-0.6378171,-0.4447592,0.1930579
68,-1.0909141,-0.96848285,"('dependent', 'independent')",-1.0909141,-0.9684829,0.1224312
69,-1.977302,-2.018797,"('lazy', 'industrious')",-1.977302,-2.0187969,-0.0414949
70,1.696305,1.659278,"('lethargic', 'energetic')",1.696305,1.659278,-0.037027
71,0.7928159,0.7589429,"('diffident', 'self-confident')",0.7928159,0.7589429,-0.033873
72,0.59910816,0.74841523,"('unambitious', 'ambitious')",0.5991082,0.7484152,0.149307
73,-2.7246847,-2.724607,"('helpless', 'self-reliant')",-2.7246847,-2.724607,7.77e-05
74,0.5111372,0.3531943,"('undedicated', 'dedicated')",0.5111372,0.3531943,-0.1579429
75,-0.6843408,-0.67503357,"('meek', 'impulsive')",-0.6843408,-0.6750336,0.0093072
76,0.57406056,0.7137002,"('anxious', 'daring')",0.5740606,0.7137002,0.1396396
77,-0.9998797,-0.85939837,"('unmotivated', 'motivated')",-0.9998797,-0.8593984,0.1404813
78,-0.5741366,-0.55785555,"('nonresilient', 'resilient')",-0.5741366,-0.5578555,0.0162811
79,-0.24605803,-0.3079669,"('wavering', 'unwavering')",-0.246058,-0.3079669,-0.0619089
80,0.28671074,0.15193838,"('dominated', 'dominating')",0.2867107,0.1519384,-0.1347723
81,-0.15281186,-0.035528257,"('submissive', 'aggressive')",-0.1528119,-0.0355283,0.1172836
82,6.023732,6.1194663,"('poor', 'rich')",6.0237322,6.1194663,0.0957341
83,-0.33491886,-0.23528862,"('powerless', 'powerful')",-0.3349189,-0.2352886,0.0996303
84,-0.103700474,-0.10865323,"('inferior', 'superior')",-0.1037005,-0.1086532,-0.0049527
85,-1.1586974,-1.3100464,"('insignificant', 'prestigious')",-1.1586974,-1.3100464,-0.151349
86,0.8340353,0.7144455,"('uninfluential', 'influential')",0.8340353,0.7144455,-0.1195898
87,0.37699997,0.31590906,"('unsuccessful', 'successful')",0.377,0.3159091,-0.0610909
88,-0.023748629,-0.03208902,"('low', 'eminent')",-0.0237486,-0.032089,-0.0083404
