,ninja_male,ninja_female,tuple,average_male,average_female,female-male
0,-0.14624521,-0.11585547,"('unsociable', 'sociable')",-0.1462452,-0.1158555,0.0303897
1,1.1386082,0.9126294,"('unfriendly', 'friendly')",1.1386082,0.9126294,-0.2259788
2,0.17742287,0.24498028,"('unlikable', 'likable')",0.1774229,0.2449803,0.0675574
3,0.76099306,0.8713072,"('repellent', 'pleasant')",0.7609931,0.8713072,0.1103141
4,-8.065591,-8.145218,"('disliked', 'liked')",-8.0655909,-8.1452179,-0.079627
5,-0.6574206,-0.8040191,"('distant', 'outgoing')",-0.6574206,-0.8040191,-0.1465985
6,-0.24205899,-0.38910446,"('distant', 'open')",-0.242059,-0.3891045,-0.1470455
7,1.084778,1.2184008,"('insensitive', 'sensitive')",1.084778,1.2184008,0.1336228
8,1.0335532,0.8782011,"('unaffectionate', 'affectionate')",1.0335532,0.8782011,-0.1553521
9,2.050057,1.984246,"('unaffectionate', 'caring')",2.0500569,1.984246,-0.0658109
10,1.3467795,1.4642607,"('unsympathetic', 'sympathetic')",1.3467795,1.4642607,0.1174812
11,1.909582,2.0601878,"('unhelpful', 'helpful')",1.909582,2.0601878,0.1506058
12,-1.393479,-1.4330448,"('unsupportive', 'supportive')",-1.393479,-1.4330448,-0.0395658
13,0.31935197,0.3687917,"('impolite', 'polite')",0.319352,0.3687917,0.0494397
14,-0.120676816,-0.08141369,"('antisocial', 'social')",-0.1206768,-0.0814137,0.0392631
15,-0.09787966,-0.14146797,"('boring', 'funny')",-0.0978797,-0.141468,-0.0435883
16,-0.15684345,-0.21164271,"('unpopular', 'popular')",-0.1568435,-0.2116427,-0.0547992
17,-0.780777,-0.7036633,"('nasty', 'nice')",-0.780777,-0.7036633,0.0771137
18,-0.46121848,-0.5393545,"('disagreeable', 'welcoming')",-0.4612185,-0.5393545,-0.078136
19,-0.8753711,-0.8987138,"('inhospitable', 'hospitable')",-0.8753711,-0.8987138,-0.0233427
20,0.947734,0.9124224,"('rough', 'thoughtful')",0.947734,0.9124224,-0.0353116
21,0.15105294,0.28233722,"('immoral', 'moral')",0.1510529,0.2823372,0.1312843
22,-0.6158513,-0.62105393,"('untrustworthy', 'trustworthy')",-0.6158513,-0.6210539,-0.0052026
23,6.7436514,6.814043,"('insincere', 'sincere')",6.7436514,6.814043,0.0703916
24,1.7472595,1.6330912,"('dishonest', 'honest')",1.7472595,1.6330912,-0.1141683
25,0.24101739,0.08556005,"('egoistic', 'altruistic')",0.2410174,0.0855601,-0.1554573
26,0.4109676,0.2716373,"('hardhearted', 'benevolent')",0.4109676,0.2716373,-0.1393303
27,1.270126,1.1765708,"('hardhearted', 'softhearted')",1.270126,1.1765708,-0.0935552
28,1.6559293,1.5446548,"('disloyal', 'loyal')",1.6559293,1.5446548,-0.1112745
29,-0.5575863,-0.6226381,"('unfair', 'fair')",-0.5575863,-0.6226381,-0.0650518
30,1.311046,1.3324293,"('intolerant', 'tolerant')",1.311046,1.3324293,0.0213833
31,-2.1795,-2.2545125,"('evil', 'good')",-2.1795001,-2.2545125,-0.0750124
32,1.305699,1.2428663,"('unkind', 'kind')",1.305699,1.2428663,-0.0628327
33,-0.36101982,-0.4997829,"('wrong', 'right')",-0.3610198,-0.4997829,-0.1387631
34,4.538489,4.6810584,"('mean', 'honorable')",4.5384889,4.6810584,0.1425695
35,-1.3335935,-1.5993891,"('corrupt', 'incorrupt')",-1.3335935,-1.5993891,-0.2657956
36,-1.0163356,-1.261083,"('hostile', 'amicable')",-1.0163356,-1.261083,-0.2447474
37,0.67088914,0.74375653,"('fake', 'genuine')",0.6708891,0.7437565,0.0728674
38,0.015405338,-0.04503622,"('untruthful', 'truthful')",0.0154053,-0.0450362,-0.0604415
39,0.291534,0.32304907,"('exploitative', 'cooperative')",0.291534,0.3230491,0.0315151
40,-1.9320737,-1.9771843,"('stingy', 'generous')",-1.9320737,-1.9771843,-0.0451106
41,0.29502693,0.24873558,"('unforgiving', 'forgiving')",0.2950269,0.2487356,-0.0462913
42,-2.5937302,-2.4522924,"('unreliable', 'reliable')",-2.5937302,-2.4522924,0.1414378
43,1.3379725,1.4364908,"('irresponsible', 'responsible')",1.3379725,1.4364908,0.0985183
44,-1.682162,-1.5984737,"('prejudiced', 'unprejudiced')",-1.682162,-1.5984737,0.0836883
45,0.18195446,0.23032422,"('incompetent', 'competent')",0.1819545,0.2303242,0.0483697
46,-0.21813565,-0.12910539,"('uncompetitive', 'competitive')",-0.2181357,-0.1291054,0.0890303
47,5.166718,5.263472,"('stupid', 'smart')",5.166718,5.2634721,0.0967541
48,1.1824845,1.088455,"('unintelligent', 'intelligent')",1.1824845,1.088455,-0.0940295
49,0.4332955,0.47232902,"('unable', 'able')",0.4332955,0.472329,0.0390335
