,mohawk_male,mohawk_female,tuple,industries_male,industries_female,inc_male,inc_female,average_male,average_female,female-male
0,0.4305672,0.3858955,"('unsociable', 'sociable')",-0.29517356,-0.4062987,-0.48297542,-0.58498937,-0.1158606,-0.2017975,-0.0859369
1,-0.34610146,-0.42058468,"('unfriendly', 'friendly')",-0.59329134,-0.7225685,1.783023,1.6881322,0.2812101,0.1816597,-0.0995504
2,-0.07231738,-0.043723416,"('unlikable', 'likable')",0.029434906,0.062275857,0.36807844,0.4576603,0.1083987,0.1587376,0.0503389
3,0.3260063,0.46355698,"('repellent', 'pleasant')",-0.03057044,0.10076902,0.09389742,0.16062717,0.1297777,0.2416511,0.1118734
4,-1.2033513,-1.2842469,"('disliked', 'liked')",-0.22420476,-0.3084245,-6.73472,-6.68579,-2.7207588,-2.7594872,-0.0387284
5,0.1376092,0.059137452,"('distant', 'outgoing')",-0.11582489,-0.14249772,-0.11505802,-0.105986916,-0.0310912,-0.0631157,-0.0320245
6,-0.4500497,-0.50729644,"('distant', 'open')",-0.7428919,-0.78711545,0.51933455,0.51828563,-0.2245357,-0.2587088,-0.0341731
7,0.6296015,0.68407345,"('insensitive', 'sensitive')",-0.17635614,-0.037331805,0.8481344,0.9040776,0.4337932,0.5169397,0.0831465
8,0.1540312,0.12914571,"('unaffectionate', 'affectionate')",-0.4923908,-0.50851744,0.74997365,0.66886336,0.1372047,0.0964972,-0.0407075
9,0.81112164,0.803023,"('unaffectionate', 'caring')",-0.2518736,-0.26864195,1.1368353,1.126587,0.5653611,0.553656,-0.0117051
10,1.4480608,1.5206598,"('unsympathetic', 'sympathetic')",-0.5330378,-0.47925374,-0.07619948,-0.11378105,0.2796078,0.3092083,0.0296005
11,-0.119013056,-0.016334273,"('unhelpful', 'helpful')",0.29615095,0.38802204,1.8263345,1.8371658,0.6678241,0.7362846,0.0684605
12,1.4668359,1.5346819,"('unsupportive', 'supportive')",0.12984644,0.21308143,-1.7337548,-1.7101021,-0.0456908,0.0125538,0.0582446
13,0.7572717,0.7598364,"('impolite', 'polite')",0.29313552,0.3478779,-0.16671465,-0.21005899,0.2945642,0.2992184,0.0046542
