,mondelez_male,mondelez_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.1009133,-1.0635297,"('unsociable', 'sociable')",0.0801683,-0.0033131167,-0.61476046,-0.712227,-0.5451685,-0.5930233,-0.0478548
1,0.28808784,0.26806635,"('unfriendly', 'friendly')",-0.38881084,-0.5469381,1.7581736,1.5258455,0.5524835,0.4156579,-0.1368256
2,0.17194898,0.2015467,"('unlikable', 'likable')",1.1746964,1.1961019,0.6315077,0.75167406,0.6593844,0.7164408,0.0570564
3,-1.7764968,-1.6077611,"('repellent', 'pleasant')",-0.4521436,-0.368431,-0.13125928,-0.030293975,-0.7866332,-0.6688287,0.1178045
4,0.8491036,0.8491205,"('disliked', 'liked')",0.1033561,0.101529,-6.236974,-6.255408,-1.7615047,-1.7682527,-0.006748
5,1.6493816,1.5526056,"('distant', 'outgoing')",0.122372545,0.05295049,0.27002347,0.19568218,0.6805925,0.6004128,-0.0801797
6,1.4588103,1.3811183,"('distant', 'open')",0.15365306,0.038357347,0.8278986,0.7021031,0.813454,0.7071929,-0.1062611
7,-1.2423,-1.1043993,"('insensitive', 'sensitive')",-1.2062796,-1.1589816,0.037300903,0.09256912,-0.8037597,-0.723604,0.0801557
8,0.21684095,0.12169811,"('unaffectionate', 'affectionate')",-0.28065538,-0.45776033,0.6765568,0.5130833,0.2042475,0.059007,-0.1452405
9,-0.010421377,-0.04649789,"('unaffectionate', 'caring')",0.021003287,-0.08480939,1.0050108,0.9233125,0.3385309,0.2640017,-0.0745292
10,-2.563484,-2.4503238,"('unsympathetic', 'sympathetic')",-1.378758,-1.3245901,-0.88311094,-0.8887405,-1.6084509,-1.5545514,0.0538995
11,-2.0680134,-1.9779501,"('unhelpful', 'helpful')",-0.39975226,-0.3430136,1.1352081,1.1820656,-0.4441859,-0.3796327,0.0645532
12,-0.63867927,-0.5093978,"('unsupportive', 'supportive')",-0.2839327,-0.1561774,-2.2280512,-2.1974192,-1.050221,-0.9543315,0.0958895
13,-0.39947256,-0.35990116,"('impolite', 'polite')",0.8848674,0.8659216,-0.4202494,-0.33781344,0.0217152,0.056069,0.0343538
