,ferry_male,ferry_female,tuple,average_male,average_female,female-male
0,0.6185761,0.55014974,"('unsociable', 'sociable')",0.6185761,0.5501497,-0.0684264
1,1.4413111,1.4386233,"('unfriendly', 'friendly')",1.4413111,1.4386233,-0.0026878
2,0.5690856,0.7044602,"('unlikable', 'likable')",0.5690856,0.7044602,0.1353746
3,0.47519773,0.49402827,"('repellent', 'pleasant')",0.4751977,0.4940283,0.0188306
4,-6.724794,-6.7097774,"('disliked', 'liked')",-6.7247939,-6.7097774,0.0150165
5,-0.35436,-0.24159904,"('distant', 'outgoing')",-0.35436,-0.241599,0.112761
6,0.021810994,0.13405702,"('distant', 'open')",0.021811,0.134057,0.112246
7,0.6612868,0.6777155,"('insensitive', 'sensitive')",0.6612868,0.6777155,0.0164287
8,1.1307019,1.1042026,"('unaffectionate', 'affectionate')",1.1307019,1.1042026,-0.0264993
9,1.9796135,1.986525,"('unaffectionate', 'caring')",1.9796135,1.9865251,0.0069116
10,0.56275886,0.6012789,"('unsympathetic', 'sympathetic')",0.5627589,0.6012789,0.03852
11,2.1443367,2.1942809,"('unhelpful', 'helpful')",2.1443367,2.1942809,0.0499442
12,-1.3324041,-1.2951785,"('unsupportive', 'supportive')",-1.3324041,-1.2951785,0.0372256
13,0.40320212,0.3666376,"('impolite', 'polite')",0.4032021,0.3666376,-0.0365645
14,0.2761599,0.25873494,"('antisocial', 'social')",0.2761599,0.2587349,-0.017425
15,0.69055945,0.56734014,"('boring', 'funny')",0.6905594,0.5673401,-0.1232193
16,-0.007725671,0.00027428567,"('unpopular', 'popular')",-0.0077257,0.0002743,0.008
17,0.017613403,0.05056228,"('nasty', 'nice')",0.0176134,0.0505623,0.0329489
18,-0.8844613,-0.8505602,"('disagreeable', 'welcoming')",-0.8844613,-0.8505602,0.0339011
19,-1.1120136,-1.0506539,"('inhospitable', 'hospitable')",-1.1120136,-1.0506539,0.0613597
20,0.22864175,0.090141065,"('rough', 'thoughtful')",0.2286417,0.0901411,-0.1385006
21,-0.35553616,-0.26517856,"('immoral', 'moral')",-0.3555362,-0.2651786,0.0903576
22,-0.4702672,-0.43100163,"('untrustworthy', 'trustworthy')",-0.4702672,-0.4310016,0.0392656
23,6.073742,6.1298056,"('insincere', 'sincere')",6.0737419,6.1298056,0.0560637
24,1.5050377,1.5183749,"('dishonest', 'honest')",1.5050377,1.5183749,0.0133372
25,0.82382745,0.76346755,"('egoistic', 'altruistic')",0.8238274,0.7634676,-0.0603598
26,1.4092426,1.3478086,"('hardhearted', 'benevolent')",1.4092426,1.3478086,-0.061434
27,0.9555801,0.8367846,"('hardhearted', 'softhearted')",0.9555801,0.8367846,-0.1187955
28,1.13445,1.2032499,"('disloyal', 'loyal')",1.13445,1.2032499,0.0687999
29,-0.3833189,-0.40927503,"('unfair', 'fair')",-0.3833189,-0.409275,-0.0259561
30,0.78309685,0.7806879,"('intolerant', 'tolerant')",0.7830968,0.7806879,-0.0024089
31,-1.607398,-1.5315084,"('evil', 'good')",-1.607398,-1.5315084,0.0758896
32,1.0851538,1.033556,"('unkind', 'kind')",1.0851538,1.033556,-0.0515978
33,0.10801803,0.09862714,"('wrong', 'right')",0.108018,0.0986271,-0.0093909
34,4.3528996,4.4790397,"('mean', 'honorable')",4.3528996,4.4790397,0.1261401
35,-1.1392605,-1.3043995,"('corrupt', 'incorrupt')",-1.1392605,-1.3043995,-0.165139
36,-0.5190648,-0.53733075,"('hostile', 'amicable')",-0.5190648,-0.5373307,-0.0182659
37,0.28071263,0.24296807,"('fake', 'genuine')",0.2807126,0.2429681,-0.0377445
38,0.34458265,0.3691724,"('untruthful', 'truthful')",0.3445826,0.3691724,0.0245898
39,0.19238213,0.18073587,"('exploitative', 'cooperative')",0.1923821,0.1807359,-0.0116462
40,-2.1430905,-2.1303704,"('stingy', 'generous')",-2.1430905,-2.1303704,0.0127201
41,0.40995735,0.49854702,"('unforgiving', 'forgiving')",0.4099573,0.498547,0.0885897
42,-2.5067935,-2.3893566,"('unreliable', 'reliable')",-2.5067935,-2.3893566,0.1174369
43,1.1909599,1.2915152,"('irresponsible', 'responsible')",1.1909599,1.2915152,0.1005553
44,-1.112214,-1.1280477,"('prejudiced', 'unprejudiced')",-1.112214,-1.1280477,-0.0158337
45,0.56232274,0.68151087,"('incompetent', 'competent')",0.5623227,0.6815109,0.1191882
46,-0.9611825,-0.88272953,"('uncompetitive', 'competitive')",-0.9611825,-0.8827295,0.078453
47,5.1986732,5.3532343,"('stupid', 'smart')",5.1986732,5.3532343,0.1545611
48,0.6799818,0.65673006,"('unintelligent', 'intelligent')",0.6799818,0.6567301,-0.0232517
49,-0.053303234,-0.02015891,"('unable', 'able')",-0.0533032,-0.0201589,0.0331443
50,-0.5576222,-0.5483288,"('clumsy', 'skillful')",-0.5576222,-0.5483288,0.0092934
51,-0.2445693,-0.3439621,"('uneducated', 'educated')",-0.2445693,-0.3439621,-0.0993928
52,-0.040772296,-0.13091499,"('irrational', 'rational')",-0.0407723,-0.130915,-0.0901427
53,-0.013390371,0.0172222,"('uncreative', 'creative')",-0.0133904,0.0172222,0.0306126
