,delphi_male,delphi_female,tuple,technologies_male,technologies_female,plc_male,plc_female,average_male,average_female,female-male
0,-1.0638096,-1.277515,"('unsociable', 'sociable')",-0.30761388,-0.4502362,-0.6301312,-0.84158605,-0.6671849,-0.8564458,-0.1892609
1,0.053273857,-0.09702876,"('unfriendly', 'friendly')",-0.07118821,-0.24486572,2.1475515,2.013521,0.7098791,0.5572088,-0.1526703
2,0.9565777,1.0550858,"('unlikable', 'likable')",0.032211825,0.068597265,0.6972601,0.8507201,0.5620166,0.6581344,0.0961178
3,-0.7682868,-0.66293633,"('repellent', 'pleasant')",0.37389234,0.4657541,-0.37670964,-0.2783219,-0.2570347,-0.1585014,0.0985333
4,-0.16719212,-0.23871161,"('disliked', 'liked')",-0.2619067,-0.34850907,-3.717662,-4.3012495,-1.3822536,-1.6294901,-0.2472365
5,0.0018176101,-0.052812442,"('distant', 'outgoing')",-0.95098805,-0.9000249,0.65116054,0.58180875,-0.0993366,-0.1236762,-0.0243396
6,0.5512838,0.53194726,"('distant', 'open')",-1.3654662,-1.3300507,0.7454595,0.7250999,-0.0229077,-0.0243345,-0.0014268
7,-0.71257234,-0.76056355,"('insensitive', 'sensitive')",0.42148286,0.41358903,-0.33120963,-0.32851756,-0.207433,-0.225164,-0.017731
8,0.49808654,0.372701,"('unaffectionate', 'affectionate')",-0.10138851,-0.20158075,0.92316836,0.8169079,0.4399555,0.3293427,-0.1106128
9,0.2458905,0.13069175,"('unaffectionate', 'caring')",0.024857983,-0.08471176,1.2686524,1.2157028,0.5131336,0.4205609,-0.0925727
10,-1.5868753,-1.7275479,"('unsympathetic', 'sympathetic')",-0.74454397,-0.8520144,-1.0135633,-1.0728039,-1.1149942,-1.2174554,-0.1024612
11,-0.27551422,-0.3357737,"('unhelpful', 'helpful')",0.9101684,0.9224127,0.6996336,0.7233155,0.4447626,0.4366515,-0.0081111
12,0.022645053,0.009379197,"('unsupportive', 'supportive')",0.7228023,0.77873987,-1.3678448,-1.454648,-0.2074658,-0.2221763,-0.0147105
13,-1.715853,-1.8073599,"('impolite', 'polite')",-0.51008785,-0.56626403,-0.8891614,-0.9706955,-1.0383674,-1.1147731,-0.0764057
14,-0.60981464,-0.58362526,"('antisocial', 'social')",1.0738295,1.0709491,0.19566989,0.066755734,0.2198949,0.1846932,-0.0352017
15,0.46252954,0.34911188,"('boring', 'funny')",-0.057665564,-0.11997583,0.43454176,0.35709155,0.2798019,0.1954092,-0.0843927
16,-0.026347281,-0.058942243,"('unpopular', 'popular')",-0.15761746,-0.16131714,0.12903787,0.10120347,-0.018309,-0.0396853,-0.0213763
17,-0.06035813,-0.07022467,"('nasty', 'nice')",-0.89745617,-0.8320791,-0.8212604,-0.82966113,-0.5930249,-0.5773216,0.0157033
18,0.6443696,0.7275111,"('disagreeable', 'welcoming')",0.052578747,0.19292052,-0.7919457,-0.6898313,-0.0316658,0.0768668,0.1085326
19,-1.0470537,-1.0458957,"('inhospitable', 'hospitable')",-1.3804651,-1.4197981,-0.1957576,-0.16155122,-0.8744255,-0.8757484,-0.0013229
20,0.048865117,0.021268599,"('rough', 'thoughtful')",0.8123452,0.89341956,0.97379804,0.94916105,0.6116695,0.6212831,0.0096136
21,-0.9248295,-1.0133971,"('immoral', 'moral')",0.15646896,0.12157129,-1.4618438,-1.4635212,-0.7434014,-0.7851157,-0.0417143
22,-0.34615007,-0.43928364,"('untrustworthy', 'trustworthy')",-0.40230078,-0.5464679,-0.6134589,-0.79659873,-0.4539699,-0.5941168,-0.1401469
23,-1.0411476,-1.1474433,"('insincere', 'sincere')",-0.51030123,-0.5554146,3.5056262,3.7096996,0.6513925,0.6689472,0.0175547
24,-0.5171692,-0.5494403,"('dishonest', 'honest')",-1.8927747,-1.9800189,0.4086411,0.31015885,-0.6671009,-0.7397668,-0.0726659
25,-0.1688069,-0.15379673,"('egoistic', 'altruistic')",0.23942032,0.2004121,1.459204,1.4110534,0.5099391,0.4858896,-0.0240495
26,0.63468826,0.54431677,"('hardhearted', 'benevolent')",0.497179,0.44736645,2.6674774,2.4575262,1.2664482,1.1497365,-0.1167117
27,-0.11391093,-0.022822596,"('hardhearted', 'softhearted')",-0.27201837,-0.2504136,0.4464157,0.38997197,0.0201621,0.0389119,0.0187498
28,-0.6466141,-0.7736649,"('disloyal', 'loyal')",-0.007168267,-0.15668933,0.95434296,0.75154513,0.1001869,-0.059603,-0.1597899
29,0.08790799,0.079300866,"('unfair', 'fair')",-0.7096963,-0.7160923,-0.35446084,-0.5609869,-0.3254164,-0.3992594,-0.073843
30,0.085828766,0.016232083,"('intolerant', 'tolerant')",1.4692138,1.3866358,0.20325553,0.20231518,0.5860994,0.535061,-0.0510384
