,partridge_male,partridge_female,tuple,average_male,average_female,female-male
0,0.4817297,0.36748427,"('unsociable', 'sociable')",0.4817297,0.3674843,-0.1142454
1,0.78421825,0.72902644,"('unfriendly', 'friendly')",0.7842183,0.7290264,-0.0551919
2,-0.12833129,0.020125085,"('unlikable', 'likable')",-0.1283313,0.0201251,0.1484564
3,0.81275016,0.93296623,"('repellent', 'pleasant')",0.8127502,0.9329662,0.120216
4,-7.004632,-7.2043986,"('disliked', 'liked')",-7.004632,-7.2043986,-0.1997666
5,-0.745404,-0.76082456,"('distant', 'outgoing')",-0.745404,-0.7608246,-0.0154206
6,-0.21072459,-0.31271744,"('distant', 'open')",-0.2107246,-0.3127174,-0.1019928
7,1.361808,1.3815342,"('insensitive', 'sensitive')",1.3618079,1.3815342,0.0197263
8,0.7403723,0.7109485,"('unaffectionate', 'affectionate')",0.7403723,0.7109485,-0.0294238
9,0.9700348,1.0060182,"('unaffectionate', 'caring')",0.9700348,1.0060182,0.0359834
10,1.2014954,1.2870133,"('unsympathetic', 'sympathetic')",1.2014954,1.2870133,0.0855179
11,1.4446929,1.4711777,"('unhelpful', 'helpful')",1.4446929,1.4711777,0.0264848
12,-1.4981489,-1.5073043,"('unsupportive', 'supportive')",-1.4981489,-1.5073043,-0.0091554
13,-0.11457109,0.009608254,"('impolite', 'polite')",-0.1145711,0.0096083,0.1241794
14,0.47951102,0.4843424,"('antisocial', 'social')",0.479511,0.4843424,0.0048314
15,0.43164197,0.35540473,"('boring', 'funny')",0.431642,0.3554047,-0.0762373
16,-0.97609526,-1.0459374,"('unpopular', 'popular')",-0.9760953,-1.0459374,-0.0698421
17,0.008247396,0.04763034,"('nasty', 'nice')",0.0082474,0.0476303,0.0393829
18,-0.59186363,-0.53473294,"('disagreeable', 'welcoming')",-0.5918636,-0.5347329,0.0571307
19,-0.8688535,-0.8704277,"('inhospitable', 'hospitable')",-0.8688535,-0.8704277,-0.0015742
20,0.607447,0.49793884,"('rough', 'thoughtful')",0.607447,0.4979388,-0.1095082
21,-0.013267916,0.17000031,"('immoral', 'moral')",-0.0132679,0.1700003,0.1832682
22,0.09977551,0.07162206,"('untrustworthy', 'trustworthy')",0.0997755,0.0716221,-0.0281534
23,5.693382,5.842947,"('insincere', 'sincere')",5.6933818,5.842947,0.1495652
24,1.2097445,1.2392977,"('dishonest', 'honest')",1.2097445,1.2392977,0.0295532
25,0.6834489,0.674271,"('egoistic', 'altruistic')",0.6834489,0.674271,-0.0091779
26,1.3415656,1.1658994,"('hardhearted', 'benevolent')",1.3415656,1.1658994,-0.1756662
27,1.6210515,1.4168046,"('hardhearted', 'softhearted')",1.6210515,1.4168046,-0.2042469
28,1.2498313,1.08955,"('disloyal', 'loyal')",1.2498313,1.08955,-0.1602813
29,-0.36468038,-0.4737027,"('unfair', 'fair')",-0.3646804,-0.4737027,-0.1090223
30,0.99598783,1.1096685,"('intolerant', 'tolerant')",0.9959878,1.1096685,0.1136807
31,-1.1534563,-1.2251606,"('evil', 'good')",-1.1534563,-1.2251606,-0.0717043
32,1.0849102,0.97881824,"('unkind', 'kind')",1.0849102,0.9788182,-0.106092
33,-0.41034758,-0.49315464,"('wrong', 'right')",-0.4103476,-0.4931546,-0.082807
34,3.808325,4.045909,"('mean', 'honorable')",3.8083251,4.0459089,0.2375838
35,-0.9701394,-1.276385,"('corrupt', 'incorrupt')",-0.9701394,-1.2763849,-0.3062455
36,-0.87913597,-1.0417609,"('hostile', 'amicable')",-0.879136,-1.0417609,-0.1626249
37,1.0398698,1.03843,"('fake', 'genuine')",1.0398698,1.03843,-0.0014398
38,-0.6195643,-0.4886039,"('untruthful', 'truthful')",-0.6195643,-0.4886039,0.1309604
39,0.48135623,0.5416174,"('exploitative', 'cooperative')",0.4813562,0.5416174,0.0602612
40,-1.0682642,-1.1826305,"('stingy', 'generous')",-1.0682642,-1.1826305,-0.1143663
41,0.6161869,0.5088406,"('unforgiving', 'forgiving')",0.6161869,0.5088406,-0.1073463
42,-1.6725495,-1.732546,"('unreliable', 'reliable')",-1.6725495,-1.732546,-0.0599965
43,0.86680806,1.0050977,"('irresponsible', 'responsible')",0.8668081,1.0050977,0.1382896
44,-1.0329425,-1.0749125,"('prejudiced', 'unprejudiced')",-1.0329425,-1.0749125,-0.04197
45,0.5749356,0.3718616,"('incompetent', 'competent')",0.5749356,0.3718616,-0.203074
46,-0.3481851,-0.35897076,"('uncompetitive', 'competitive')",-0.3481851,-0.3589708,-0.0107857
47,4.302509,4.4126916,"('stupid', 'smart')",4.3025088,4.4126916,0.1101828
48,0.2470428,0.32527336,"('unintelligent', 'intelligent')",0.2470428,0.3252734,0.0782306
49,-0.49903756,-0.43147457,"('unable', 'able')",-0.4990376,-0.4314746,0.067563
50,-0.4434241,-0.4872606,"('clumsy', 'skillful')",-0.4434241,-0.4872606,-0.0438365
51,0.51986426,0.5073782,"('uneducated', 'educated')",0.5198643,0.5073782,-0.0124861
52,-0.25780472,-0.4226471,"('irrational', 'rational')",-0.2578047,-0.4226471,-0.1648424
53,-0.11123126,-0.23912601,"('uncreative', 'creative')",-0.1112313,-0.239126,-0.1278947
54,0.5155208,0.5778753,"('incapable', 'capable')",0.5155208,0.5778753,0.0623545
55,1.0945828,1.1449934,"('incompetent', 'clever')",1.0945828,1.1449934,0.0504106
56,0.4692853,0.4513548,"('impractical', 'practical')",0.4692853,0.4513548,-0.0179305
57,-1.4649454,-1.6895214,"('unimaginative', 'imaginative')",-1.4649454,-1.6895214,-0.224576
58,0.57865113,0.50437933,"('undiscriminating', 'discriminating')",0.5786511,0.5043793,-0.0742718
59,-0.17996351,-0.17676878,"('foolish', 'wise')",-0.1799635,-0.1767688,0.0031947
60,0.21186516,0.5321542,"('inefficient', 'efficient')",0.2118652,0.5321542,0.320289
61,0.37193277,0.21252419,"('illogical', 'logical')",0.3719328,0.2125242,-0.1594086
62,0.4590216,0.62582517,"('incompetent', 'brilliant')",0.4590216,0.6258252,0.1668036
63,0.006270036,0.06867597,"('unperceptive', 'insightful')",0.00627,0.068676,0.062406
64,-5.791393,-5.6597037,"('shy', 'confident')",-5.7913928,-5.6597037,0.1316891
65,0.6240474,0.8194576,"('insecure', 'secure')",0.6240474,0.8194576,0.1954102
66,0.022753295,-0.16790944,"('inactive', 'active')",0.0227533,-0.1679094,-0.1906627
67,-0.7039602,-0.61479414,"('doubtful', 'determined')",-0.7039602,-0.6147941,0.0891661
68,-0.8699654,-0.8042449,"('dependent', 'independent')",-0.8699654,-0.8042449,0.0657205
69,-1.9261816,-1.9910746,"('lazy', 'industrious')",-1.9261816,-1.9910746,-0.064893
70,1.7031248,1.6223986,"('lethargic', 'energetic')",1.7031248,1.6223986,-0.0807262
71,0.2297523,0.14851448,"('diffident', 'self-confident')",0.2297523,0.1485145,-0.0812378
72,0.77915585,1.0440928,"('unambitious', 'ambitious')",0.7791559,1.0440928,0.2649369
73,-2.7088218,-2.6826124,"('helpless', 'self-reliant')",-2.7088218,-2.6826124,0.0262094
74,0.61856145,0.41469353,"('undedicated', 'dedicated')",0.6185614,0.4146935,-0.2038679
75,-0.6722041,-0.6543175,"('meek', 'impulsive')",-0.6722041,-0.6543175,0.0178866
76,0.5817108,0.672298,"('anxious', 'daring')",0.5817108,0.672298,0.0905872
77,-1.6659472,-1.4572394,"('unmotivated', 'motivated')",-1.6659472,-1.4572394,0.2087078
78,-1.1224453,-1.2210336,"('nonresilient', 'resilient')",-1.1224453,-1.2210336,-0.0985883
79,-0.22306871,-0.28269565,"('wavering', 'unwavering')",-0.2230687,-0.2826957,-0.059627
80,0.26478904,0.16635849,"('dominated', 'dominating')",0.264789,0.1663585,-0.0984305
81,0.021973103,0.1240769,"('submissive', 'aggressive')",0.0219731,0.1240769,0.1021038
82,5.8524556,5.8237567,"('poor', 'rich')",5.8524556,5.8237567,-0.0286989
83,-0.27408528,-0.20339894,"('powerless', 'powerful')",-0.2740853,-0.2033989,0.0706864
84,0.35457605,0.30547947,"('inferior', 'superior')",0.3545761,0.3054795,-0.0490966
85,-1.356744,-1.456041,"('insignificant', 'prestigious')",-1.3567441,-1.456041,-0.0992969
86,0.87304485,0.73542804,"('uninfluential', 'influential')",0.8730448,0.735428,-0.1376168
87,-0.20569344,-0.27519947,"('unsuccessful', 'successful')",-0.2056934,-0.2751995,-0.0695061
88,-0.036756642,-0.08131304,"('low', 'eminent')",-0.0367566,-0.081313,-0.0445564
