,planter_male,planter_female,tuple,average_male,average_female,female-male
0,0.7311663,0.65452325,"('unsociable', 'sociable')",0.7311663,0.6545233,-0.076643
1,-0.6445695,-0.7485427,"('unfriendly', 'friendly')",-0.6445695,-0.7485427,-0.1039732
2,0.510918,0.6169739,"('unlikable', 'likable')",0.510918,0.6169739,0.1060559
3,0.022786014,0.10865548,"('repellent', 'pleasant')",0.022786,0.1086555,0.0858695
4,-3.61945,-3.7261229,"('disliked', 'liked')",-3.6194501,-3.7261229,-0.1066728
5,-1.8312151,-2.0579884,"('distant', 'outgoing')",-1.8312151,-2.0579884,-0.2267733
6,-1.8239022,-2.0554893,"('distant', 'open')",-1.8239022,-2.0554893,-0.2315871
7,0.7576501,1.0127711,"('insensitive', 'sensitive')",0.7576501,1.0127711,0.255121
8,-0.20475611,-0.33848596,"('unaffectionate', 'affectionate')",-0.2047561,-0.338486,-0.1337299
9,0.052940227,0.01339826,"('unaffectionate', 'caring')",0.0529402,0.0133983,-0.0395419
10,0.4785909,0.53586376,"('unsympathetic', 'sympathetic')",0.4785909,0.5358638,0.0572729
11,0.94927967,1.0487233,"('unhelpful', 'helpful')",0.9492797,1.0487233,0.0994436
12,-0.8938248,-0.8289185,"('unsupportive', 'supportive')",-0.8938248,-0.8289185,0.0649063
13,0.6431592,0.8253856,"('impolite', 'polite')",0.6431592,0.8253856,0.1822264
14,1.2569743,1.4400464,"('antisocial', 'social')",1.2569743,1.4400464,0.1830721
15,0.14295293,0.01883988,"('boring', 'funny')",0.1429529,0.0188399,-0.124113
16,-0.49290827,-0.47795272,"('unpopular', 'popular')",-0.4929083,-0.4779527,0.0149556
17,-0.44093207,-0.43166158,"('nasty', 'nice')",-0.4409321,-0.4316616,0.0092705
18,-1.4403353,-1.3244987,"('disagreeable', 'welcoming')",-1.4403353,-1.3244987,0.1158366
19,-1.6126142,-1.8254453,"('inhospitable', 'hospitable')",-1.6126142,-1.8254453,-0.2128311
20,0.0339108,0.13611996,"('rough', 'thoughtful')",0.0339108,0.13612,0.1022092
21,0.15070333,0.5291171,"('immoral', 'moral')",0.1507033,0.5291171,0.3784138
22,0.020295912,0.10941919,"('untrustworthy', 'trustworthy')",0.0202959,0.1094192,0.0891233
23,2.9912875,3.1085107,"('insincere', 'sincere')",2.9912875,3.1085107,0.1172232
24,0.27804708,0.4093079,"('dishonest', 'honest')",0.2780471,0.4093079,0.1312608
25,0.078690834,-0.028664272,"('egoistic', 'altruistic')",0.0786908,-0.0286643,-0.1073551
26,0.8919052,0.7517968,"('hardhearted', 'benevolent')",0.8919052,0.7517968,-0.1401084
27,-0.17219119,-0.22167212,"('hardhearted', 'softhearted')",-0.1721912,-0.2216721,-0.0494809
28,0.2697715,0.2643051,"('disloyal', 'loyal')",0.2697715,0.2643051,-0.0054664
29,-0.66302323,-0.7449786,"('unfair', 'fair')",-0.6630232,-0.7449786,-0.0819554
30,0.96115834,1.05433,"('intolerant', 'tolerant')",0.9611583,1.05433,0.0931717
31,-1.423922,-1.6746283,"('evil', 'good')",-1.4239219,-1.6746283,-0.2507064
32,0.8741192,0.88433534,"('unkind', 'kind')",0.8741192,0.8843353,0.0102161
33,-0.32276717,-0.2929836,"('wrong', 'right')",-0.3227672,-0.2929836,0.0297836
34,2.0042934,2.221486,"('mean', 'honorable')",2.0042934,2.2214861,0.2171927
35,-1.3057301,-1.6167394,"('corrupt', 'incorrupt')",-1.3057301,-1.6167394,-0.3110093
36,-1.2752699,-1.6663291,"('hostile', 'amicable')",-1.2752699,-1.6663291,-0.3910592
37,-0.22284332,-0.1245465,"('fake', 'genuine')",-0.2228433,-0.1245465,0.0982968
38,0.027703013,0.03227908,"('untruthful', 'truthful')",0.027703,0.0322791,0.0045761
39,0.08399756,0.36596295,"('exploitative', 'cooperative')",0.0839976,0.365963,0.2819654
40,-1.2721728,-1.3302116,"('stingy', 'generous')",-1.2721728,-1.3302116,-0.0580388
41,0.4166272,0.37935334,"('unforgiving', 'forgiving')",0.4166272,0.3793533,-0.0372739
42,-0.7974479,-0.7703875,"('unreliable', 'reliable')",-0.7974479,-0.7703875,0.0270604
43,0.5029182,0.63361114,"('irresponsible', 'responsible')",0.5029182,0.6336111,0.1306929
44,-1.2153046,-1.2671894,"('prejudiced', 'unprejudiced')",-1.2153046,-1.2671894,-0.0518848
45,0.6565532,0.6056589,"('incompetent', 'competent')",0.6565532,0.6056589,-0.0508943
46,0.0040736236,0.08472584,"('uncompetitive', 'competitive')",0.0040736,0.0847258,0.0806522
47,3.068625,3.2584,"('stupid', 'smart')",3.068625,3.2584,0.189775
48,0.18692008,0.26472238,"('unintelligent', 'intelligent')",0.1869201,0.2647224,0.0778023
49,-1.0159227,-0.8647999,"('unable', 'able')",-1.0159227,-0.8647999,0.1511228
50,-0.36935967,-0.45219,"('clumsy', 'skillful')",-0.3693597,-0.45219,-0.0828303
51,0.7319429,0.7294044,"('uneducated', 'educated')",0.7319429,0.7294044,-0.0025385
52,-0.8865823,-1.0595261,"('irrational', 'rational')",-0.8865823,-1.0595261,-0.1729438
53,-0.9426985,-0.97280455,"('uncreative', 'creative')",-0.9426985,-0.9728045,-0.030106
54,-0.041580383,-0.112301655,"('incapable', 'capable')",-0.0415804,-0.1123017,-0.0707213
55,0.7669071,1.0240868,"('incompetent', 'clever')",0.7669071,1.0240868,0.2571797
56,1.134994,1.3203336,"('impractical', 'practical')",1.134994,1.3203336,0.1853396
57,-1.5905939,-1.6777525,"('unimaginative', 'imaginative')",-1.5905939,-1.6777525,-0.0871586
58,0.14498563,0.13933831,"('undiscriminating', 'discriminating')",0.1449856,0.1393383,-0.0056473
59,-0.398681,-0.43898156,"('foolish', 'wise')",-0.398681,-0.4389816,-0.0403006
60,0.83009225,1.2207129,"('inefficient', 'efficient')",0.8300923,1.2207129,0.3906206
61,-0.017603867,-0.060628213,"('illogical', 'logical')",-0.0176039,-0.0606282,-0.0430243
62,0.85556906,1.1437845,"('incompetent', 'brilliant')",0.8555691,1.1437845,0.2882154
63,0.37724817,0.45924467,"('unperceptive', 'insightful')",0.3772482,0.4592447,0.0819965
64,-2.815717,-2.7970603,"('shy', 'confident')",-2.815717,-2.7970603,0.0186567
65,0.9293681,1.0438687,"('insecure', 'secure')",0.9293681,1.0438687,0.1145006
66,-1.131114,-1.3693011,"('inactive', 'active')",-1.131114,-1.3693011,-0.2381871
67,0.44015566,0.5608015,"('doubtful', 'determined')",0.4401557,0.5608015,0.1206458
68,-1.4537563,-1.4195796,"('dependent', 'independent')",-1.4537563,-1.4195796,0.0341767
69,-0.7259939,-0.92560756,"('lazy', 'industrious')",-0.7259939,-0.9256076,-0.1996137
70,0.945103,0.9735629,"('lethargic', 'energetic')",0.945103,0.9735629,0.0284599
71,-0.3989539,-0.3975649,"('diffident', 'self-confident')",-0.3989539,-0.3975649,0.001389
72,0.5590577,0.598961,"('unambitious', 'ambitious')",0.5590577,0.598961,0.0399033
73,-1.5635656,-1.4876978,"('helpless', 'self-reliant')",-1.5635656,-1.4876978,0.0758678
74,0.18648855,0.28399906,"('undedicated', 'dedicated')",0.1864886,0.2839991,0.0975105
75,-0.60278195,-0.78678143,"('meek', 'impulsive')",-0.602782,-0.7867814,-0.1839994
76,-0.1394472,0.069032446,"('anxious', 'daring')",-0.1394472,0.0690324,0.2084796
77,-0.71878356,-0.62464195,"('unmotivated', 'motivated')",-0.7187836,-0.624642,0.0941416
78,-0.4758634,-0.5129172,"('nonresilient', 'resilient')",-0.4758634,-0.5129172,-0.0370538
79,-0.9352227,-1.3107569,"('wavering', 'unwavering')",-0.9352227,-1.3107569,-0.3755342
80,0.89390856,0.98878056,"('dominated', 'dominating')",0.8939086,0.9887806,0.094872
81,0.7028763,0.78591466,"('submissive', 'aggressive')",0.7028763,0.7859147,0.0830384
82,3.077021,3.0558615,"('poor', 'rich')",3.0770209,3.0558615,-0.0211594
83,-0.27256787,-0.3295445,"('powerless', 'powerful')",-0.2725679,-0.3295445,-0.0569766
84,-0.36402154,-0.34556222,"('inferior', 'superior')",-0.3640215,-0.3455622,0.0184593
85,-1.414583,-1.5136069,"('insignificant', 'prestigious')",-1.414583,-1.5136069,-0.0990239
86,0.37645698,0.16480218,"('uninfluential', 'influential')",0.376457,0.1648022,-0.2116548
87,0.27874783,0.34839892,"('unsuccessful', 'successful')",0.2787478,0.3483989,0.0696511
88,-0.57139283,-0.5988753,"('low', 'eminent')",-0.5713928,-0.5988753,-0.0274825
