,edwards_male,edwards_female,tuple,lifesciences_male,lifesciences_female,corp_male,corp_female,average_male,average_female,female-male
0,0.8430699,0.78767675,"('unsociable', 'sociable')",-1.1081986,-1.158923,-0.45517123,-0.5820925,-0.2401,-0.3177796,-0.0776796
1,0.7166234,0.47406778,"('unfriendly', 'friendly')",-0.620622,-0.7602772,1.781962,1.6725521,0.6259878,0.4621142,-0.1638736
2,0.99172044,1.0412339,"('unlikable', 'likable')",0.9343033,1.0015771,0.55627835,0.5900714,0.8274341,0.8776275,0.0501934
3,0.36429623,0.4590947,"('repellent', 'pleasant')",-0.9894226,-0.9566007,0.71324074,0.7336374,0.0293715,0.0787105,0.049339
4,-0.5692034,-0.70393825,"('disliked', 'liked')",0.9908123,0.9225533,-7.210717,-7.4627357,-2.2630361,-2.4147069,-0.1516708
5,-0.24419034,-0.27587748,"('distant', 'outgoing')",0.85315794,0.90343106,-0.402281,-0.32420358,0.0688955,0.1011167,0.0322212
6,-0.17895794,-0.2427552,"('distant', 'open')",0.40478727,0.43509334,-0.1863919,-0.12603404,0.0131458,0.0221014,0.0089556
7,1.0007026,1.0486951,"('insensitive', 'sensitive')",-1.0733436,-1.0250906,0.6696234,0.5904652,0.1989941,0.2046899,0.0056958
8,0.20308015,0.12283795,"('unaffectionate', 'affectionate')",-0.25117818,-0.31118336,1.2600731,1.2259089,0.4039917,0.3458545,-0.0581372
9,1.242337,1.1769222,"('unaffectionate', 'caring')",-0.18709143,-0.23595485,1.7154619,1.7270519,0.9235691,0.8893398,-0.0342293
10,1.2648951,1.3846493,"('unsympathetic', 'sympathetic')",-3.1217349,-3.131156,-0.48015973,-0.49003524,-0.7789998,-0.745514,0.0334858
11,-0.062025562,0.017482322,"('unhelpful', 'helpful')",-0.79265076,-0.7527985,1.7173575,1.8090764,0.2875604,0.3579201,0.0703597
12,1.5343549,1.5824214,"('unsupportive', 'supportive')",-0.34350067,-0.25551757,-1.8311443,-1.9098786,-0.21343,-0.1943249,0.0191051
13,0.889204,0.9076915,"('impolite', 'polite')",-0.7084665,-0.7136076,-0.9944601,-0.93577635,-0.2712409,-0.2472308,0.0240101
14,-0.0998032,0.0030148765,"('antisocial', 'social')",-0.48189476,-0.3838521,-0.44521105,-0.53296876,-0.342303,-0.304602,0.037701
15,0.109059945,0.017400019,"('boring', 'funny')",0.90886986,0.8433288,0.21219493,0.20966662,0.4100416,0.3567985,-0.0532431
16,-1.4678541,-1.5349998,"('unpopular', 'popular')",0.6557788,0.59558845,0.18203813,0.1813094,-0.2100124,-0.2527007,-0.0426883
