,netapp_male,netapp_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.40518764,-0.5604913,"('unsociable', 'sociable')",-0.14799163,-0.30140194,-0.2765896,-0.4309466,-0.154357
1,0.3517936,0.17344604,"('unfriendly', 'friendly')",1.7443278,1.5408301,1.0480607,0.8571381,-0.1909226
2,0.012059882,0.041069563,"('unlikable', 'likable')",0.69053656,0.715437,0.3512982,0.3782533,0.0269551
3,-0.5247613,-0.3543281,"('repellent', 'pleasant')",0.03751222,0.13108358,-0.2436246,-0.1116223,0.1320023
4,-0.5018685,-0.52790505,"('disliked', 'liked')",-6.0780215,-6.140819,-3.2899451,-3.334362,-0.0444169
5,-0.024142778,-0.055659566,"('distant', 'outgoing')",-0.28487775,-0.27552345,-0.1545103,-0.1655915,-0.0110812
6,0.20109497,0.14165577,"('distant', 'open')",0.09536273,0.07677017,0.1482289,0.109213,-0.0390159
7,-0.31107256,-0.14762878,"('insensitive', 'sensitive')",0.78299135,0.8008691,0.2359594,0.3266202,0.0906608
8,-0.49108657,-0.61091405,"('unaffectionate', 'affectionate')",0.51822025,0.39419064,0.0135668,-0.1083617,-0.1219285
9,0.06038993,-0.018538527,"('unaffectionate', 'caring')",1.0906681,1.0413635,0.575529,0.5114125,-0.0641165
10,-1.3608431,-1.3157184,"('unsympathetic', 'sympathetic')",-0.22917117,-0.3000101,-0.7950071,-0.8078642,-0.0128571
11,0.50834006,0.5915879,"('unhelpful', 'helpful')",2.01959,2.0411398,1.263965,1.3163638,0.0523988
12,-0.11504438,-0.029417984,"('unsupportive', 'supportive')",-1.726249,-1.7404561,-0.9206467,-0.884937,0.0357097
13,-0.071601585,-0.111378066,"('impolite', 'polite')",0.010125361,0.050162002,-0.0307381,-0.030608,0.0001301
14,-0.08297393,-0.021459328,"('antisocial', 'social')",-0.4164743,-0.40482512,-0.2497241,-0.2131422,0.0365819
15,0.63122517,0.49476144,"('boring', 'funny')",0.68601954,0.62184626,0.6586224,0.5583038,-0.1003186
16,0.08707862,0.09172533,"('unpopular', 'popular')",0.6660161,0.677445,0.3765474,0.3845852,0.0080378
17,0.022858158,0.06441116,"('nasty', 'nice')",-0.4559161,-0.46509162,-0.216529,-0.2003402,0.0161888
18,-0.1975037,-0.20442426,"('disagreeable', 'welcoming')",-0.19009866,-0.26952323,-0.1938012,-0.2369737,-0.0431725
19,-0.60165226,-0.6885077,"('inhospitable', 'hospitable')",0.0034740865,-0.050556757,-0.2990891,-0.3695322,-0.0704431
20,-0.10022034,-0.06989441,"('rough', 'thoughtful')",0.8464445,0.7881552,0.3731121,0.3591304,-0.0139817
