,tractor_male,tractor_female,tuple,supply_male,supply_female,co_male,co_female,average_male,average_female,female-male
0,0.8249841,0.7908867,"('unsociable', 'sociable')",0.83112335,0.89754945,0.617935,0.5574483,0.7580141,0.7486281,-0.009386
1,0.04138313,-0.056541856,"('unfriendly', 'friendly')",0.22194129,0.16377601,1.6300377,1.5485129,0.6311207,0.5519157,-0.079205
2,-0.59259224,-0.5404546,"('unlikable', 'likable')",0.28847885,0.3843769,0.386634,0.5472561,0.0275069,0.1303928,0.1028859
3,0.1422037,0.27552092,"('repellent', 'pleasant')",-0.12754846,0.08772903,0.4802292,0.4985693,0.1649615,0.2872731,0.1223116
4,-0.21051747,-0.26458168,"('disliked', 'liked')",0.30052912,0.38473675,-7.2834797,-7.2233014,-2.3978227,-2.3677155,0.0301072
5,-0.70777905,-0.9032374,"('distant', 'outgoing')",-0.7072419,-0.8012265,-0.8852943,-0.8644452,-0.7667718,-0.8563031,-0.0895313
6,-1.4006932,-1.6032864,"('distant', 'open')",-0.8494997,-0.94788176,-0.65719885,-0.72304076,-0.9691306,-1.091403,-0.1222724
7,0.25965402,0.39680508,"('insensitive', 'sensitive')",-0.35030583,-0.13907446,0.55883956,0.6449612,0.1560626,0.3008973,0.1448347
8,-0.7744319,-0.8674012,"('unaffectionate', 'affectionate')",-0.8852421,-0.98471224,0.6774324,0.57698,-0.3274138,-0.4250445,-0.0976307
9,0.03954672,-0.023163084,"('unaffectionate', 'caring')",-0.30806196,-0.32006574,1.1025385,1.0706748,0.2780077,0.242482,-0.0355257
10,0.20927386,0.30830616,"('unsympathetic', 'sympathetic')",-0.49444953,-0.30974197,0.63536954,0.62065226,0.1167313,0.2064055,0.0896742
11,0.07304095,0.16017184,"('unhelpful', 'helpful')",1.0234538,1.1656396,2.2970872,2.3817456,1.131194,1.2358524,0.1046584
12,0.56435347,0.6638527,"('unsupportive', 'supportive')",0.096666485,0.3333636,-1.8678913,-1.7894657,-0.4022905,-0.2640831,0.1382074
13,0.63848865,0.7288154,"('impolite', 'polite')",0.6706529,0.7988176,0.19681633,0.28135845,0.501986,0.6029971,0.1010111
14,0.7274416,0.78270525,"('antisocial', 'social')",1.4283544,1.4479091,0.34664664,0.366148,0.8341475,0.8655875,0.03144
15,0.9929526,0.8954659,"('boring', 'funny')",-0.023913212,-0.16518465,0.13003136,0.16819248,0.3663569,0.2994912,-0.0668657
16,-0.92609227,-0.87253374,"('unpopular', 'popular')",-0.9900831,-0.8748153,-0.018476285,0.039411485,-0.6448839,-0.5693125,0.0755714
17,-0.54768836,-0.43065006,"('nasty', 'nice')",0.3707654,0.42755133,-0.3746049,-0.33559343,-0.1838426,-0.1128974,0.0709452
18,-1.9856689,-1.9625235,"('disagreeable', 'welcoming')",-1.9120525,-1.8218877,-1.2478952,-1.2242382,-1.7152055,-1.6695498,0.0456557
19,-0.5603459,-0.6286877,"('inhospitable', 'hospitable')",-1.1001694,-1.0996107,-0.70240134,-0.62739635,-0.7876389,-0.7852316,0.0024073
20,-0.41987938,-0.34354183,"('rough', 'thoughtful')",-0.10409078,-0.013133727,0.319413,0.3201,-0.0681857,-0.0121919,0.0559938
21,0.007686056,0.13339487,"('immoral', 'moral')",0.0020463988,0.2430365,-0.5469061,-0.3923589,-0.1790579,-0.0053092,0.1737487
