,hybridization_male,hybridization_female,tuple,average_male,average_female,female-male
0,0.16828936,0.13363765,"('unsociable', 'sociable')",0.1682894,0.1336377,-0.0346517
1,0.53453153,0.4308803,"('unfriendly', 'friendly')",0.5345315,0.4308803,-0.1036512
2,0.32939407,0.29526886,"('unlikable', 'likable')",0.3293941,0.2952689,-0.0341252
3,-0.37887406,-0.39430428,"('repellent', 'pleasant')",-0.3788741,-0.3943043,-0.0154302
4,-3.3496766,-3.4538186,"('disliked', 'liked')",-3.3496766,-3.4538186,-0.104142
5,-0.5199944,-0.562879,"('distant', 'outgoing')",-0.5199944,-0.562879,-0.0428846
6,-0.3894238,-0.4240691,"('distant', 'open')",-0.3894238,-0.4240691,-0.0346453
7,-0.009764444,0.0376859,"('insensitive', 'sensitive')",-0.0097644,0.0376859,0.0474503
8,0.20711046,0.16212067,"('unaffectionate', 'affectionate')",0.2071105,0.1621207,-0.0449898
9,0.41929308,0.35083604,"('unaffectionate', 'caring')",0.4192931,0.350836,-0.0684571
10,-0.024248146,-0.007260438,"('unsympathetic', 'sympathetic')",-0.0242481,-0.0072604,0.0169877
11,1.30052,1.3127439,"('unhelpful', 'helpful')",1.3005199,1.3127439,0.012224
12,-0.6325103,-0.5609668,"('unsupportive', 'supportive')",-0.6325103,-0.5609668,0.0715435
13,-0.64922905,-0.67077476,"('impolite', 'polite')",-0.649229,-0.6707748,-0.0215458
14,0.1246458,0.17229512,"('antisocial', 'social')",0.1246458,0.1722951,0.0476493
15,0.1774687,0.1697663,"('boring', 'funny')",0.1774687,0.1697663,-0.0077024
16,-0.8663177,-0.98540336,"('unpopular', 'popular')",-0.8663177,-0.9854034,-0.1190857
17,-0.17233917,-0.17417938,"('nasty', 'nice')",-0.1723392,-0.1741794,-0.0018402
18,-0.10743052,-0.14593709,"('disagreeable', 'welcoming')",-0.1074305,-0.1459371,-0.0385066
19,-0.9132926,-0.9420878,"('inhospitable', 'hospitable')",-0.9132926,-0.9420878,-0.0287952
20,1.0513097,0.98248315,"('rough', 'thoughtful')",1.0513097,0.9824831,-0.0688266
21,0.2735181,0.3281234,"('immoral', 'moral')",0.2735181,0.3281234,0.0546053
22,-0.45031118,-0.39023936,"('untrustworthy', 'trustworthy')",-0.4503112,-0.3902394,0.0600718
23,2.5753603,2.5844681,"('insincere', 'sincere')",2.5753603,2.5844681,0.0091078
24,0.019199584,0.04966145,"('dishonest', 'honest')",0.0191996,0.0496615,0.0304619
25,0.9987302,1.0288872,"('egoistic', 'altruistic')",0.9987302,1.0288872,0.030157
26,1.2023892,1.1018453,"('hardhearted', 'benevolent')",1.2023892,1.1018453,-0.1005439
27,0.73932594,0.771424,"('hardhearted', 'softhearted')",0.7393259,0.771424,0.0320981
28,1.0252492,0.9396845,"('disloyal', 'loyal')",1.0252492,0.9396845,-0.0855647
29,-0.6270164,-0.6242654,"('unfair', 'fair')",-0.6270164,-0.6242654,0.002751
30,0.62297153,0.5908541,"('intolerant', 'tolerant')",0.6229715,0.5908541,-0.0321174
31,-0.9049041,-0.87087727,"('evil', 'good')",-0.9049041,-0.8708773,0.0340268
32,0.5349216,0.5336758,"('unkind', 'kind')",0.5349216,0.5336758,-0.0012458
33,-0.38607976,-0.47422493,"('wrong', 'right')",-0.3860798,-0.4742249,-0.0881451
34,2.3381338,2.479143,"('mean', 'honorable')",2.3381338,2.4791429,0.1410091
35,-0.70879734,-0.8006718,"('corrupt', 'incorrupt')",-0.7087973,-0.8006718,-0.0918745
36,-0.75659454,-0.9609114,"('hostile', 'amicable')",-0.7565945,-0.9609114,-0.2043169
37,-0.20396093,-0.18114921,"('fake', 'genuine')",-0.2039609,-0.1811492,0.0228117
38,0.6226422,0.5887553,"('untruthful', 'truthful')",0.6226422,0.5887553,-0.0338869
39,1.0108564,0.90679276,"('exploitative', 'cooperative')",1.0108564,0.9067928,-0.1040636
40,-0.5874684,-0.5808157,"('stingy', 'generous')",-0.5874684,-0.5808157,0.0066527
41,0.3540272,0.37027675,"('unforgiving', 'forgiving')",0.3540272,0.3702767,0.0162495
42,-1.8189452,-1.679409,"('unreliable', 'reliable')",-1.8189452,-1.679409,0.1395362
43,0.51001805,0.6064624,"('irresponsible', 'responsible')",0.5100181,0.6064624,0.0964443
44,-0.47154474,-0.48150015,"('prejudiced', 'unprejudiced')",-0.4715447,-0.4815001,-0.0099554
45,-0.51880085,-0.4175565,"('incompetent', 'competent')",-0.5188009,-0.4175565,0.1012444
46,0.26274145,0.29454508,"('uncompetitive', 'competitive')",0.2627414,0.2945451,0.0318037
47,1.5986865,1.7397411,"('stupid', 'smart')",1.5986865,1.7397411,0.1410546
48,1.6931883,1.7898079,"('unintelligent', 'intelligent')",1.6931883,1.7898079,0.0966196
49,0.8516347,0.9329787,"('unable', 'able')",0.8516347,0.9329787,0.081344
50,-0.40821955,-0.46859503,"('clumsy', 'skillful')",-0.4082195,-0.468595,-0.0603755
51,-0.3352627,-0.39262137,"('uneducated', 'educated')",-0.3352627,-0.3926214,-0.0573587
52,0.18937118,-0.067907564,"('irrational', 'rational')",0.1893712,-0.0679076,-0.2572788
53,-0.37566614,-0.46361646,"('uncreative', 'creative')",-0.3756661,-0.4636165,-0.0879504
54,0.11538757,0.013547786,"('incapable', 'capable')",0.1153876,0.0135478,-0.1018398
55,0.6223425,0.7222209,"('incompetent', 'clever')",0.6223425,0.7222209,0.0998784
56,0.4035223,0.4947344,"('impractical', 'practical')",0.4035223,0.4947344,0.0912121
57,-1.21248,-1.1934587,"('unimaginative', 'imaginative')",-1.2124799,-1.1934587,0.0190212
58,-0.22381696,-0.28687206,"('undiscriminating', 'discriminating')",-0.223817,-0.2868721,-0.0630551
59,-0.47244743,-0.5001223,"('foolish', 'wise')",-0.4724474,-0.5001223,-0.0276749
60,0.6561934,0.76886,"('inefficient', 'efficient')",0.6561934,0.76886,0.1126666
61,0.3128582,0.18666956,"('illogical', 'logical')",0.3128582,0.1866696,-0.1261886
62,0.8872646,0.98057777,"('incompetent', 'brilliant')",0.8872646,0.9805778,0.0933132
63,0.34622675,0.4151251,"('unperceptive', 'insightful')",0.3462268,0.4151251,0.0688983
64,-2.8747835,-2.8757482,"('shy', 'confident')",-2.8747835,-2.8757482,-0.0009647
65,-0.30125266,-0.24152863,"('insecure', 'secure')",-0.3012527,-0.2415286,0.0597241
66,-0.9801319,-1.0829091,"('inactive', 'active')",-0.9801319,-1.0829091,-0.1027772
67,0.23739421,0.28529406,"('doubtful', 'determined')",0.2373942,0.2852941,0.0478999
68,-0.576516,-0.5711825,"('dependent', 'independent')",-0.576516,-0.5711825,0.0053335
69,-0.048666798,-0.09355451,"('lazy', 'industrious')",-0.0486668,-0.0935545,-0.0448877
70,-0.1760247,-0.14865986,"('lethargic', 'energetic')",-0.1760247,-0.1486599,0.0273648
71,0.73365647,0.7577251,"('diffident', 'self-confident')",0.7336565,0.7577251,0.0240686
72,-0.3727224,-0.3170151,"('unambitious', 'ambitious')",-0.3727224,-0.3170151,0.0557073
73,-1.1677154,-1.2702258,"('helpless', 'self-reliant')",-1.1677154,-1.2702258,-0.1025104
74,-0.16399656,-0.16771357,"('undedicated', 'dedicated')",-0.1639966,-0.1677136,-0.003717
75,-0.23452601,-0.27648914,"('meek', 'impulsive')",-0.234526,-0.2764891,-0.0419631
76,0.15204094,0.19268972,"('anxious', 'daring')",0.1520409,0.1926897,0.0406488
77,0.17060545,0.13858469,"('unmotivated', 'motivated')",0.1706055,0.1385847,-0.0320208
78,0.45342687,0.4650052,"('nonresilient', 'resilient')",0.4534269,0.4650052,0.0115783
79,-0.91866714,-0.93921703,"('wavering', 'unwavering')",-0.9186671,-0.939217,-0.0205499
80,0.21703821,0.215618,"('dominated', 'dominating')",0.2170382,0.215618,-0.0014202
81,0.20777667,0.28216004,"('submissive', 'aggressive')",0.2077767,0.28216,0.0743833
82,1.3062329,1.4217815,"('poor', 'rich')",1.3062329,1.4217815,0.1155486
83,0.21522279,0.1499368,"('powerless', 'powerful')",0.2152228,0.1499368,-0.065286
84,1.1671896,1.1980326,"('inferior', 'superior')",1.1671896,1.1980326,0.030843
85,0.21715106,0.025206938,"('insignificant', 'prestigious')",0.2171511,0.0252069,-0.1919442
86,-0.3829023,-0.44619638,"('uninfluential', 'influential')",-0.3829023,-0.4461964,-0.0632941
87,-0.05186168,-0.09515817,"('unsuccessful', 'successful')",-0.0518617,-0.0951582,-0.0432965
88,0.0242275,-0.093693465,"('low', 'eminent')",0.0242275,-0.0936935,-0.117921
