,valero_male,valero_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.0939627,-1.3722993,"('unsociable', 'sociable')",0.4669772,0.2866,0.019982077,-0.222167,-0.2023344,-0.4359554,-0.233621
1,-1.3797734,-1.4756522,"('unfriendly', 'friendly')",0.280137,0.09231113,0.33500636,0.18002822,-0.2548767,-0.4011043,-0.1462276
2,1.0920488,1.0771445,"('unlikable', 'likable')",1.4852463,1.4128225,1.2045919,1.2234197,1.260629,1.2377955,-0.0228335
3,0.50389814,0.49928814,"('repellent', 'pleasant')",-0.007981956,0.035059206,1.148013,1.0894378,0.5479764,0.5412618,-0.0067146
4,0.06668814,0.025388345,"('disliked', 'liked')",0.6578716,0.5093517,-5.7256436,-5.701974,-1.667028,-1.7224113,-0.0553833
5,-1.3359067,-1.2979392,"('distant', 'outgoing')",-0.015844837,0.005835578,-1.2817911,-1.1695505,-0.8778475,-0.8205514,0.0572961
6,-1.9965833,-1.9453747,"('distant', 'open')",-0.5928845,-0.63755643,-1.6798579,-1.612484,-1.4231086,-1.3984717,0.0246369
7,0.10150569,0.0063457615,"('insensitive', 'sensitive')",0.73655665,0.743307,0.09138468,0.046145637,0.3098157,0.2652661,-0.0445496
8,-1.2689139,-1.3112093,"('unaffectionate', 'affectionate')",-0.6440627,-0.74466366,-0.2930043,-0.33245692,-0.7353269,-0.7961099,-0.060783
9,-1.1053375,-1.2284329,"('unaffectionate', 'caring')",0.27485457,0.19305211,0.33532295,0.28521752,-0.1650533,-0.2500544,-0.0850011
10,-0.27551174,-0.48063222,"('unsympathetic', 'sympathetic')",-0.27513856,-0.41708118,-0.5710794,-0.68296427,-0.3739099,-0.5268926,-0.1529827
11,0.18451485,0.08656088,"('unhelpful', 'helpful')",0.6556015,0.697326,2.135527,2.0936387,0.9918811,0.9591752,-0.0327059
12,-0.38286814,-0.49019325,"('unsupportive', 'supportive')",0.6715955,0.6719353,-2.0872006,-2.0644255,-0.5994911,-0.6275611,-0.02807
13,0.13419053,0.026717357,"('impolite', 'polite')",0.23212808,0.250787,-0.3940329,-0.4643085,-0.0092381,-0.062268,-0.0530299
14,0.25146338,0.14899579,"('antisocial', 'social')",1.3701898,1.3521578,0.6444274,0.45558992,0.7553602,0.6522478,-0.1031124
15,-0.18115261,-0.289799,"('boring', 'funny')",0.11460001,0.015239153,-0.20928213,-0.290601,-0.0919449,-0.188387,-0.0964421
16,-0.517351,-0.5358142,"('unpopular', 'popular')",-0.0851781,-0.17543212,0.7004509,0.53167033,0.0326406,-0.0598587,-0.0924993
17,0.075028315,0.039661933,"('nasty', 'nice')",-0.683444,-0.59780777,-0.47106633,-0.4393101,-0.3598274,-0.3324853,0.0273421
18,-1.0311434,-0.9896401,"('disagreeable', 'welcoming')",-0.84801304,-0.90467715,-0.96057606,-0.9766199,-0.9465775,-0.956979,-0.0104015
19,-1.5102813,-1.5205195,"('inhospitable', 'hospitable')",-1.1279062,-1.1903608,-1.4036665,-1.2841886,-1.3472846,-1.3316897,0.0155949
20,-0.22205941,-0.2158661,"('rough', 'thoughtful')",-0.040127046,0.022503648,0.35784894,0.38050053,0.0318875,0.0623794,0.0304919
21,0.78924054,0.59604675,"('immoral', 'moral')",1.7334629,1.5908349,0.25063193,0.14377388,0.9244452,0.7768851,-0.1475601
22,-0.22848845,-0.30277267,"('untrustworthy', 'trustworthy')",-0.6864023,-0.7866727,-0.61804247,-0.6519794,-0.5109777,-0.5804749,-0.0694972
23,-0.36832753,-0.5638249,"('insincere', 'sincere')",0.15613277,0.11400269,5.32811,5.107001,1.7053051,1.552393,-0.1529121
24,-0.2572505,-0.31106064,"('dishonest', 'honest')",0.72158164,0.702251,0.5045368,0.51945364,0.322956,0.303548,-0.019408
25,-0.06669673,-0.10448309,"('egoistic', 'altruistic')",0.75392747,0.68507326,0.8189759,0.75680864,0.5020689,0.4457996,-0.0562693
26,-0.89426273,-0.9890864,"('hardhearted', 'benevolent')",0.50514054,0.4025185,1.1276157,0.9727739,0.2461645,0.1287353,-0.1174292
27,-0.66382223,-0.607798,"('hardhearted', 'softhearted')",-0.14161864,-0.06333299,-0.06750256,-0.122566305,-0.2909812,-0.2645657,0.0264155
28,-0.24219675,-0.42497957,"('disloyal', 'loyal')",0.5938554,0.41086838,1.1258522,1.0130328,0.4925036,0.3329739,-0.1595297
29,-0.25839728,-0.25879192,"('unfair', 'fair')",-0.48603022,-0.47855592,-0.36248478,-0.42089677,-0.3689708,-0.3860815,-0.0171107
30,0.14385277,0.040429078,"('intolerant', 'tolerant')",1.0914079,1.0397222,1.1025324,1.0070106,0.7792644,0.6957207,-0.0835437
31,-1.2930151,-1.1544588,"('evil', 'good')",-1.4965382,-1.5537711,-1.8240415,-1.8060703,-1.5378648,-1.5047668,0.033098
