,stryker_male,stryker_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.738522,0.45125556,"('unsociable', 'sociable')",-0.26922837,-0.40535057,0.2346468,0.0229525,-0.2116943
1,0.4731716,0.4448928,"('unfriendly', 'friendly')",1.3575537,1.2487847,0.9153627,0.8468387,-0.068524
2,0.48262188,0.48549697,"('unlikable', 'likable')",0.34135988,0.27656698,0.4119909,0.381032,-0.0309589
3,0.23836899,0.28896928,"('repellent', 'pleasant')",0.8387033,0.7971773,0.5385361,0.5430733,0.0045372
4,-1.2075876,-1.1086634,"('disliked', 'liked')",-6.76372,-6.731901,-3.9856539,-3.9202824,0.0653715
5,-1.3294897,-1.282662,"('distant', 'outgoing')",-0.40707198,-0.22884485,-0.8682808,-0.7557535,0.1125273
6,-1.760468,-1.664644,"('distant', 'open')",-0.5117192,-0.4210038,-1.1360936,-1.0428239,0.0932697
7,0.4917815,0.43298748,"('insensitive', 'sensitive')",0.28806174,0.2601831,0.3899216,0.3465853,-0.0433363
8,0.73190844,0.7660495,"('unaffectionate', 'affectionate')",0.74002045,0.6594389,0.7359644,0.7127442,-0.0232202
9,1.3116294,1.2786763,"('unaffectionate', 'caring')",1.228285,1.2335639,1.2699572,1.2561201,-0.0138371
10,0.75368595,0.35945714,"('unsympathetic', 'sympathetic')",-0.77767324,-1.0183294,-0.0119936,-0.3294361,-0.3174425
11,1.0010567,0.9108029,"('unhelpful', 'helpful')",1.7478287,1.794206,1.3744427,1.3525045,-0.0219382
12,1.6644313,1.5543818,"('unsupportive', 'supportive')",-1.9220705,-1.8950925,-0.1288196,-0.1703553,-0.0415357
13,-0.19945015,-0.38978943,"('impolite', 'polite')",-1.2176307,-1.2683051,-0.7085404,-0.8290473,-0.1205069
14,0.9620585,0.75188565,"('antisocial', 'social')",-0.019149652,-0.2024286,0.4714544,0.2747285,-0.1967259
15,0.07129237,-0.038864665,"('boring', 'funny')",-0.1230311,-0.08601415,-0.0258694,-0.0624394,-0.03657
16,-1.8621081,-1.718128,"('unpopular', 'popular')",0.3464633,0.4037327,-0.7578224,-0.6571977,0.1006247
17,-1.4802542,-1.3673182,"('nasty', 'nice')",-0.9295623,-0.7926782,-1.2049083,-1.0799981,0.1249102
18,-0.124332696,-0.10417244,"('disagreeable', 'welcoming')",-0.5092682,-0.53771406,-0.3168005,-0.3209432,-0.0041427
19,-0.95589644,-0.84536153,"('inhospitable', 'hospitable')",-0.5886143,-0.5143771,-0.7722554,-0.6798693,0.0923861
20,0.056886286,0.016504135,"('rough', 'thoughtful')",0.5603298,0.4996165,0.3086081,0.2580603,-0.0505478
21,1.0919522,0.8547711,"('immoral', 'moral')",-0.45081478,-0.5477133,0.3205687,0.1535289,-0.1670398
22,0.8468479,0.5991136,"('untrustworthy', 'trustworthy')",-0.87045217,-1.0122162,-0.0118021,-0.2065513,-0.1947492
23,1.4217337,1.2658689,"('insincere', 'sincere')",5.887139,5.8739557,3.6544363,3.5699124,-0.0845239
24,0.9639796,0.7795285,"('dishonest', 'honest')",0.43089482,0.38437295,0.6974372,0.5819507,-0.1154865
25,0.22159989,0.32633784,"('egoistic', 'altruistic')",1.388028,1.4024212,0.804814,0.8643795,0.0595655
26,0.86782116,0.7169896,"('hardhearted', 'benevolent')",1.7012159,1.4504905,1.2845185,1.08374,-0.2007785
27,-0.02211862,-0.114908636,"('hardhearted', 'softhearted')",0.9874744,0.8285703,0.4826779,0.3568308,-0.1258471
28,1.6792883,1.5223892,"('disloyal', 'loyal')",1.4713501,1.4074886,1.5753192,1.4649389,-0.1103803
29,-0.5133324,-0.5328606,"('unfair', 'fair')",-0.37157047,-0.53262556,-0.4424514,-0.5327431,-0.0902917
30,1.1008731,1.0440525,"('intolerant', 'tolerant')",0.4670312,0.4038548,0.7839522,0.7239536,-0.0599986
31,-1.5830458,-1.4327408,"('evil', 'good')",-0.76754355,-0.7947821,-1.1752946,-1.1137614,0.0615332
32,0.694159,0.50859445,"('unkind', 'kind')",0.4855367,0.14345095,0.5898478,0.3260227,-0.2638251
33,-0.47530785,-0.57679,"('wrong', 'right')",-0.55415404,-0.51043254,-0.5147309,-0.5436113,-0.0288804
34,-0.021431718,0.19335757,"('mean', 'honorable')",5.414847,5.673343,2.6967075,2.9333503,0.2366428
35,-0.38479465,-0.22877696,"('corrupt', 'incorrupt')",-0.29785666,-0.16780731,-0.3413256,-0.1982921,0.1430335
