,desire_male,desire_female,tuple,average_male,average_female,female-male
0,0.27799767,0.27221596,"('unsociable', 'sociable')",0.2779977,0.272216,-0.0057817
1,0.84552747,0.9036207,"('unfriendly', 'friendly')",0.8455275,0.9036207,0.0580932
2,0.4637292,0.62204945,"('unlikable', 'likable')",0.4637292,0.6220495,0.1583203
3,1.0107111,1.1426064,"('repellent', 'pleasant')",1.0107111,1.1426064,0.1318953
4,-7.308222,-7.1593566,"('disliked', 'liked')",-7.3082218,-7.1593566,0.1488652
5,-0.8116423,-0.63568354,"('distant', 'outgoing')",-0.8116423,-0.6356835,0.1759588
6,-0.29625434,-0.23031011,"('distant', 'open')",-0.2962543,-0.2303101,0.0659442
7,1.4265815,1.4438963,"('insensitive', 'sensitive')",1.4265815,1.4438963,0.0173148
8,1.0205094,0.88531536,"('unaffectionate', 'affectionate')",1.0205094,0.8853154,-0.135194
9,1.1361778,1.130951,"('unaffectionate', 'caring')",1.1361778,1.130951,-0.0052268
10,2.0360563,1.8458979,"('unsympathetic', 'sympathetic')",2.0360563,1.8458979,-0.1901584
11,2.0716631,2.0197916,"('unhelpful', 'helpful')",2.0716631,2.0197916,-0.0518715
12,-1.2333529,-1.1427954,"('unsupportive', 'supportive')",-1.2333529,-1.1427954,0.0905575
13,0.3203718,0.3249339,"('impolite', 'polite')",0.3203718,0.3249339,0.0045621
14,0.3901292,0.42565656,"('antisocial', 'social')",0.3901292,0.4256566,0.0355274
15,0.14893991,0.17714715,"('boring', 'funny')",0.1489399,0.1771472,0.0282073
16,-0.87131786,-0.59775347,"('unpopular', 'popular')",-0.8713179,-0.5977535,0.2735644
17,0.20784146,0.1754587,"('nasty', 'nice')",0.2078415,0.1754587,-0.0323828
18,-0.38161385,-0.23832989,"('disagreeable', 'welcoming')",-0.3816139,-0.2383299,0.143284
19,-0.5831827,-0.5560483,"('inhospitable', 'hospitable')",-0.5831827,-0.5560483,0.0271344
20,1.0043389,0.8504911,"('rough', 'thoughtful')",1.0043389,0.8504911,-0.1538478
21,0.41957548,0.5425567,"('immoral', 'moral')",0.4195755,0.5425567,0.1229812
22,0.316821,0.29793745,"('untrustworthy', 'trustworthy')",0.316821,0.2979375,-0.0188835
23,6.315133,6.4304323,"('insincere', 'sincere')",6.3151331,6.4304323,0.1152992
24,2.007698,2.0291667,"('dishonest', 'honest')",2.0076981,2.0291667,0.0214686
25,0.37698215,0.3240214,"('egoistic', 'altruistic')",0.3769822,0.3240214,-0.0529608
26,0.3866268,0.21425809,"('hardhearted', 'benevolent')",0.3866268,0.2142581,-0.1723687
27,1.8736962,1.6415274,"('hardhearted', 'softhearted')",1.8736962,1.6415274,-0.2321688
28,1.1826578,1.0552638,"('disloyal', 'loyal')",1.1826578,1.0552638,-0.127394
29,-0.45850682,-0.56888026,"('unfair', 'fair')",-0.4585068,-0.5688803,-0.1103735
30,1.3357906,1.2810183,"('intolerant', 'tolerant')",1.3357906,1.2810183,-0.0547723
31,-1.4418802,-1.3654286,"('evil', 'good')",-1.4418802,-1.3654286,0.0764516
32,1.2987715,1.209934,"('unkind', 'kind')",1.2987715,1.209934,-0.0888375
33,-1.1347413,-0.990885,"('wrong', 'right')",-1.1347413,-0.990885,0.1438563
34,4.1468496,4.451581,"('mean', 'honorable')",4.1468496,4.451581,0.3047314
35,-1.1009665,-1.2546073,"('corrupt', 'incorrupt')",-1.1009665,-1.2546073,-0.1536408
36,-1.172898,-1.3094178,"('hostile', 'amicable')",-1.1728981,-1.3094178,-0.1365197
37,0.8803867,0.7910595,"('fake', 'genuine')",0.8803867,0.7910595,-0.0893272
38,-0.35593587,-0.32540148,"('untruthful', 'truthful')",-0.3559359,-0.3254015,0.0305344
39,0.008724522,0.07352628,"('exploitative', 'cooperative')",0.0087245,0.0735263,0.0648018
40,-0.9777036,-1.0121074,"('stingy', 'generous')",-0.9777036,-1.0121074,-0.0344038
41,0.24820602,0.06265051,"('unforgiving', 'forgiving')",0.248206,0.0626505,-0.1855555
42,-1.438084,-1.456488,"('unreliable', 'reliable')",-1.438084,-1.456488,-0.018404
