,king_male,king_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,female-male
0,0.565993,0.32437575,"('unsociable', 'sociable')",0.15538624,-0.0017059399,-0.55221295,-0.7287926,0.0563888,-0.1353743,-0.1917631
1,0.0443389,-0.031565323,"('unfriendly', 'friendly')",0.58434296,0.4746275,1.975687,1.7902225,0.868123,0.7444282,-0.1236948
2,1.3354665,1.3599344,"('unlikable', 'likable')",0.47656548,0.46197987,0.43183962,0.51847947,0.7479572,0.7801313,0.0321741
3,-0.112504564,-0.06528777,"('repellent', 'pleasant')",-1.2609409,-1.1815486,0.13679902,0.18709874,-0.4122155,-0.3532459,0.0589696
4,-0.6533377,-0.74192715,"('disliked', 'liked')",0.05861394,0.034866683,-6.5247965,-6.6030097,-2.3731734,-2.43669,-0.0635166
5,-0.8893432,-0.7601379,"('distant', 'outgoing')",-0.099894725,-0.08970983,0.13941988,0.19539046,-0.2832727,-0.2181524,0.0651203
6,-0.88133943,-0.7662488,"('distant', 'open')",-0.13223948,-0.15028873,0.86577016,0.91210264,-0.0492696,-0.0014783,0.0477913
7,-0.15684015,-0.28556216,"('insensitive', 'sensitive')",-1.0834458,-1.0671836,0.74761224,0.71074134,-0.1642245,-0.2140015,-0.049777
8,0.77623546,0.79357314,"('unaffectionate', 'affectionate')",0.10914539,0.052788846,1.1417122,1.0082703,0.6756976,0.6182108,-0.0574868
9,1.0649935,1.0507153,"('unaffectionate', 'caring')",0.24327347,0.19399464,1.274002,1.20433,0.8607563,0.8163466,-0.0444097
10,0.2915575,-0.023026979,"('unsympathetic', 'sympathetic')",-1.1233499,-1.2026271,-0.6137314,-0.67297894,-0.4818412,-0.6328777,-0.1510365
11,-0.24858665,-0.29936358,"('unhelpful', 'helpful')",-0.20741193,-0.2654364,1.3809148,1.4632945,0.3083054,0.2994982,-0.0088072
12,0.73610115,0.6865512,"('unsupportive', 'supportive')",0.64697754,0.6423482,-1.7175374,-1.7583599,-0.1114862,-0.1431535,-0.0316673
13,-0.2961008,-0.4366089,"('impolite', 'polite')",-1.096092,-1.2001698,-0.35264686,-0.36982793,-0.5816132,-0.6688689,-0.0872557
