,utilization_male,utilization_female,tuple,average_male,average_female,female-male
0,0.07028772,-0.11349827,"('unsociable', 'sociable')",0.0702877,-0.1134983,-0.183786
1,0.957114,0.9160441,"('unfriendly', 'friendly')",0.957114,0.9160441,-0.0410699
2,0.22973846,0.39834887,"('unlikable', 'likable')",0.2297385,0.3983489,0.1686104
3,0.8845762,0.9344635,"('repellent', 'pleasant')",0.8845762,0.9344635,0.0498873
4,-7.2303567,-7.372828,"('disliked', 'liked')",-7.2303567,-7.372828,-0.1424713
5,-1.1343577,-0.9877157,"('distant', 'outgoing')",-1.1343577,-0.9877157,0.146642
6,-0.56851816,-0.4783222,"('distant', 'open')",-0.5685182,-0.4783222,0.090196
7,1.162401,1.0882013,"('insensitive', 'sensitive')",1.162401,1.0882013,-0.0741997
8,0.86213666,0.8672037,"('unaffectionate', 'affectionate')",0.8621367,0.8672037,0.005067
9,1.302405,1.3724341,"('unaffectionate', 'caring')",1.302405,1.3724341,0.0700291
10,1.4415761,1.3845717,"('unsympathetic', 'sympathetic')",1.4415761,1.3845717,-0.0570044
11,1.9896324,1.8995486,"('unhelpful', 'helpful')",1.9896324,1.8995486,-0.0900838
12,-1.699283,-1.7071319,"('unsupportive', 'supportive')",-1.699283,-1.7071319,-0.0078489
13,0.1431458,0.06780676,"('impolite', 'polite')",0.1431458,0.0678068,-0.075339
14,0.121319644,-0.05838321,"('antisocial', 'social')",0.1213196,-0.0583832,-0.1797028
15,0.17242335,0.06281541,"('boring', 'funny')",0.1724233,0.0628154,-0.1096079
16,-0.33738092,-0.32664,"('unpopular', 'popular')",-0.3373809,-0.32664,0.0107409
17,-0.02911217,0.032001883,"('nasty', 'nice')",-0.0291122,0.0320019,0.0611141
18,-0.31083295,-0.27588382,"('disagreeable', 'welcoming')",-0.3108329,-0.2758838,0.0349491
19,-0.9694965,-0.8988878,"('inhospitable', 'hospitable')",-0.9694965,-0.8988878,0.0706087
20,1.1179987,0.96848714,"('rough', 'thoughtful')",1.1179987,0.9684871,-0.1495116
21,0.14529523,0.1956414,"('immoral', 'moral')",0.1452952,0.1956414,0.0503462
22,-0.12838253,-0.19782758,"('untrustworthy', 'trustworthy')",-0.1283825,-0.1978276,-0.0694451
23,6.1883287,6.155108,"('insincere', 'sincere')",6.1883287,6.155108,-0.0332207
24,1.5828799,1.5191619,"('dishonest', 'honest')",1.5828799,1.5191619,-0.063718
25,0.49211228,0.5096717,"('egoistic', 'altruistic')",0.4921123,0.5096717,0.0175594
26,0.7863948,0.59581494,"('hardhearted', 'benevolent')",0.7863948,0.5958149,-0.1905799
27,1.6319889,1.4344137,"('hardhearted', 'softhearted')",1.6319889,1.4344137,-0.1975752
28,1.2117412,1.0931572,"('disloyal', 'loyal')",1.2117412,1.0931572,-0.118584
29,-0.8947259,-0.9774825,"('unfair', 'fair')",-0.8947259,-0.9774825,-0.0827566
30,1.1422406,1.0572912,"('intolerant', 'tolerant')",1.1422406,1.0572912,-0.0849494
31,-1.5984119,-1.549779,"('evil', 'good')",-1.5984119,-1.5497791,0.0486328
32,1.3082273,1.1181749,"('unkind', 'kind')",1.3082273,1.1181749,-0.1900524
33,-0.8398965,-0.76595247,"('wrong', 'right')",-0.8398965,-0.7659525,0.073944
34,4.390531,4.533181,"('mean', 'honorable')",4.3905311,4.5331812,0.1426501
35,-1.1773188,-1.3520883,"('corrupt', 'incorrupt')",-1.1773188,-1.3520883,-0.1747695
36,-0.896687,-0.9208813,"('hostile', 'amicable')",-0.896687,-0.9208813,-0.0241943
37,0.9641868,0.94386935,"('fake', 'genuine')",0.9641868,0.9438694,-0.0203174
38,-0.49836218,-0.5091413,"('untruthful', 'truthful')",-0.4983622,-0.5091413,-0.0107791
39,0.3100783,0.26329908,"('exploitative', 'cooperative')",0.3100783,0.2632991,-0.0467792
40,-1.5387348,-1.6045707,"('stingy', 'generous')",-1.5387348,-1.6045707,-0.0658359
41,0.40364057,0.29008907,"('unforgiving', 'forgiving')",0.4036406,0.2900891,-0.1135515
42,-1.9167718,-1.8979564,"('unreliable', 'reliable')",-1.9167718,-1.8979564,0.0188154
43,1.0630851,1.069227,"('irresponsible', 'responsible')",1.0630851,1.069227,0.0061419
44,-0.9353031,-0.9507287,"('prejudiced', 'unprejudiced')",-0.9353031,-0.9507287,-0.0154256
45,0.30598307,0.11737776,"('incompetent', 'competent')",0.3059831,0.1173778,-0.1886053
46,-0.2853495,-0.26968855,"('uncompetitive', 'competitive')",-0.2853495,-0.2696885,0.015661
47,5.0086102,5.1236258,"('stupid', 'smart')",5.0086102,5.1236258,0.1150156
48,0.40416887,0.3496577,"('unintelligent', 'intelligent')",0.4041689,0.3496577,-0.0545112
49,-0.2693217,-0.17272875,"('unable', 'able')",-0.2693217,-0.1727287,0.096593
50,-0.25964773,-0.2234515,"('clumsy', 'skillful')",-0.2596477,-0.2234515,0.0361962
51,0.33121842,0.22180322,"('uneducated', 'educated')",0.3312184,0.2218032,-0.1094152
52,-0.5586561,-0.6443706,"('irrational', 'rational')",-0.5586561,-0.6443706,-0.0857145
53,-0.107428476,-0.07936892,"('uncreative', 'creative')",-0.1074285,-0.0793689,0.0280596
54,0.6660269,0.7813602,"('incapable', 'capable')",0.6660269,0.7813602,0.1153333
55,0.81729746,0.7787343,"('incompetent', 'clever')",0.8172975,0.7787343,-0.0385632
56,0.661124,0.53503853,"('impractical', 'practical')",0.661124,0.5350385,-0.1260855
57,-2.530591,-2.5663378,"('unimaginative', 'imaginative')",-2.530591,-2.5663378,-0.0357468
58,0.040330593,-0.0022449382,"('undiscriminating', 'discriminating')",0.0403306,-0.0022449,-0.0425755
59,-0.3489893,-0.2944811,"('foolish', 'wise')",-0.3489893,-0.2944811,0.0545082
60,0.7791504,0.83643156,"('inefficient', 'efficient')",0.7791504,0.8364316,0.0572812
61,0.15152378,-0.070599265,"('illogical', 'logical')",0.1515238,-0.0705993,-0.2221231
62,0.7065626,0.72016793,"('incompetent', 'brilliant')",0.7065626,0.7201679,0.0136053
63,0.08737361,0.101492256,"('unperceptive', 'insightful')",0.0873736,0.1014923,0.0141187
64,-5.973206,-5.962568,"('shy', 'confident')",-5.973206,-5.9625678,0.0106382
65,0.8170046,0.88249,"('insecure', 'secure')",0.8170046,0.88249,0.0654854
66,-0.46788064,-0.4878819,"('inactive', 'active')",-0.4678806,-0.4878819,-0.0200013
67,-0.44640118,-0.42253923,"('doubtful', 'determined')",-0.4464012,-0.4225392,0.023862
68,-0.87916344,-0.8528688,"('dependent', 'independent')",-0.8791634,-0.8528688,0.0262946
