,haunt_male,haunt_female,tuple,average_male,average_female,female-male
0,0.33621898,0.28113112,"('unsociable', 'sociable')",0.336219,0.2811311,-0.0550879
1,1.4257286,1.447526,"('unfriendly', 'friendly')",1.4257286,1.447526,0.0217974
2,0.72834176,0.84528995,"('unlikable', 'likable')",0.7283418,0.8452899,0.1169481
3,1.0423174,1.1831229,"('repellent', 'pleasant')",1.0423174,1.1831229,0.1408055
4,-6.810409,-6.7856364,"('disliked', 'liked')",-6.8104091,-6.7856364,0.0247727
5,-0.24697652,-0.09502751,"('distant', 'outgoing')",-0.2469765,-0.0950275,0.151949
6,-0.05325892,0.10169156,"('distant', 'open')",-0.0532589,0.1016916,0.1549505
7,1.7027662,1.7688091,"('insensitive', 'sensitive')",1.7027662,1.7688091,0.0660429
8,0.92199993,0.9153292,"('unaffectionate', 'affectionate')",0.9219999,0.9153292,-0.0066707
9,1.1868396,1.2994338,"('unaffectionate', 'caring')",1.1868396,1.2994338,0.1125942
10,1.7568525,1.7527044,"('unsympathetic', 'sympathetic')",1.7568525,1.7527044,-0.0041481
11,2.1046438,2.151897,"('unhelpful', 'helpful')",2.1046438,2.151897,0.0472532
12,-0.79190385,-0.736552,"('unsupportive', 'supportive')",-0.7919039,-0.736552,0.0553519
13,0.5441853,0.474536,"('impolite', 'polite')",0.5441853,0.474536,-0.0696493
14,0.4328276,0.32178074,"('antisocial', 'social')",0.4328276,0.3217807,-0.1110469
15,0.18304786,0.22618133,"('boring', 'funny')",0.1830479,0.2261813,0.0431334
16,-0.7094667,-0.50718296,"('unpopular', 'popular')",-0.7094667,-0.507183,0.2022837
17,-0.1344744,-0.13575146,"('nasty', 'nice')",-0.1344744,-0.1357515,-0.0012771
18,-0.15844457,-0.163169,"('disagreeable', 'welcoming')",-0.1584446,-0.163169,-0.0047244
19,-0.24736233,-0.13991241,"('inhospitable', 'hospitable')",-0.2473623,-0.1399124,0.1074499
20,0.8953556,0.7914611,"('rough', 'thoughtful')",0.8953556,0.7914611,-0.1038945
21,0.5703624,0.59020734,"('immoral', 'moral')",0.5703624,0.5902073,0.0198449
22,0.40360528,0.3219744,"('untrustworthy', 'trustworthy')",0.4036053,0.3219744,-0.0816309
23,6.686471,6.821617,"('insincere', 'sincere')",6.686471,6.8216171,0.1351461
24,2.4350722,2.4762897,"('dishonest', 'honest')",2.4350722,2.4762897,0.0412175
25,0.45581868,0.39697504,"('egoistic', 'altruistic')",0.4558187,0.396975,-0.0588437
26,-0.054073017,-0.11622468,"('hardhearted', 'benevolent')",-0.054073,-0.1162247,-0.0621517
27,1.4039664,1.322107,"('hardhearted', 'softhearted')",1.4039664,1.322107,-0.0818594
28,1.2361538,1.3303509,"('disloyal', 'loyal')",1.2361538,1.3303509,0.0941971
29,-0.21924488,-0.2751778,"('unfair', 'fair')",-0.2192449,-0.2751778,-0.0559329
30,1.3199651,1.1890383,"('intolerant', 'tolerant')",1.3199651,1.1890383,-0.1309268
31,-1.5577502,-1.5089769,"('evil', 'good')",-1.5577502,-1.5089769,0.0487733
32,1.5314877,1.4267066,"('unkind', 'kind')",1.5314877,1.4267066,-0.1047811
33,-0.56396157,-0.479031,"('wrong', 'right')",-0.5639616,-0.479031,0.0849306
34,4.295444,4.5307393,"('mean', 'honorable')",4.295444,4.5307393,0.2352953
35,-1.1601012,-1.1624237,"('corrupt', 'incorrupt')",-1.1601012,-1.1624237,-0.0023225
36,-1.302179,-1.3173965,"('hostile', 'amicable')",-1.302179,-1.3173965,-0.0152175
37,1.2019144,1.175323,"('fake', 'genuine')",1.2019144,1.175323,-0.0265914
38,0.3056751,0.3141396,"('untruthful', 'truthful')",0.3056751,0.3141396,0.0084645
39,0.107914135,0.12258492,"('exploitative', 'cooperative')",0.1079141,0.1225849,0.0146708
40,-0.8850272,-0.90523523,"('stingy', 'generous')",-0.8850272,-0.9052352,-0.020208
41,0.045997854,-0.061895773,"('unforgiving', 'forgiving')",0.0459979,-0.0618958,-0.1078937
42,-1.1531831,-1.1788661,"('unreliable', 'reliable')",-1.1531831,-1.1788661,-0.025683
43,1.7239732,1.683538,"('irresponsible', 'responsible')",1.7239732,1.683538,-0.0404352
44,-1.175646,-1.3804985,"('prejudiced', 'unprejudiced')",-1.1756459,-1.3804985,-0.2048526
