,microsoft_male,microsoft_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.6455048,-0.75418913,"('unsociable', 'sociable')",-0.09541497,-0.22150962,-0.3704599,-0.4878494,-0.1173895
1,1.986754,2.0177517,"('unfriendly', 'friendly')",1.0801374,1.0290381,1.5334456,1.5233948,-0.0100508
2,0.94311184,1.0099527,"('unlikable', 'likable')",0.92238814,0.9367452,0.93275,0.973349,0.040599
3,-0.7906372,-0.7258401,"('repellent', 'pleasant')",0.89942366,0.8753354,0.0543932,0.0747477,0.0203545
4,-0.9266401,-0.89820284,"('disliked', 'liked')",-5.552042,-5.7240114,-3.239341,-3.3111072,-0.0717662
5,1.4485284,1.545569,"('distant', 'outgoing')",-0.92900467,-0.81113833,0.2597619,0.3672153,0.1074534
6,1.487705,1.6198663,"('distant', 'open')",-1.1297263,-1.0121665,0.1789894,0.3038499,0.1248605
7,0.20283476,0.20723662,"('insensitive', 'sensitive')",0.24483038,0.23275653,0.2238326,0.2199966,-0.003836
8,1.3615772,1.3142337,"('unaffectionate', 'affectionate')",-0.21685496,-0.24875759,0.5723611,0.532738,-0.0396231
9,1.7362471,1.7089808,"('unaffectionate', 'caring')",0.37801057,0.3989877,1.0571288,1.0539843,-0.0031445
10,-0.571285,-0.58326596,"('unsympathetic', 'sympathetic')",-0.39134395,-0.47234488,-0.4813145,-0.5278054,-0.0464909
11,0.5011836,0.45398366,"('unhelpful', 'helpful')",2.175654,2.1286802,1.3384187,1.291332,-0.0470867
12,0.853569,1.0136465,"('unsupportive', 'supportive')",-1.9052868,-1.826653,-0.5258589,-0.4065033,0.1193556
13,-0.36321133,-0.41707507,"('impolite', 'polite')",-0.7386609,-0.7684601,-0.5509361,-0.5927676,-0.0418315
14,-0.68732476,-0.7129404,"('antisocial', 'social')",0.06493089,-0.031994455,-0.3111969,-0.3724674,-0.0612705
15,0.026251027,-0.065574124,"('boring', 'funny')",-0.26061505,-0.24290036,-0.117182,-0.1542372,-0.0370552
16,0.022934271,0.002502956,"('unpopular', 'popular')",0.33508947,0.21584186,0.1790119,0.1091724,-0.0698395
17,-0.0072277077,-0.0007761121,"('nasty', 'nice')",-0.37086427,-0.30080998,-0.189046,-0.150793,0.038253
18,0.4689724,0.5288671,"('disagreeable', 'welcoming')",-0.8270252,-0.85762364,-0.1790264,-0.1643783,0.0146481
