,southwest_male,southwest_female,tuple,airlines_male,airlines_female,co_male,co_female,average_male,average_female,female-male
0,-1.076094,-1.1417491,"('unsociable', 'sociable')",-0.2784674,-0.2870883,-0.17655246,-0.28684807,-0.5103713,-0.5718952,-0.0615239
1,0.22948088,0.1010516,"('unfriendly', 'friendly')",1.3625823,1.3637736,1.5770261,1.5117601,1.0563631,0.9921951,-0.064168
2,0.7937572,0.8517182,"('unlikable', 'likable')",0.51510113,0.667119,0.838855,1.0455592,0.7159045,0.8547988,0.1388943
3,-0.4191526,-0.37174672,"('repellent', 'pleasant')",-0.59725046,-0.4957425,0.4763958,0.53726214,-0.1800024,-0.1100757,0.0699267
4,-0.3969516,-0.4606523,"('disliked', 'liked')",0.5939112,0.5677672,-7.3124614,-7.315466,-2.371834,-2.4027837,-0.0309497
5,-0.17221448,-0.21662699,"('distant', 'outgoing')",0.7234134,0.7430076,-0.5337108,-0.45370933,0.0058294,0.0242238,0.0183944
6,0.028829087,-0.017206924,"('distant', 'open')",0.45438266,0.49124506,-0.12361145,-0.04628733,0.1198668,0.1425836,0.0227168
7,0.7669593,0.8202463,"('insensitive', 'sensitive')",0.24188982,0.39513764,0.17880297,0.23529392,0.395884,0.4835593,0.0876753
8,0.30911845,0.2880169,"('unaffectionate', 'affectionate')",0.44641995,0.35777622,0.45408717,0.39881214,0.4032085,0.3482018,-0.0550067
9,0.92960966,0.9088793,"('unaffectionate', 'caring')",0.62126774,0.59106255,1.0786468,1.0880903,0.8765081,0.8626774,-0.0138307
10,0.23953782,0.33455232,"('unsympathetic', 'sympathetic')",-1.0440952,-0.919565,-0.068409696,-0.11064647,-0.290989,-0.2318864,0.0591026
11,-0.058815047,-0.0077026375,"('unhelpful', 'helpful')",0.065415494,0.19251665,1.8212268,1.8572853,0.6092758,0.6806997,0.0714239
12,0.75467426,0.79683876,"('unsupportive', 'supportive')",0.14244354,0.2914419,-2.0819464,-2.00701,-0.3949428,-0.3062431,0.0886997
13,-0.39024398,-0.4636436,"('impolite', 'polite')",0.14134271,0.2031816,0.026458316,0.043577254,-0.0741477,-0.0722949,0.0018528
14,-0.36480498,-0.3583248,"('antisocial', 'social')",-0.38538074,-0.4078794,-0.3039927,-0.3079801,-0.3513928,-0.3580614,-0.0066686
15,0.08102844,0.00020069629,"('boring', 'funny')",0.38486755,0.28703088,0.26004946,0.27422312,0.2419818,0.1871516,-0.0548302
16,-0.94211864,-1.0031092,"('unpopular', 'popular')",-0.0056343023,-0.038538516,-0.0742571,-0.04777746,-0.34067,-0.3631417,-0.0224717
17,-0.44922867,-0.412004,"('nasty', 'nice')",0.12074446,0.1065563,-0.16319121,-0.0955976,-0.1638918,-0.1336818,0.03021
18,0.6327687,0.63486457,"('disagreeable', 'welcoming')",0.4942051,0.51942605,-0.8148176,-0.7821459,0.104052,0.1240483,0.0199963
19,0.4378524,0.43989798,"('inhospitable', 'hospitable')",-0.10238047,-0.05261121,-0.5116506,-0.39992088,-0.0587262,-0.0042114,0.0545148
20,0.26806527,0.33467507,"('rough', 'thoughtful')",-0.4566536,-0.43157983,0.579909,0.56441766,0.1304402,0.1558376,0.0253974
21,0.030109668,0.05406948,"('immoral', 'moral')",-0.4355049,-0.31787336,-0.7504569,-0.66453344,-0.3852841,-0.3094458,0.0758383
22,-0.36853316,-0.3484571,"('untrustworthy', 'trustworthy')",-0.19249776,-0.11430794,-0.6479299,-0.6370319,-0.4029869,-0.366599,0.0363879
23,0.559702,0.5958337,"('insincere', 'sincere')",-0.38008052,-0.28362215,5.8570175,5.8301487,2.0122131,2.0474534,0.0352403
