,waist_male,waist_female,tuple,average_male,average_female,female-male
0,0.69093925,0.5010255,"('unsociable', 'sociable')",0.6909392,0.5010255,-0.1899137
1,0.6635037,0.7365618,"('unfriendly', 'friendly')",0.6635037,0.7365618,0.0730581
2,-0.011134215,0.110206865,"('unlikable', 'likable')",-0.0111342,0.1102069,0.1213411
3,1.0016849,1.1203998,"('repellent', 'pleasant')",1.0016849,1.1203998,0.1187149
4,-7.154737,-7.3979034,"('disliked', 'liked')",-7.154737,-7.3979034,-0.2431664
5,-0.8289883,-0.744487,"('distant', 'outgoing')",-0.8289883,-0.744487,0.0845013
6,-0.37466162,-0.37870273,"('distant', 'open')",-0.3746616,-0.3787027,-0.0040411
7,1.6424483,1.6672605,"('insensitive', 'sensitive')",1.6424483,1.6672605,0.0248122
8,0.61361086,0.6196696,"('unaffectionate', 'affectionate')",0.6136109,0.6196696,0.0060587
9,0.9953091,1.0656303,"('unaffectionate', 'caring')",0.9953091,1.0656303,0.0703212
10,1.5619631,1.5720379,"('unsympathetic', 'sympathetic')",1.5619631,1.5720379,0.0100748
11,1.6688488,1.7668415,"('unhelpful', 'helpful')",1.6688488,1.7668415,0.0979927
12,-1.3359708,-1.3464594,"('unsupportive', 'supportive')",-1.3359708,-1.3464594,-0.0104886
13,0.22762007,0.35387614,"('impolite', 'polite')",0.2276201,0.3538761,0.126256
14,0.6826138,0.65060425,"('antisocial', 'social')",0.6826138,0.6506042,-0.0320096
15,0.35521513,0.31751692,"('boring', 'funny')",0.3552151,0.3175169,-0.0376982
16,-0.882572,-0.8583136,"('unpopular', 'popular')",-0.882572,-0.8583136,0.0242584
17,0.2159544,0.16579641,"('nasty', 'nice')",0.2159544,0.1657964,-0.050158
18,-0.57326925,-0.53542554,"('disagreeable', 'welcoming')",-0.5732692,-0.5354255,0.0378437
19,-0.95910144,-0.8630236,"('inhospitable', 'hospitable')",-0.9591014,-0.8630236,0.0960778
20,0.70938945,0.6238316,"('rough', 'thoughtful')",0.7093894,0.6238316,-0.0855578
21,0.19778526,0.37422407,"('immoral', 'moral')",0.1977853,0.3742241,0.1764388
22,0.13519707,0.10737543,"('untrustworthy', 'trustworthy')",0.1351971,0.1073754,-0.0278217
23,5.9806156,6.266996,"('insincere', 'sincere')",5.9806156,6.2669959,0.2863803
24,1.4540607,1.5329505,"('dishonest', 'honest')",1.4540607,1.5329505,0.0788898
25,0.5070058,0.560599,"('egoistic', 'altruistic')",0.5070058,0.560599,0.0535932
26,1.1296355,0.907442,"('hardhearted', 'benevolent')",1.1296355,0.907442,-0.2221935
27,1.6984568,1.5304567,"('hardhearted', 'softhearted')",1.6984568,1.5304567,-0.1680001
28,1.2499609,1.1549598,"('disloyal', 'loyal')",1.2499609,1.1549598,-0.0950011
29,-0.24245861,-0.3673541,"('unfair', 'fair')",-0.2424586,-0.3673541,-0.1248955
30,1.0512004,1.1161321,"('intolerant', 'tolerant')",1.0512004,1.1161321,0.0649317
31,-1.5506704,-1.5993026,"('evil', 'good')",-1.5506704,-1.5993026,-0.0486322
32,1.26379,1.1383686,"('unkind', 'kind')",1.26379,1.1383686,-0.1254214
33,-0.4872924,-0.5318177,"('wrong', 'right')",-0.4872924,-0.5318177,-0.0445253
34,3.9423943,4.305538,"('mean', 'honorable')",3.9423943,4.3055382,0.3631439
35,-1.1942677,-1.423064,"('corrupt', 'incorrupt')",-1.1942677,-1.423064,-0.2287963
36,-1.2243941,-1.3648591,"('hostile', 'amicable')",-1.2243941,-1.3648591,-0.140465
37,1.1561611,1.157435,"('fake', 'genuine')",1.1561611,1.1574351,0.001274
38,-0.65197754,-0.5102467,"('untruthful', 'truthful')",-0.6519775,-0.5102467,0.1417308
39,0.46272933,0.50149,"('exploitative', 'cooperative')",0.4627293,0.50149,0.0387607
40,-0.91367126,-1.019636,"('stingy', 'generous')",-0.9136713,-1.019636,-0.1059647
41,0.6713483,0.5022928,"('unforgiving', 'forgiving')",0.6713483,0.5022928,-0.1690555
42,-1.6131562,-1.6908865,"('unreliable', 'reliable')",-1.6131562,-1.6908865,-0.0777303
43,1.1476964,1.300128,"('irresponsible', 'responsible')",1.1476964,1.300128,0.1524316
