,medtronic_male,medtronic_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.26018688,-0.1797657,"('unsociable', 'sociable')",-0.6607317,-0.7140163,-0.4604593,-0.446891,0.0135683
1,-0.5516179,-0.66273075,"('unfriendly', 'friendly')",2.3810349,2.09597,0.9147085,0.7166196,-0.1980889
2,0.20490538,0.22487618,"('unlikable', 'likable')",0.45489937,0.47276354,0.3299024,0.3488199,0.0189175
3,-1.2452968,-1.1364168,"('repellent', 'pleasant')",-0.47940308,-0.46551505,-0.86235,-0.8009659,0.0613841
4,0.3625825,0.35570627,"('disliked', 'liked')",-2.8749008,-2.3964462,-1.2561592,-1.02037,0.2357892
5,-0.008780165,-0.04973223,"('distant', 'outgoing')",1.0856966,0.9996015,0.5384582,0.4749346,-0.0635236
6,-0.44475675,-0.52582103,"('distant', 'open')",1.043794,0.91958183,0.2995186,0.1968804,-0.1026382
7,-1.1018155,-1.0252455,"('insensitive', 'sensitive')",0.16004623,0.15129614,-0.4708846,-0.4369747,0.0339099
8,-0.53190595,-0.702402,"('unaffectionate', 'affectionate')",1.2624083,0.9618823,0.3652512,0.1297401,-0.2355111
9,-0.34053102,-0.42735362,"('unaffectionate', 'caring')",1.435931,1.2147192,0.5477,0.3936828,-0.1540172
10,-1.7724656,-1.7012479,"('unsympathetic', 'sympathetic')",-0.9660952,-0.8595266,-1.3692803,-1.2803873,0.088893
11,-0.28183842,-0.2210466,"('unhelpful', 'helpful')",0.24219199,0.16484174,-0.0198232,-0.0281024,-0.0082792
12,0.2302585,0.30972216,"('unsupportive', 'supportive')",-0.7909069,-0.63588035,-0.2803242,-0.1630791,0.1172451
13,-0.23490433,-0.119719975,"('impolite', 'polite')",-1.0421139,-1.0122931,-0.6385091,-0.5660065,0.0725026
14,-0.30831438,-0.22807947,"('antisocial', 'social')",0.36067837,0.48685575,0.026182,0.1293881,0.1032061
15,0.95516527,0.8376683,"('boring', 'funny')",0.24250521,0.1648199,0.5988352,0.5012441,-0.0975911
16,0.136123,0.1572668,"('unpopular', 'popular')",0.15549314,-0.0032287613,0.1458081,0.077019,-0.0687891
17,-0.12270652,-0.10544932,"('nasty', 'nice')",-0.74150527,-0.82618964,-0.4321059,-0.4658195,-0.0337136
18,-0.16940898,-0.16429472,"('disagreeable', 'welcoming')",-0.6353323,-0.7960544,-0.4023706,-0.4801746,-0.077804
19,-0.5846417,-0.5938059,"('inhospitable', 'hospitable')",0.096810415,-0.010132533,-0.2439156,-0.3019692,-0.0580536
20,-0.2584702,-0.21721888,"('rough', 'thoughtful')",1.1237535,1.0390083,0.4326417,0.4108947,-0.021747
21,-0.65367883,-0.5621658,"('immoral', 'moral')",-1.6046454,-1.4508736,-1.1291621,-1.0065197,0.1226424
22,-0.5227809,-0.5248625,"('untrustworthy', 'trustworthy')",-0.30871868,-0.29281977,-0.4157498,-0.4088411,0.0069087
23,-1.0111364,-0.99467754,"('insincere', 'sincere')",2.9975474,2.465089,0.9932055,0.7352058,-0.2579997
