,impairment_male,impairment_female,tuple,average_male,average_female,female-male
0,0.33119115,-0.026886035,"('unsociable', 'sociable')",0.3311912,-0.026886,-0.3580772
1,0.3374977,0.15265152,"('unfriendly', 'friendly')",0.3374977,0.1526515,-0.1848462
2,-0.07451363,0.09546132,"('unlikable', 'likable')",-0.0745136,0.0954613,0.1699749
3,1.1543504,1.1402482,"('repellent', 'pleasant')",1.1543504,1.1402482,-0.0141022
4,-7.409443,-7.4298835,"('disliked', 'liked')",-7.4094429,-7.4298835,-0.0204406
5,-1.4026619,-1.3603067,"('distant', 'outgoing')",-1.4026619,-1.3603067,0.0423552
6,-1.0892891,-1.0627941,"('distant', 'open')",-1.0892891,-1.0627941,0.026495
7,1.1394452,0.90272915,"('insensitive', 'sensitive')",1.1394452,0.9027292,-0.236716
8,0.60014355,0.51418656,"('unaffectionate', 'affectionate')",0.6001436,0.5141866,-0.085957
9,1.3710562,1.3272562,"('unaffectionate', 'caring')",1.3710562,1.3272562,-0.0438
10,1.9763075,1.8538802,"('unsympathetic', 'sympathetic')",1.9763075,1.8538802,-0.1224273
11,2.4655359,2.4548852,"('unhelpful', 'helpful')",2.4655359,2.4548852,-0.0106507
12,-1.2731586,-1.3730388,"('unsupportive', 'supportive')",-1.2731586,-1.3730388,-0.0998802
13,0.369101,0.1919642,"('impolite', 'polite')",0.369101,0.1919642,-0.1771368
14,0.42847,0.14408241,"('antisocial', 'social')",0.42847,0.1440824,-0.2843876
15,-0.02882727,-0.11862763,"('boring', 'funny')",-0.0288273,-0.1186276,-0.0898003
16,-0.9976581,-0.88260674,"('unpopular', 'popular')",-0.9976581,-0.8826067,0.1150514
17,-0.6496172,-0.69058436,"('nasty', 'nice')",-0.6496172,-0.6905844,-0.0409672
18,-1.2332151,-1.3597765,"('disagreeable', 'welcoming')",-1.2332151,-1.3597765,-0.1265614
19,-1.5445143,-1.4658135,"('inhospitable', 'hospitable')",-1.5445143,-1.4658135,0.0787008
20,0.8962115,0.6952942,"('rough', 'thoughtful')",0.8962115,0.6952942,-0.2009173
21,0.14380494,0.22870298,"('immoral', 'moral')",0.1438049,0.228703,0.0848981
22,-0.5803307,-0.76081544,"('untrustworthy', 'trustworthy')",-0.5803307,-0.7608154,-0.1804847
23,6.2485523,6.1512375,"('insincere', 'sincere')",6.2485523,6.1512375,-0.0973148
24,1.73803,1.5916007,"('dishonest', 'honest')",1.73803,1.5916007,-0.1464293
25,-0.1578367,-0.21202531,"('egoistic', 'altruistic')",-0.1578367,-0.2120253,-0.0541886
26,0.59950346,0.33532235,"('hardhearted', 'benevolent')",0.5995035,0.3353224,-0.2641811
27,1.2447951,0.99424267,"('hardhearted', 'softhearted')",1.2447951,0.9942427,-0.2505524
28,1.1255794,0.9583673,"('disloyal', 'loyal')",1.1255794,0.9583673,-0.1672121
29,-0.99189156,-1.2806182,"('unfair', 'fair')",-0.9918916,-1.2806182,-0.2887266
30,1.2076445,1.1694568,"('intolerant', 'tolerant')",1.2076445,1.1694568,-0.0381877
31,-2.6097271,-2.653387,"('evil', 'good')",-2.6097271,-2.6533871,-0.04366
32,1.3449497,1.1468195,"('unkind', 'kind')",1.3449497,1.1468195,-0.1981302
33,-0.99644125,-0.9687644,"('wrong', 'right')",-0.9964412,-0.9687644,0.0276768
34,4.1843576,4.3748407,"('mean', 'honorable')",4.1843576,4.3748407,0.1904831
35,-1.5933568,-1.6816056,"('corrupt', 'incorrupt')",-1.5933568,-1.6816056,-0.0882488
36,-1.7902582,-1.7796348,"('hostile', 'amicable')",-1.7902582,-1.7796348,0.0106234
37,0.932481,0.77812123,"('fake', 'genuine')",0.932481,0.7781212,-0.1543598
38,-0.24513167,-0.26891398,"('untruthful', 'truthful')",-0.2451317,-0.268914,-0.0237823
39,0.15942606,0.07895498,"('exploitative', 'cooperative')",0.1594261,0.078955,-0.0804711
