,statue_male,statue_female,tuple,average_male,average_female,female-male
0,0.3899417,0.34236827,"('unsociable', 'sociable')",0.3899417,0.3423683,-0.0475734
1,1.1081398,1.0171489,"('unfriendly', 'friendly')",1.1081398,1.0171489,-0.0909909
2,0.116002165,0.17006105,"('unlikable', 'likable')",0.1160022,0.1700611,0.0540589
3,0.87724787,0.89688915,"('repellent', 'pleasant')",0.8772479,0.8968892,0.0196413
4,-7.070354,-7.229016,"('disliked', 'liked')",-7.070354,-7.2290158,-0.1586618
5,-0.9014318,-1.0013417,"('distant', 'outgoing')",-0.9014318,-1.0013417,-0.0999099
6,-0.61470926,-0.7553092,"('distant', 'open')",-0.6147093,-0.7553092,-0.1405999
7,1.5406296,1.566365,"('insensitive', 'sensitive')",1.5406296,1.566365,0.0257354
8,1.0584433,0.9358816,"('unaffectionate', 'affectionate')",1.0584433,0.9358816,-0.1225617
9,1.8025622,1.8028592,"('unaffectionate', 'caring')",1.8025622,1.8028592,0.000297
10,1.3812038,1.4155418,"('unsympathetic', 'sympathetic')",1.3812038,1.4155418,0.034338
11,1.9982741,2.1771529,"('unhelpful', 'helpful')",1.9982741,2.1771529,0.1788788
12,-1.0395066,-1.0324508,"('unsupportive', 'supportive')",-1.0395066,-1.0324508,0.0070558
13,0.29543307,0.28101406,"('impolite', 'polite')",0.2954331,0.2810141,-0.014419
14,0.44569415,0.43173704,"('antisocial', 'social')",0.4456941,0.431737,-0.0139571
15,0.5088411,0.40565032,"('boring', 'funny')",0.5088411,0.4056503,-0.1031908
16,0.13578117,0.06373212,"('unpopular', 'popular')",0.1357812,0.0637321,-0.0720491
17,0.05858258,0.09969477,"('nasty', 'nice')",0.0585826,0.0996948,0.0411122
18,-0.52522284,-0.553501,"('disagreeable', 'welcoming')",-0.5252228,-0.553501,-0.0282782
19,-0.6604115,-0.6399379,"('inhospitable', 'hospitable')",-0.6604115,-0.6399379,0.0204736
20,0.665674,0.6228722,"('rough', 'thoughtful')",0.665674,0.6228722,-0.0428018
21,0.11983319,0.32852256,"('immoral', 'moral')",0.1198332,0.3285226,0.2086894
22,-0.32714766,-0.32066482,"('untrustworthy', 'trustworthy')",-0.3271477,-0.3206648,0.0064829
23,6.4253764,6.563757,"('insincere', 'sincere')",6.4253764,6.5637569,0.1383805
24,1.9045693,1.8126009,"('dishonest', 'honest')",1.9045693,1.8126009,-0.0919684
