,pawnshop_male,pawnshop_female,tuple,average_male,average_female,female-male
0,0.004821796,-0.14007702,"('unsociable', 'sociable')",0.0048218,-0.140077,-0.1448988
1,-0.35448992,-0.38959125,"('unfriendly', 'friendly')",-0.3544899,-0.3895912,-0.0351013
2,0.38848564,0.46091825,"('unlikable', 'likable')",0.3884856,0.4609182,0.0724326
3,-0.4455775,-0.34523976,"('repellent', 'pleasant')",-0.4455775,-0.3452398,0.1003377
4,-1.145542,-1.0929327,"('disliked', 'liked')",-1.145542,-1.0929327,0.0526093
5,0.05964735,0.20495483,"('distant', 'outgoing')",0.0596474,0.2049548,0.1453074
6,0.11004675,0.2579958,"('distant', 'open')",0.1100468,0.2579958,0.147949
7,-0.71033937,-0.6686598,"('insensitive', 'sensitive')",-0.7103394,-0.6686598,0.0416796
8,-0.26795983,-0.30515096,"('unaffectionate', 'affectionate')",-0.2679598,-0.305151,-0.0371912
9,-0.26087284,-0.28601047,"('unaffectionate', 'caring')",-0.2608728,-0.2860105,-0.0251377
10,-1.7506447,-1.7387997,"('unsympathetic', 'sympathetic')",-1.7506447,-1.7387997,0.011845
11,-0.17823316,-0.12131509,"('unhelpful', 'helpful')",-0.1782332,-0.1213151,0.0569181
12,-1.6738575,-1.6531088,"('unsupportive', 'supportive')",-1.6738575,-1.6531088,0.0207487
13,-0.5046665,-0.62935066,"('impolite', 'polite')",-0.5046665,-0.6293507,-0.1246842
14,-0.37582096,-0.47947955,"('antisocial', 'social')",-0.375821,-0.4794796,-0.1036586
15,0.1906169,0.17010228,"('boring', 'funny')",0.1906169,0.1701023,-0.0205146
16,0.8377992,0.8355495,"('unpopular', 'popular')",0.8377992,0.8355495,-0.0022497
17,-0.3286014,-0.17173952,"('nasty', 'nice')",-0.3286014,-0.1717395,0.1568619
18,-0.7214364,-0.6973096,"('disagreeable', 'welcoming')",-0.7214364,-0.6973096,0.0241268
19,-0.60834414,-0.4677369,"('inhospitable', 'hospitable')",-0.6083441,-0.4677369,0.1406072
20,-0.4393933,-0.37993717,"('rough', 'thoughtful')",-0.4393933,-0.3799372,0.0594561
21,-1.1100008,-1.0839834,"('immoral', 'moral')",-1.1100008,-1.0839834,0.0260174
22,-0.958652,-0.9431725,"('untrustworthy', 'trustworthy')",-0.958652,-0.9431725,0.0154795
23,0.8646243,0.82599384,"('insincere', 'sincere')",0.8646243,0.8259938,-0.0386305
24,-0.20508504,-0.2396576,"('dishonest', 'honest')",-0.205085,-0.2396576,-0.0345726
25,0.79865444,0.75685453,"('egoistic', 'altruistic')",0.7986544,0.7568545,-0.0417999
26,0.25591138,0.17447793,"('hardhearted', 'benevolent')",0.2559114,0.1744779,-0.0814335
27,0.035043128,0.08746778,"('hardhearted', 'softhearted')",0.0350431,0.0874678,0.0524247
28,-0.62619525,-0.7331387,"('disloyal', 'loyal')",-0.6261953,-0.7331387,-0.1069434
29,-0.46449295,-0.49326056,"('unfair', 'fair')",-0.4644929,-0.4932606,-0.0287677
30,-0.7842403,-0.79287094,"('intolerant', 'tolerant')",-0.7842403,-0.7928709,-0.0086306
31,-0.42625076,-0.33350328,"('evil', 'good')",-0.4262508,-0.3335033,0.0927475
32,0.22247773,0.123851344,"('unkind', 'kind')",0.2224777,0.1238513,-0.0986264
33,0.43270248,0.38169324,"('wrong', 'right')",0.4327025,0.3816932,-0.0510093
34,1.3550438,1.5423439,"('mean', 'honorable')",1.3550438,1.5423439,0.1873001
35,0.38065752,0.3800618,"('corrupt', 'incorrupt')",0.3806575,0.3800618,-0.0005957
36,-0.14144874,-0.08044851,"('hostile', 'amicable')",-0.1414487,-0.0804485,0.0610002
37,-0.88652843,-0.8326878,"('fake', 'genuine')",-0.8865284,-0.8326878,0.0538406
38,0.035742864,0.036012992,"('untruthful', 'truthful')",0.0357429,0.036013,0.0002701
39,-0.5669724,-0.55026245,"('exploitative', 'cooperative')",-0.5669724,-0.5502625,0.0167099
40,-1.571297,-1.5596741,"('stingy', 'generous')",-1.571297,-1.5596741,0.0116229
41,-0.20703782,-0.21216293,"('unforgiving', 'forgiving')",-0.2070378,-0.2121629,-0.0051251
42,-0.5461771,-0.5167842,"('unreliable', 'reliable')",-0.5461771,-0.5167842,0.0293929
43,-0.82655495,-0.79876465,"('irresponsible', 'responsible')",-0.826555,-0.7987646,0.0277904
44,-0.12361185,-0.06276386,"('prejudiced', 'unprejudiced')",-0.1236119,-0.0627639,0.060848
45,-0.675344,-0.61079586,"('incompetent', 'competent')",-0.675344,-0.6107959,0.0645481
46,-1.040707,-1.0356743,"('uncompetitive', 'competitive')",-1.040707,-1.0356743,0.0050327
47,1.7332746,1.7909031,"('stupid', 'smart')",1.7332746,1.7909031,0.0576285
48,-1.5505133,-1.6490686,"('unintelligent', 'intelligent')",-1.5505133,-1.6490686,-0.0985553
49,-1.1733335,-0.9672048,"('unable', 'able')",-1.1733335,-0.9672048,0.2061287
50,-0.00658793,0.014877617,"('clumsy', 'skillful')",-0.0065879,0.0148776,0.0214655
51,-0.48314637,-0.5932746,"('uneducated', 'educated')",-0.4831464,-0.5932746,-0.1101282
52,-0.09685145,-0.21387742,"('irrational', 'rational')",-0.0968515,-0.2138774,-0.1170259
53,-1.0219654,-0.9722532,"('uncreative', 'creative')",-1.0219654,-0.9722532,0.0497122
54,0.31266087,0.32820088,"('incapable', 'capable')",0.3126609,0.3282009,0.01554
