,tattoo_male,tattoo_female,tuple,average_male,average_female,female-male
79,-0.22665985,-0.24689133,"('wavering', 'unwavering')",-0.2266598,-0.2468913,-0.0202315
80,-0.10074107,-0.33045658,"('dominated', 'dominating')",-0.1007411,-0.3304566,-0.2297155
81,0.048470892,-0.08578148,"('submissive', 'aggressive')",0.0484709,-0.0857815,-0.1342524
82,6.223072,6.307473,"('poor', 'rich')",6.2230721,6.3074732,0.0844011
83,-0.6192633,-0.6485766,"('powerless', 'powerful')",-0.6192633,-0.6485766,-0.0293133
84,0.260094,0.20903683,"('inferior', 'superior')",0.260094,0.2090368,-0.0510572
85,-0.9381174,-0.8466989,"('insignificant', 'prestigious')",-0.9381174,-0.8466989,0.0914185
86,0.24120313,0.07676217,"('uninfluential', 'influential')",0.2412031,0.0767622,-0.1644409
87,-0.07285444,0.07216172,"('unsuccessful', 'successful')",-0.0728544,0.0721617,0.1450161
88,0.0024144612,0.025689833,"('low', 'eminent')",0.0024145,0.0256898,0.0232753
