,nvent_male,nvent_female,tuple,electric_male,electric_female,plc_male,plc_female,average_male,average_female,female-male
0,0.15365033,-0.03826409,"('unsociable', 'sociable')",-0.22002555,-0.27683994,-0.63313085,-0.77397734,-0.2331687,-0.3630271,-0.1298584
1,-1.998915,-1.9845302,"('unfriendly', 'friendly')",-0.36736417,-0.46147713,2.0172546,1.7964714,-0.1163415,-0.216512,-0.1001705
2,0.10639186,0.17752956,"('unlikable', 'likable')",0.33296484,0.40812153,0.45512882,0.5013868,0.2981618,0.362346,0.0641842
3,0.4546248,0.44641006,"('repellent', 'pleasant')",-0.44445997,-0.40135637,-0.14266934,0.024630796,-0.0441682,0.0232282,0.0673964
4,-0.80358535,-0.83377284,"('disliked', 'liked')",0.47964135,0.32742032,-4.601531,-5.006909,-1.641825,-1.8377538,-0.1959288
5,-2.1125884,-1.9615229,"('distant', 'outgoing')",-0.3068655,-0.27083734,0.18940374,0.086526476,-0.74335,-0.715278,0.028072
6,-2.2412443,-2.0620625,"('distant', 'open')",-0.9769965,-0.96360546,0.05474496,0.0030849352,-1.0544986,-1.0075277,0.0469709
7,0.4482675,0.26232868,"('insensitive', 'sensitive')",-0.25634515,-0.2813387,0.31747133,0.32750058,0.1697979,0.1028302,-0.0669677
8,-1.9785177,-1.9079522,"('unaffectionate', 'affectionate')",-1.0016612,-0.9824822,0.69097316,0.55240965,-0.7630685,-0.7793415,-0.016273
9,-1.325995,-1.3464606,"('unaffectionate', 'caring')",-0.79146236,-0.7902225,1.0375515,0.9326798,-0.3599686,-0.4013344,-0.0413658
10,0.81856865,0.5924839,"('unsympathetic', 'sympathetic')",-1.2563373,-1.3777599,-0.6877177,-0.6526497,-0.3751621,-0.4793086,-0.1041465
11,0.6947804,0.57407933,"('unhelpful', 'helpful')",0.08111826,0.074727654,1.161827,1.2204461,0.6459086,0.6230844,-0.0228242
12,0.14903942,0.09671085,"('unsupportive', 'supportive')",-0.33520523,-0.31903753,-1.226763,-1.2972103,-0.4709763,-0.5065123,-0.035536
13,1.0837051,0.9326599,"('impolite', 'polite')",0.41338995,0.46755382,-0.62239873,-0.63150746,0.2915654,0.2562354,-0.03533
14,1.2081157,1.0736698,"('antisocial', 'social')",0.7125663,0.71925133,0.47480106,0.4800557,0.7984943,0.757659,-0.0408353
15,0.7468228,0.6079747,"('boring', 'funny')",0.51771826,0.4260749,0.2581006,0.16418386,0.5075472,0.3994112,-0.108136
16,-1.3040315,-1.2233557,"('unpopular', 'popular')",-0.7031096,-0.66881335,-0.034343235,-0.034723837,-0.6804948,-0.6422976,0.0381972
17,-0.7238397,-0.73652804,"('nasty', 'nice')",-0.4881306,-0.45022666,-0.6882402,-0.69565696,-0.6334035,-0.6274706,0.0059329
