,prudential_male,prudential_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.872286,-1.9238774,"('unsociable', 'sociable')",0.16018185,0.044305153,-0.6853794,-0.81100833,-0.7991611,-0.8968601,-0.097699
1,-0.14746074,-0.2929194,"('unfriendly', 'friendly')",1.5443403,1.3979235,2.3905814,2.2096903,1.2624869,1.1048981,-0.1575888
2,1.4566226,1.5365752,"('unlikable', 'likable')",2.204541,2.305339,0.33834824,0.43111387,1.3331706,1.4243426,0.091172
3,-1.7623035,-1.7133104,"('repellent', 'pleasant')",-0.098661184,-0.09405951,0.22032826,0.22884959,-0.5468788,-0.5261734,0.0207054
4,0.4217166,0.44433737,"('disliked', 'liked')",-0.032933794,-0.020700306,-6.469706,-6.567072,-2.0269744,-2.0478117,-0.0208373
5,1.1135521,1.1237706,"('distant', 'outgoing')",0.5792527,0.59137285,0.32707754,0.35430753,0.6732941,0.689817,0.0165229
6,0.7203184,0.7157518,"('distant', 'open')",-0.2320906,-0.25542247,0.8585775,0.8566634,0.4489351,0.4389976,-0.0099375
7,-0.4472497,-0.4701028,"('insensitive', 'sensitive')",0.8529134,0.8657161,1.1204857,1.030406,0.5087164,0.4753398,-0.0333766
8,-0.42154673,-0.47170386,"('unaffectionate', 'affectionate')",0.1582383,0.1468964,1.0983722,0.9640166,0.2783546,0.2130697,-0.0652849
9,-0.05306112,-0.11274341,"('unaffectionate', 'caring')",1.487782,1.4449866,1.4448557,1.3625766,0.9598589,0.8982733,-0.0615856
10,-1.8188747,-1.807566,"('unsympathetic', 'sympathetic')",-0.8260202,-0.7850835,-0.5659811,-0.6092518,-1.070292,-1.0673004,0.0029916
11,-0.8016261,-0.7525699,"('unhelpful', 'helpful')",0.21237957,0.24809551,1.5430372,1.6918093,0.3179302,0.3957783,0.0778481
12,0.0955376,0.15319689,"('unsupportive', 'supportive')",1.4258208,1.4865488,-1.7515669,-1.8029404,-0.0767361,-0.0543982,0.0223379
13,-0.5249509,-0.5454087,"('impolite', 'polite')",0.33450422,0.32613,-0.38474804,-0.32673898,-0.1917316,-0.1820059,0.0097257
14,-1.0219871,-0.99487126,"('antisocial', 'social')",1.2252318,1.264082,-0.8242445,-0.8620125,-0.2069999,-0.1976006,0.0093993
15,0.588439,0.5120942,"('boring', 'funny')",0.06644726,0.069285356,0.6395869,0.61328137,0.4314911,0.3982203,-0.0332708
