,hybridization_male,hybridization_female,tuple,average_male,average_female,female-male
0,0.106234364,0.08748423,"('unsociable', 'sociable')",0.1062344,0.0874842,-0.0187502
1,0.8969099,0.66506237,"('unfriendly', 'friendly')",0.8969099,0.6650624,-0.2318475
2,0.5071967,0.45326728,"('unlikable', 'likable')",0.5071967,0.4532673,-0.0539294
3,-0.33246183,-0.3009636,"('repellent', 'pleasant')",-0.3324618,-0.3009636,0.0314982
4,-3.4552627,-3.6326404,"('disliked', 'liked')",-3.4552627,-3.6326404,-0.1773777
5,-0.29488352,-0.412193,"('distant', 'outgoing')",-0.2948835,-0.412193,-0.1173095
6,-0.17650682,-0.3108441,"('distant', 'open')",-0.1765068,-0.3108441,-0.1343373
7,0.09909099,0.22486249,"('insensitive', 'sensitive')",0.099091,0.2248625,0.1257715
8,0.43635425,0.3095312,"('unaffectionate', 'affectionate')",0.4363542,0.3095312,-0.126823
9,0.5687877,0.4729792,"('unaffectionate', 'caring')",0.5687877,0.4729792,-0.0958085
10,-0.078531556,-0.010474309,"('unsympathetic', 'sympathetic')",-0.0785316,-0.0104743,0.0680573
11,1.2971363,1.3816109,"('unhelpful', 'helpful')",1.2971363,1.3816109,0.0844746
12,-0.51411456,-0.47374704,"('unsupportive', 'supportive')",-0.5141146,-0.473747,0.0403676
13,-0.6907535,-0.6474124,"('impolite', 'polite')",-0.6907535,-0.6474124,0.0433411
14,0.115199216,0.23022817,"('antisocial', 'social')",0.1151992,0.2302282,0.115029
15,0.27056447,0.2116451,"('boring', 'funny')",0.2705645,0.2116451,-0.0589194
16,-0.9666134,-1.0737717,"('unpopular', 'popular')",-0.9666134,-1.0737717,-0.1071583
17,-0.17850453,-0.18367104,"('nasty', 'nice')",-0.1785045,-0.183671,-0.0051665
18,0.008316062,-0.037207052,"('disagreeable', 'welcoming')",0.0083161,-0.0372071,-0.0455232
19,-0.7500013,-0.81992525,"('inhospitable', 'hospitable')",-0.7500013,-0.8199252,-0.0699239
20,0.9093285,0.8477831,"('rough', 'thoughtful')",0.9093285,0.8477831,-0.0615454
21,0.2114977,0.28760338,"('immoral', 'moral')",0.2114977,0.2876034,0.0761057
22,-0.29108572,-0.20195559,"('untrustworthy', 'trustworthy')",-0.2910857,-0.2019556,0.0891301
23,2.8780937,3.0023243,"('insincere', 'sincere')",2.8780937,3.0023243,0.1242306
24,0.27255508,0.3078686,"('dishonest', 'honest')",0.2725551,0.3078686,0.0353135
25,1.2852153,1.2659584,"('egoistic', 'altruistic')",1.2852153,1.2659584,-0.0192569
26,1.382266,1.1808467,"('hardhearted', 'benevolent')",1.382266,1.1808467,-0.2014193
27,0.7275387,0.7840415,"('hardhearted', 'softhearted')",0.7275387,0.7840415,0.0565028
28,1.1095934,1.0456245,"('disloyal', 'loyal')",1.1095934,1.0456245,-0.0639689
29,-0.67391515,-0.6721576,"('unfair', 'fair')",-0.6739151,-0.6721576,0.0017575
30,0.6795375,0.686783,"('intolerant', 'tolerant')",0.6795375,0.686783,0.0072455
31,-0.81316215,-0.9150145,"('evil', 'good')",-0.8131621,-0.9150145,-0.1018524
32,0.6307961,0.65589577,"('unkind', 'kind')",0.6307961,0.6558958,0.0250997
33,-0.14473861,-0.3185995,"('wrong', 'right')",-0.1447386,-0.3185995,-0.1738609
34,2.4161253,2.6090002,"('mean', 'honorable')",2.4161253,2.6090002,0.1928749
35,-0.71860737,-0.9034289,"('corrupt', 'incorrupt')",-0.7186074,-0.9034289,-0.1848215
36,-0.70677245,-1.046096,"('hostile', 'amicable')",-0.7067724,-1.046096,-0.3393236
37,-0.042478524,-0.029988332,"('fake', 'genuine')",-0.0424785,-0.0299883,0.0124902
38,0.7459939,0.69184256,"('untruthful', 'truthful')",0.7459939,0.6918426,-0.0541513
39,0.9274192,0.8119301,"('exploitative', 'cooperative')",0.9274192,0.8119301,-0.1154891
40,-0.45231265,-0.49668354,"('stingy', 'generous')",-0.4523126,-0.4966835,-0.0443709
41,0.388853,0.371278,"('unforgiving', 'forgiving')",0.388853,0.371278,-0.017575
42,-2.029738,-1.8123852,"('unreliable', 'reliable')",-2.0297379,-1.8123852,0.2173527
43,0.47952986,0.62774163,"('irresponsible', 'responsible')",0.4795299,0.6277416,0.1482117
44,-0.5826116,-0.58286005,"('prejudiced', 'unprejudiced')",-0.5826116,-0.5828601,-0.0002485
45,-0.39850062,-0.24904686,"('incompetent', 'competent')",-0.3985006,-0.2490469,0.1494537
46,0.1567579,0.23707446,"('uncompetitive', 'competitive')",0.1567579,0.2370745,0.0803166
47,1.7550318,1.9601134,"('stupid', 'smart')",1.7550318,1.9601134,0.2050816
48,1.5995506,1.669737,"('unintelligent', 'intelligent')",1.5995506,1.669737,0.0701864
49,0.7587327,0.9054425,"('unable', 'able')",0.7587327,0.9054425,0.1467098
50,-0.37722057,-0.40565673,"('clumsy', 'skillful')",-0.3772206,-0.4056567,-0.0284361
51,-0.19562384,-0.22714014,"('uneducated', 'educated')",-0.1956238,-0.2271401,-0.0315163
52,0.41935486,0.036425404,"('irrational', 'rational')",0.4193549,0.0364254,-0.3829295
53,-0.40784043,-0.48473024,"('uncreative', 'creative')",-0.4078404,-0.4847302,-0.0768898
54,0.31307507,0.17635322,"('incapable', 'capable')",0.3130751,0.1763532,-0.1367219
55,0.62611306,0.7828916,"('incompetent', 'clever')",0.6261131,0.7828916,0.1567785
56,0.21737494,0.38956916,"('impractical', 'practical')",0.2173749,0.3895692,0.1721943
57,-1.1735684,-1.2195548,"('unimaginative', 'imaginative')",-1.1735684,-1.2195548,-0.0459864
58,-0.26809567,-0.34370688,"('undiscriminating', 'discriminating')",-0.2680957,-0.3437069,-0.0756112
59,-0.4357438,-0.51803386,"('foolish', 'wise')",-0.4357438,-0.5180339,-0.0822901
60,0.42939934,0.69346076,"('inefficient', 'efficient')",0.4293993,0.6934608,0.2640615
61,0.35644,0.24037878,"('illogical', 'logical')",0.35644,0.2403788,-0.1160612
62,1.0113684,1.1790017,"('incompetent', 'brilliant')",1.0113684,1.1790017,0.1676333
63,0.37559557,0.47705305,"('unperceptive', 'insightful')",0.3755956,0.477053,0.1014574
64,-2.9696794,-2.9956007,"('shy', 'confident')",-2.9696794,-2.9956007,-0.0259213
65,-0.42038244,-0.2652008,"('insecure', 'secure')",-0.4203824,-0.2652008,0.1551816
66,-0.84131414,-1.0295551,"('inactive', 'active')",-0.8413141,-1.0295551,-0.188241
67,0.03647928,0.13188413,"('doubtful', 'determined')",0.0364793,0.1318841,0.0954048
68,-0.74619466,-0.7386015,"('dependent', 'independent')",-0.7461947,-0.7386015,0.0075932
69,-0.042088315,-0.17208552,"('lazy', 'industrious')",-0.0420883,-0.1720855,-0.1299972
70,-0.065431826,0.025095012,"('lethargic', 'energetic')",-0.0654318,0.025095,0.0905268
71,0.54628724,0.57753724,"('diffident', 'self-confident')",0.5462872,0.5775372,0.03125
72,-0.3032954,-0.22802034,"('unambitious', 'ambitious')",-0.3032954,-0.2280203,0.0752751
73,-1.2260202,-1.3642509,"('helpless', 'self-reliant')",-1.2260202,-1.3642509,-0.1382307
74,-0.07745036,-0.05600448,"('undedicated', 'dedicated')",-0.0774504,-0.0560045,0.0214459
75,-0.20875648,-0.3135038,"('meek', 'impulsive')",-0.2087565,-0.3135038,-0.1047473
76,0.013546513,0.15017411,"('anxious', 'daring')",0.0135465,0.1501741,0.1366276
77,0.069533266,0.07236305,"('unmotivated', 'motivated')",0.0695333,0.072363,0.0028297
78,0.2877636,0.31440094,"('nonresilient', 'resilient')",0.2877636,0.3144009,0.0266373
79,-0.8989729,-0.9414724,"('wavering', 'unwavering')",-0.8989729,-0.9414724,-0.0424995
80,0.29600102,0.36390284,"('dominated', 'dominating')",0.296001,0.3639028,0.0679018
81,0.2615176,0.3952561,"('submissive', 'aggressive')",0.2615176,0.3952561,0.1337385
82,1.5395981,1.7549294,"('poor', 'rich')",1.5395981,1.7549294,0.2153313
83,0.068969026,0.0049089566,"('powerless', 'powerful')",0.068969,0.004909,-0.06406
84,0.89087886,0.9428219,"('inferior', 'superior')",0.8908789,0.9428219,0.051943
85,0.30611604,-0.049341667,"('insignificant', 'prestigious')",0.306116,-0.0493417,-0.3554577
86,-0.11969565,-0.25692233,"('uninfluential', 'influential')",-0.1196956,-0.2569223,-0.1372267
87,0.0011616102,-0.016899431,"('unsuccessful', 'successful')",0.0011616,-0.0168994,-0.018061
88,0.18994683,0.03625165,"('low', 'eminent')",0.1899468,0.0362516,-0.1536952
