,celebrity_male,celebrity_female,tuple,average_male,average_female,female-male
66,-0.9300186,-0.93994033,"('inactive', 'active')",-0.9300186,-0.9399403,-0.0099217
67,-0.043588102,0.000676604,"('doubtful', 'determined')",-0.0435881,0.0006766,0.0442647
68,-0.65577984,-0.7378491,"('dependent', 'independent')",-0.6557798,-0.7378491,-0.0820693
69,-2.9496553,-2.7891648,"('lazy', 'industrious')",-2.9496553,-2.7891648,0.1604905
70,1.7248515,1.5840241,"('lethargic', 'energetic')",1.7248515,1.5840241,-0.1408274
71,0.6172749,0.7983543,"('diffident', 'self-confident')",0.6172749,0.7983543,0.1810794
72,1.0443639,1.0660026,"('unambitious', 'ambitious')",1.0443639,1.0660026,0.0216387
73,-3.4567852,-3.3870823,"('helpless', 'self-reliant')",-3.4567852,-3.3870823,0.0697029
74,0.9177034,0.9172303,"('undedicated', 'dedicated')",0.9177034,0.9172303,-0.0004731
75,-1.458519,-1.3526636,"('meek', 'impulsive')",-1.458519,-1.3526636,0.1058554
76,1.5954157,1.5379,"('anxious', 'daring')",1.5954157,1.5379,-0.0575157
77,-0.14652826,0.048969366,"('unmotivated', 'motivated')",-0.1465283,0.0489694,0.1954977
78,-0.17182066,-0.121334516,"('nonresilient', 'resilient')",-0.1718207,-0.1213345,0.0504862
79,-0.47309443,-0.3497994,"('wavering', 'unwavering')",-0.4730944,-0.3497994,0.123295
80,0.5854745,0.42544574,"('dominated', 'dominating')",0.5854745,0.4254457,-0.1600288
81,0.8487334,0.73699087,"('submissive', 'aggressive')",0.8487334,0.7369909,-0.1117425
82,5.50444,5.416958,"('poor', 'rich')",5.5044398,5.4169579,-0.0874819
83,0.07203159,0.0014536232,"('powerless', 'powerful')",0.0720316,0.0014536,-0.070578
84,0.57928646,0.54255295,"('inferior', 'superior')",0.5792865,0.5425529,-0.0367336
85,-0.755193,-0.5871526,"('insignificant', 'prestigious')",-0.755193,-0.5871526,0.1680404
86,1.422569,1.3683404,"('uninfluential', 'influential')",1.422569,1.3683404,-0.0542286
87,0.65154034,0.7235317,"('unsuccessful', 'successful')",0.6515403,0.7235317,0.0719914
88,0.8764383,0.852297,"('low', 'eminent')",0.8764383,0.852297,-0.0241413
