,celebrity_male,celebrity_female,tuple,average_male,average_female,female-male
0,1.2003956,1.1898409,"('unsociable', 'sociable')",1.2003956,1.1898409,-0.0105547
1,1.0750511,1.2584196,"('unfriendly', 'friendly')",1.0750511,1.2584196,0.1833685
2,0.14002192,0.24964932,"('unlikable', 'likable')",0.1400219,0.2496493,0.1096274
3,0.44806087,0.35482156,"('repellent', 'pleasant')",0.4480609,0.3548216,-0.0932393
4,-7.3819733,-7.1877303,"('disliked', 'liked')",-7.3819733,-7.1877303,0.194243
5,-1.3265047,-1.1174577,"('distant', 'outgoing')",-1.3265047,-1.1174577,0.209047
6,-1.1968628,-1.0472338,"('distant', 'open')",-1.1968628,-1.0472338,0.149629
7,1.4755563,1.4256504,"('insensitive', 'sensitive')",1.4755563,1.4256504,-0.0499059
8,0.3638205,0.32139522,"('unaffectionate', 'affectionate')",0.3638205,0.3213952,-0.0424253
9,1.9770005,2.0882347,"('unaffectionate', 'caring')",1.9770005,2.0882347,0.1112342
10,1.8067725,1.6564018,"('unsympathetic', 'sympathetic')",1.8067725,1.6564018,-0.1503707
11,2.8196263,2.846688,"('unhelpful', 'helpful')",2.8196263,2.846688,0.0270617
12,-0.67272836,-0.4988602,"('unsupportive', 'supportive')",-0.6727284,-0.4988602,0.1738682
13,1.0615416,1.0334817,"('impolite', 'polite')",1.0615416,1.0334817,-0.0280599
14,0.94097733,0.8649603,"('antisocial', 'social')",0.9409773,0.8649603,-0.076017
15,0.33694234,0.43624884,"('boring', 'funny')",0.3369423,0.4362488,0.0993065
16,-0.9006419,-0.8281615,"('unpopular', 'popular')",-0.9006419,-0.8281615,0.0724804
17,-0.6232617,-0.5779174,"('nasty', 'nice')",-0.6232617,-0.5779174,0.0453443
18,-0.6991993,-0.6500375,"('disagreeable', 'welcoming')",-0.6991993,-0.6500375,0.0491618
19,-0.6542838,-0.49429327,"('inhospitable', 'hospitable')",-0.6542838,-0.4942933,0.1599905
20,0.91900307,0.8712261,"('rough', 'thoughtful')",0.9190031,0.8712261,-0.047777
21,0.83170015,0.8349718,"('immoral', 'moral')",0.8317001,0.8349718,0.0032717
22,0.32752407,0.3926996,"('untrustworthy', 'trustworthy')",0.3275241,0.3926996,0.0651755
23,7.199065,7.0651126,"('insincere', 'sincere')",7.1990652,7.0651126,-0.1339526
24,2.0544045,1.975464,"('dishonest', 'honest')",2.0544045,1.975464,-0.0789405
25,-0.057560176,0.009369969,"('egoistic', 'altruistic')",-0.0575602,0.00937,0.0669302
26,0.8464307,0.9578847,"('hardhearted', 'benevolent')",0.8464307,0.9578847,0.111454
27,1.6425959,1.4887187,"('hardhearted', 'softhearted')",1.6425959,1.4887187,-0.1538772
28,1.413834,1.3958428,"('disloyal', 'loyal')",1.413834,1.3958428,-0.0179912
29,-1.0590484,-1.1121192,"('unfair', 'fair')",-1.0590484,-1.1121192,-0.0530708
30,1.7283702,1.6527561,"('intolerant', 'tolerant')",1.7283702,1.6527561,-0.0756141
31,-2.7863474,-2.550793,"('evil', 'good')",-2.7863474,-2.5507929,0.2355545
32,1.9614147,1.9738605,"('unkind', 'kind')",1.9614147,1.9738605,0.0124458
33,-0.6689819,-0.55085504,"('wrong', 'right')",-0.6689819,-0.550855,0.1181269
34,4.9037294,4.911521,"('mean', 'honorable')",4.9037294,4.911521,0.0077916
35,-1.9503022,-1.9572874,"('corrupt', 'incorrupt')",-1.9503022,-1.9572874,-0.0069852
36,-1.8811201,-1.8259867,"('hostile', 'amicable')",-1.8811201,-1.8259867,0.0551334
37,0.47383338,0.2916657,"('fake', 'genuine')",0.4738334,0.2916657,-0.1821677
38,0.9443688,1.1623254,"('untruthful', 'truthful')",0.9443688,1.1623254,0.2179566
39,0.76966244,0.7214072,"('exploitative', 'cooperative')",0.7696624,0.7214072,-0.0482552
40,-2.0316746,-2.06713,"('stingy', 'generous')",-2.0316746,-2.0671301,-0.0354555
41,0.8020582,0.81386226,"('unforgiving', 'forgiving')",0.8020582,0.8138623,0.0118041
42,-2.5907924,-2.5648487,"('unreliable', 'reliable')",-2.5907924,-2.5648487,0.0259437
43,2.2176824,2.2850513,"('irresponsible', 'responsible')",2.2176824,2.2850513,0.0673689
44,-1.6016394,-1.6585666,"('prejudiced', 'unprejudiced')",-1.6016394,-1.6585666,-0.0569272
45,0.67250913,0.6263348,"('incompetent', 'competent')",0.6725091,0.6263348,-0.0461743
46,0.55276424,0.48281902,"('uncompetitive', 'competitive')",0.5527642,0.482819,-0.0699452
47,5.028627,4.851783,"('stupid', 'smart')",5.0286269,4.8517828,-0.1768441
48,1.3402907,1.3075016,"('unintelligent', 'intelligent')",1.3402907,1.3075016,-0.0327891
49,0.44034758,0.42127395,"('unable', 'able')",0.4403476,0.4212739,-0.0190737
50,-0.26133132,-0.2769367,"('clumsy', 'skillful')",-0.2613313,-0.2769367,-0.0156054
51,1.160221,0.949752,"('uneducated', 'educated')",1.160221,0.949752,-0.210469
52,-1.9996331,-2.0736408,"('irrational', 'rational')",-1.9996331,-2.0736408,-0.0740077
53,0.25014004,0.4057294,"('uncreative', 'creative')",0.25014,0.4057294,0.1555894
54,1.079835,1.1209959,"('incapable', 'capable')",1.0798351,1.1209959,0.0411608
55,1.671918,1.5799317,"('incompetent', 'clever')",1.671918,1.5799317,-0.0919863
56,1.8588521,1.8607502,"('impractical', 'practical')",1.8588521,1.8607502,0.0018981
57,-2.4390898,-2.3850548,"('unimaginative', 'imaginative')",-2.4390898,-2.3850548,0.054035
58,0.15733752,0.2036964,"('undiscriminating', 'discriminating')",0.1573375,0.2036964,0.0463589
59,-0.97686684,-0.98053724,"('foolish', 'wise')",-0.9768668,-0.9805372,-0.0036704
60,2.3971565,2.424724,"('inefficient', 'efficient')",2.3971565,2.4247241,0.0275676
61,0.91129893,0.8419758,"('illogical', 'logical')",0.9112989,0.8419758,-0.0693231
62,1.6498318,1.6645554,"('incompetent', 'brilliant')",1.6498318,1.6645554,0.0147236
63,1.5510947,1.7052219,"('unperceptive', 'insightful')",1.5510947,1.7052219,0.1541272
64,-5.6159587,-5.4899607,"('shy', 'confident')",-5.6159587,-5.4899607,0.125998
65,0.9924338,0.9364156,"('insecure', 'secure')",0.9924338,0.9364156,-0.0560182
