,cub_male,cub_female,tuple,average_male,average_female,female-male
0,0.2458351,0.21223871,"('unsociable', 'sociable')",0.2458351,0.2122387,-0.0335964
1,1.7369567,1.8274721,"('unfriendly', 'friendly')",1.7369567,1.8274721,0.0905154
2,0.046839803,0.18247885,"('unlikable', 'likable')",0.0468398,0.1824788,0.135639
3,0.36442783,0.5852546,"('repellent', 'pleasant')",0.3644278,0.5852546,0.2208268
4,-7.5495424,-7.3793173,"('disliked', 'liked')",-7.5495424,-7.3793173,0.1702251
5,-0.085754834,-0.03274322,"('distant', 'outgoing')",-0.0857548,-0.0327432,0.0530116
6,0.16308609,0.2195985,"('distant', 'open')",0.1630861,0.2195985,0.0565124
7,0.8172749,1.0954748,"('insensitive', 'sensitive')",0.8172749,1.0954748,0.2781999
8,1.7027149,1.6843423,"('unaffectionate', 'affectionate')",1.7027149,1.6843423,-0.0183726
9,2.2706094,2.3751307,"('unaffectionate', 'caring')",2.2706094,2.3751307,0.1045213
10,0.91539574,1.0315356,"('unsympathetic', 'sympathetic')",0.9153957,1.0315356,0.1161399
11,2.0147383,2.214154,"('unhelpful', 'helpful')",2.0147383,2.214154,0.1994157
12,-1.4932951,-1.2624447,"('unsupportive', 'supportive')",-1.4932951,-1.2624447,0.2308504
13,0.02590353,0.030077249,"('impolite', 'polite')",0.0259035,0.0300772,0.0041737
14,0.16645737,0.058930643,"('antisocial', 'social')",0.1664574,0.0589306,-0.1075268
15,0.55329406,0.5296341,"('boring', 'funny')",0.5532941,0.5296341,-0.02366
16,-0.6301495,-0.5433437,"('unpopular', 'popular')",-0.6301495,-0.5433437,0.0868058
17,-0.25699812,-0.18912975,"('nasty', 'nice')",-0.2569981,-0.1891298,0.0678683
18,-0.3384531,-0.24311998,"('disagreeable', 'welcoming')",-0.3384531,-0.24312,0.0953331
19,-0.2492084,-0.15695469,"('inhospitable', 'hospitable')",-0.2492084,-0.1569547,0.0922537
20,0.5145152,0.36514986,"('rough', 'thoughtful')",0.5145152,0.3651499,-0.1493653
21,-0.14848672,0.0067103673,"('immoral', 'moral')",-0.1484867,0.0067104,0.1551971
22,-0.779893,-0.57507783,"('untrustworthy', 'trustworthy')",-0.779893,-0.5750778,0.2048152
23,6.745942,6.827916,"('insincere', 'sincere')",6.7459421,6.8279161,0.081974
