,ignorance_male,ignorance_female,tuple,average_male,average_female,female-male
0,0.3818277,0.27698228,"('unsociable', 'sociable')",0.3818277,0.2769823,-0.1048454
1,1.2969741,1.3554336,"('unfriendly', 'friendly')",1.2969741,1.3554336,0.0584595
2,0.6967944,0.78275806,"('unlikable', 'likable')",0.6967944,0.7827581,0.0859637
3,1.21975,1.2873677,"('repellent', 'pleasant')",1.21975,1.2873677,0.0676177
4,-6.823766,-6.781337,"('disliked', 'liked')",-6.8237662,-6.7813368,0.0424294
5,-0.16069569,-0.060840543,"('distant', 'outgoing')",-0.1606957,-0.0608405,0.0998552
6,0.045038793,0.1670666,"('distant', 'open')",0.0450388,0.1670666,0.1220278
7,1.6616299,1.6671598,"('insensitive', 'sensitive')",1.6616299,1.6671598,0.0055299
8,0.76250714,0.8075266,"('unaffectionate', 'affectionate')",0.7625071,0.8075266,0.0450195
9,1.1806524,1.2478745,"('unaffectionate', 'caring')",1.1806524,1.2478745,0.0672221
10,1.7652642,1.7475805,"('unsympathetic', 'sympathetic')",1.7652642,1.7475805,-0.0176837
11,2.2792227,2.288948,"('unhelpful', 'helpful')",2.2792227,2.2889481,0.0097254
12,-0.86522925,-0.81722903,"('unsupportive', 'supportive')",-0.8652292,-0.817229,0.0480002
13,0.62128067,0.51325476,"('impolite', 'polite')",0.6212807,0.5132548,-0.1080259
14,0.46862337,0.31287035,"('antisocial', 'social')",0.4686234,0.3128704,-0.155753
15,0.16199258,0.18017688,"('boring', 'funny')",0.1619926,0.1801769,0.0181843
16,-0.5798276,-0.4730996,"('unpopular', 'popular')",-0.5798276,-0.4730996,0.106728
17,-0.04601165,-0.030360743,"('nasty', 'nice')",-0.0460116,-0.0303607,0.0156509
18,-0.060945384,-0.05924263,"('disagreeable', 'welcoming')",-0.0609454,-0.0592426,0.0017028
19,-0.2295028,-0.098774426,"('inhospitable', 'hospitable')",-0.2295028,-0.0987744,0.1307284
20,0.9000631,0.7964883,"('rough', 'thoughtful')",0.9000631,0.7964883,-0.1035748
21,0.63438016,0.6399312,"('immoral', 'moral')",0.6343802,0.6399312,0.005551
22,0.07127281,0.016027298,"('untrustworthy', 'trustworthy')",0.0712728,0.0160273,-0.0552455
23,6.844684,6.875652,"('insincere', 'sincere')",6.8446841,6.8756518,0.0309677
24,2.3657606,2.3773832,"('dishonest', 'honest')",2.3657606,2.3773832,0.0116226
25,0.081212774,0.071200624,"('egoistic', 'altruistic')",0.0812128,0.0712006,-0.0100122
26,-0.11779182,-0.09612055,"('hardhearted', 'benevolent')",-0.1177918,-0.0961206,0.0216712
27,1.5209235,1.4225701,"('hardhearted', 'softhearted')",1.5209235,1.4225701,-0.0983534
28,1.3311145,1.3841646,"('disloyal', 'loyal')",1.3311145,1.3841646,0.0530501
29,-0.22180383,-0.28491333,"('unfair', 'fair')",-0.2218038,-0.2849133,-0.0631095
30,1.1834431,1.0834589,"('intolerant', 'tolerant')",1.1834431,1.0834589,-0.0999842
31,-1.6135318,-1.5753598,"('evil', 'good')",-1.6135318,-1.5753598,0.038172
32,1.3886393,1.3253902,"('unkind', 'kind')",1.3886393,1.3253902,-0.0632491
33,-0.85880816,-0.79024225,"('wrong', 'right')",-0.8588082,-0.7902423,0.0685659
34,4.485952,4.6557426,"('mean', 'honorable')",4.4859519,4.6557426,0.1697907
35,-1.202728,-1.2325811,"('corrupt', 'incorrupt')",-1.202728,-1.2325811,-0.0298531
36,-1.5669605,-1.4707739,"('hostile', 'amicable')",-1.5669605,-1.4707739,0.0961866
37,1.0336888,1.0333382,"('fake', 'genuine')",1.0336888,1.0333382,-0.0003506
38,0.17517449,0.16092846,"('untruthful', 'truthful')",0.1751745,0.1609285,-0.014246
39,0.14666447,0.1331272,"('exploitative', 'cooperative')",0.1466645,0.1331272,-0.0135373
40,-0.8139873,-0.8436156,"('stingy', 'generous')",-0.8139873,-0.8436156,-0.0296283
41,-0.26729718,-0.32001635,"('unforgiving', 'forgiving')",-0.2672972,-0.3200164,-0.0527192
42,-1.2899595,-1.2701619,"('unreliable', 'reliable')",-1.2899595,-1.2701619,0.0197976
43,1.6348575,1.5656495,"('irresponsible', 'responsible')",1.6348575,1.5656495,-0.069208
44,-1.3464026,-1.4607253,"('prejudiced', 'unprejudiced')",-1.3464026,-1.4607253,-0.1143227
45,0.95595676,0.9163209,"('incompetent', 'competent')",0.9559568,0.9163209,-0.0396359
46,-0.0067136697,0.02983678,"('uncompetitive', 'competitive')",-0.0067137,0.0298368,0.0365505
47,5.473065,5.601868,"('stupid', 'smart')",5.4730649,5.6018682,0.1288033
48,1.1595987,1.1607239,"('unintelligent', 'intelligent')",1.1595987,1.1607239,0.0011252
49,0.35606956,0.519028,"('unable', 'able')",0.3560696,0.519028,0.1629584
50,0.31542778,0.4868543,"('clumsy', 'skillful')",0.3154278,0.4868543,0.1714265
