,fan_male,fan_female,tuple,average_male,average_female,female-male
0,-0.500463,-0.59247905,"('unsociable', 'sociable')",-0.500463,-0.5924791,-0.0920161
1,1.7066797,1.649981,"('unfriendly', 'friendly')",1.7066797,1.649981,-0.0566987
2,0.024885513,0.09103981,"('unlikable', 'likable')",0.0248855,0.0910398,0.0661543
3,0.67959726,0.724122,"('repellent', 'pleasant')",0.6795973,0.724122,0.0445247
4,-7.2227836,-7.2900357,"('disliked', 'liked')",-7.2227836,-7.2900357,-0.0672521
5,-0.20625775,-0.11859407,"('distant', 'outgoing')",-0.2062577,-0.1185941,0.0876636
6,0.51467955,0.5463461,"('distant', 'open')",0.5146796,0.5463461,0.0316665
7,0.46179616,0.5474159,"('insensitive', 'sensitive')",0.4617962,0.5474159,0.0856197
8,1.509784,1.4180589,"('unaffectionate', 'affectionate')",1.509784,1.4180589,-0.0917251
9,1.6359367,1.657541,"('unaffectionate', 'caring')",1.6359367,1.657541,0.0216043
10,0.44416526,0.43259093,"('unsympathetic', 'sympathetic')",0.4441653,0.4325909,-0.0115744
11,1.0152298,1.07814,"('unhelpful', 'helpful')",1.0152298,1.07814,0.0629102
12,-1.642454,-1.6350824,"('unsupportive', 'supportive')",-1.642454,-1.6350824,0.0073716
13,-0.6982147,-0.73572266,"('impolite', 'polite')",-0.6982147,-0.7357227,-0.037508
14,-0.4311864,-0.48444164,"('antisocial', 'social')",-0.4311864,-0.4844416,-0.0532552
15,0.12756695,0.10261242,"('boring', 'funny')",0.1275669,0.1026124,-0.0249545
16,-0.08442773,-0.040597685,"('unpopular', 'popular')",-0.0844277,-0.0405977,0.04383
17,0.02064946,0.098319404,"('nasty', 'nice')",0.0206495,0.0983194,0.0776699
18,-0.09214178,-0.16144517,"('disagreeable', 'welcoming')",-0.0921418,-0.1614452,-0.0693034
19,-0.35010493,-0.3494854,"('inhospitable', 'hospitable')",-0.3501049,-0.3494854,0.0006195
20,0.82440686,0.7550001,"('rough', 'thoughtful')",0.8244069,0.7550001,-0.0694068
21,-0.97227794,-0.8575242,"('immoral', 'moral')",-0.9722779,-0.8575242,0.1147537
22,-0.7312946,-0.7321741,"('untrustworthy', 'trustworthy')",-0.7312946,-0.7321741,-0.0008795
23,5.9936256,6.0365524,"('insincere', 'sincere')",5.9936256,6.0365524,0.0429268
24,1.1771134,1.0596879,"('dishonest', 'honest')",1.1771134,1.0596879,-0.1174255
25,0.9921312,0.8756219,"('egoistic', 'altruistic')",0.9921312,0.8756219,-0.1165093
26,0.8980789,0.79335165,"('hardhearted', 'benevolent')",0.8980789,0.7933517,-0.1047272
27,1.7594718,1.6152197,"('hardhearted', 'softhearted')",1.7594718,1.6152197,-0.1442521
28,1.0874163,1.0171789,"('disloyal', 'loyal')",1.0874163,1.0171789,-0.0702374
29,-0.5754381,-0.6553873,"('unfair', 'fair')",-0.5754381,-0.6553873,-0.0799492
30,0.5844472,0.5463625,"('intolerant', 'tolerant')",0.5844472,0.5463625,-0.0380847
31,-0.5089461,-0.50086176,"('evil', 'good')",-0.5089461,-0.5008618,0.0080843
32,0.79312605,0.74981374,"('unkind', 'kind')",0.793126,0.7498137,-0.0433123
33,-0.40339926,-0.42102322,"('wrong', 'right')",-0.4033993,-0.4210232,-0.0176239
34,4.308559,4.4554734,"('mean', 'honorable')",4.3085589,4.4554734,0.1469145
35,-0.24111506,-0.49617457,"('corrupt', 'incorrupt')",-0.2411151,-0.4961746,-0.2550595
36,-0.22553203,-0.31674793,"('hostile', 'amicable')",-0.225532,-0.3167479,-0.0912159
37,0.81781757,0.79557043,"('fake', 'genuine')",0.8178176,0.7955704,-0.0222472
38,-0.22567293,-0.18746686,"('untruthful', 'truthful')",-0.2256729,-0.1874669,0.038206
39,0.22207016,0.19597805,"('exploitative', 'cooperative')",0.2220702,0.195978,-0.0260922
40,-0.979268,-1.2062094,"('stingy', 'generous')",-0.979268,-1.2062094,-0.2269414
41,-0.18879196,-0.2162368,"('unforgiving', 'forgiving')",-0.188792,-0.2162368,-0.0274448
42,-2.5265903,-2.5444505,"('unreliable', 'reliable')",-2.5265903,-2.5444505,-0.0178602
43,0.39104235,0.431109,"('irresponsible', 'responsible')",0.3910424,0.431109,0.0400666
44,-1.1046113,-1.0628784,"('prejudiced', 'unprejudiced')",-1.1046113,-1.0628784,0.0417329
45,-0.5380032,-0.5437585,"('incompetent', 'competent')",-0.5380032,-0.5437585,-0.0057553
46,-1.3012009,-1.351538,"('uncompetitive', 'competitive')",-1.3012009,-1.3515379,-0.050337
47,4.676357,4.828013,"('stupid', 'smart')",4.6763568,4.8280129,0.1516561
48,0.47055808,0.3664472,"('unintelligent', 'intelligent')",0.4705581,0.3664472,-0.1041109
49,0.35673648,0.40529168,"('unable', 'able')",0.3567365,0.4052917,0.0485552
50,-0.012248892,-0.035371292,"('clumsy', 'skillful')",-0.0122489,-0.0353713,-0.0231224
51,0.41910487,0.35745674,"('uneducated', 'educated')",0.4191049,0.3574567,-0.0616482
52,-0.090560004,-0.17078432,"('irrational', 'rational')",-0.09056,-0.1707843,-0.0802243
53,0.29149178,0.20095362,"('uncreative', 'creative')",0.2914918,0.2009536,-0.0905382
54,1.1973593,1.2910616,"('incapable', 'capable')",1.1973593,1.2910616,0.0937023
55,0.4465542,0.422093,"('incompetent', 'clever')",0.4465542,0.422093,-0.0244612
56,0.034396466,0.039070684,"('impractical', 'practical')",0.0343965,0.0390707,0.0046742
57,-2.903233,-2.872682,"('unimaginative', 'imaginative')",-2.9032331,-2.8726821,0.030551
58,0.17420596,0.19914092,"('undiscriminating', 'discriminating')",0.174206,0.1991409,0.0249349
59,0.24749354,0.27567828,"('foolish', 'wise')",0.2474935,0.2756783,0.0281848
60,-0.3778315,-0.30870968,"('inefficient', 'efficient')",-0.3778315,-0.3087097,0.0691218
61,-0.14311104,-0.32708004,"('illogical', 'logical')",-0.143111,-0.32708,-0.183969
62,-0.1402342,-0.03963273,"('incompetent', 'brilliant')",-0.1402342,-0.0396327,0.1006015
63,-0.5455054,-0.4940327,"('unperceptive', 'insightful')",-0.5455054,-0.4940327,0.0514727
64,-6.6076436,-6.5773616,"('shy', 'confident')",-6.6076436,-6.5773616,0.030282
65,-0.50021136,-0.4830333,"('insecure', 'secure')",-0.5002114,-0.4830333,0.0171781
66,-0.008062936,-0.056713287,"('inactive', 'active')",-0.0080629,-0.0567133,-0.0486504
67,-0.37470376,-0.34507823,"('doubtful', 'determined')",-0.3747038,-0.3450782,0.0296256
