,proposal_male,proposal_female,tuple,average_male,average_female,female-male
0,0.90026313,0.6526457,"('unsociable', 'sociable')",0.9002631,0.6526457,-0.2476174
1,0.60568476,0.54610395,"('unfriendly', 'friendly')",0.6056848,0.546104,-0.0595808
2,0.37946156,0.5040329,"('unlikable', 'likable')",0.3794616,0.5040329,0.1245713
3,1.1951153,1.1949865,"('repellent', 'pleasant')",1.1951153,1.1949865,-0.0001288
4,-6.751781,-6.8519588,"('disliked', 'liked')",-6.751781,-6.8519588,-0.1001778
5,-1.3147602,-1.097003,"('distant', 'outgoing')",-1.3147602,-1.097003,0.2177572
6,-1.2064241,-0.9849275,"('distant', 'open')",-1.2064241,-0.9849275,0.2214966
7,1.168798,1.0915316,"('insensitive', 'sensitive')",1.168798,1.0915316,-0.0772664
8,0.2241527,0.28173605,"('unaffectionate', 'affectionate')",0.2241527,0.281736,0.0575833
9,1.3855824,1.4526172,"('unaffectionate', 'caring')",1.3855824,1.4526172,0.0670348
10,1.77344,1.7514997,"('unsympathetic', 'sympathetic')",1.77344,1.7514997,-0.0219403
11,2.8517423,2.7977655,"('unhelpful', 'helpful')",2.8517423,2.7977655,-0.0539768
12,-1.0343866,-1.117967,"('unsupportive', 'supportive')",-1.0343866,-1.117967,-0.0835804
13,1.1103178,0.9904202,"('impolite', 'polite')",1.1103178,0.9904202,-0.1198976
14,0.99140316,0.7684697,"('antisocial', 'social')",0.9914032,0.7684697,-0.2229335
15,0.56457007,0.47762698,"('boring', 'funny')",0.5645701,0.477627,-0.0869431
16,-0.19672576,-0.24814743,"('unpopular', 'popular')",-0.1967258,-0.2481474,-0.0514216
17,-0.45966804,-0.37865916,"('nasty', 'nice')",-0.459668,-0.3786592,0.0810088
18,-1.0894572,-1.1278526,"('disagreeable', 'welcoming')",-1.0894572,-1.1278526,-0.0383954
19,-1.5659788,-1.3741356,"('inhospitable', 'hospitable')",-1.5659788,-1.3741356,0.1918432
20,1.0110614,0.8585488,"('rough', 'thoughtful')",1.0110614,0.8585488,-0.1525126
21,0.71703124,0.6993112,"('immoral', 'moral')",0.7170312,0.6993112,-0.01772
22,0.0714329,0.030193523,"('untrustworthy', 'trustworthy')",0.0714329,0.0301935,-0.0412394
23,6.624474,6.574427,"('insincere', 'sincere')",6.624474,6.5744271,-0.0500469
24,1.6905738,1.7225494,"('dishonest', 'honest')",1.6905738,1.7225494,0.0319756
25,0.017463684,-0.015871264,"('egoistic', 'altruistic')",0.0174637,-0.0158713,-0.033335
26,0.6050155,0.39572415,"('hardhearted', 'benevolent')",0.6050155,0.3957241,-0.2092914
27,1.0589463,0.9251597,"('hardhearted', 'softhearted')",1.0589463,0.9251597,-0.1337866
28,1.1539794,1.0919471,"('disloyal', 'loyal')",1.1539794,1.0919471,-0.0620323
29,-0.86851317,-0.8653622,"('unfair', 'fair')",-0.8685132,-0.8653622,0.003151
30,1.474238,1.3832033,"('intolerant', 'tolerant')",1.474238,1.3832033,-0.0910347
31,-2.5999897,-2.4407113,"('evil', 'good')",-2.5999897,-2.4407113,0.1592784
32,1.4979393,1.3905232,"('unkind', 'kind')",1.4979393,1.3905232,-0.1074161
33,-0.7835314,-0.7118021,"('wrong', 'right')",-0.7835314,-0.7118021,0.0717293
34,4.2073703,4.3965607,"('mean', 'honorable')",4.2073703,4.3965607,0.1891904
35,-2.0675483,-2.0644536,"('corrupt', 'incorrupt')",-2.0675483,-2.0644536,0.0030947
36,-1.8905656,-1.8273579,"('hostile', 'amicable')",-1.8905656,-1.8273579,0.0632077
37,0.25446957,0.33210725,"('fake', 'genuine')",0.2544696,0.3321072,0.0776376
38,0.05756017,0.06792158,"('untruthful', 'truthful')",0.0575602,0.0679216,0.0103614
39,0.26028946,0.23576838,"('exploitative', 'cooperative')",0.2602895,0.2357684,-0.0245211
40,-1.887376,-2.013883,"('stingy', 'generous')",-1.887376,-2.0138831,-0.1265071
41,0.23543501,0.1691682,"('unforgiving', 'forgiving')",0.235435,0.1691682,-0.0662668
42,-1.8313166,-1.8307515,"('unreliable', 'reliable')",-1.8313166,-1.8307515,0.0005651
43,1.7272288,1.6987883,"('irresponsible', 'responsible')",1.7272288,1.6987883,-0.0284405
44,-1.4018377,-1.3435819,"('prejudiced', 'unprejudiced')",-1.4018377,-1.3435819,0.0582558
45,0.97261983,0.89887226,"('incompetent', 'competent')",0.9726198,0.8988723,-0.0737475
46,0.24871139,0.17507374,"('uncompetitive', 'competitive')",0.2487114,0.1750737,-0.0736377
47,5.238253,5.416717,"('stupid', 'smart')",5.2382531,5.4167171,0.178464
48,1.2610278,1.1111262,"('unintelligent', 'intelligent')",1.2610278,1.1111262,-0.1499016
49,-0.03752362,0.08654737,"('unable', 'able')",-0.0375236,0.0865474,0.124071
50,-0.6670365,-0.63566995,"('clumsy', 'skillful')",-0.6670365,-0.6356699,0.0313666
51,0.8049037,0.7113061,"('uneducated', 'educated')",0.8049037,0.7113061,-0.0935976
52,-1.1653867,-1.2250003,"('irrational', 'rational')",-1.1653867,-1.2250003,-0.0596136
53,0.28465375,0.23957677,"('uncreative', 'creative')",0.2846538,0.2395768,-0.045077
54,0.7043295,0.8749304,"('incapable', 'capable')",0.7043295,0.8749304,0.1706009
55,1.8676939,1.7414877,"('incompetent', 'clever')",1.8676939,1.7414877,-0.1262062
56,2.0607224,1.8907288,"('impractical', 'practical')",2.0607224,1.8907288,-0.1699936
57,-1.6577374,-1.7699646,"('unimaginative', 'imaginative')",-1.6577374,-1.7699646,-0.1122272
58,-0.45237002,-0.42768785,"('undiscriminating', 'discriminating')",-0.45237,-0.4276879,0.0246821
59,-0.71354836,-0.59857386,"('foolish', 'wise')",-0.7135484,-0.5985739,0.1149745
60,1.9696072,1.9150498,"('inefficient', 'efficient')",1.9696072,1.9150498,-0.0545574
61,0.2618627,0.033875562,"('illogical', 'logical')",0.2618627,0.0338756,-0.2279871
62,2.2720337,2.249855,"('incompetent', 'brilliant')",2.2720337,2.249855,-0.0221787
63,0.85330117,0.8440102,"('unperceptive', 'insightful')",0.8533012,0.8440102,-0.009291
64,-5.1456637,-5.239658,"('shy', 'confident')",-5.1456637,-5.2396579,-0.0939942
65,1.005745,0.9933124,"('insecure', 'secure')",1.0057451,0.9933124,-0.0124327
66,-0.78214455,-0.83969235,"('inactive', 'active')",-0.7821445,-0.8396924,-0.0575479
67,-0.22792846,-0.18538547,"('doubtful', 'determined')",-0.2279285,-0.1853855,0.042543
68,-0.658633,-0.6083063,"('dependent', 'independent')",-0.658633,-0.6083063,0.0503267
69,-2.140565,-2.0827153,"('lazy', 'industrious')",-2.1405649,-2.0827153,0.0578496
70,1.9278109,1.8443977,"('lethargic', 'energetic')",1.9278109,1.8443977,-0.0834132
71,0.015486813,0.059963614,"('diffident', 'self-confident')",0.0154868,0.0599636,0.0444768
72,0.988744,1.0687276,"('unambitious', 'ambitious')",0.988744,1.0687276,0.0799836
73,-3.3291504,-3.2862685,"('helpless', 'self-reliant')",-3.3291504,-3.2862685,0.0428819
74,0.14169762,0.04964395,"('undedicated', 'dedicated')",0.1416976,0.0496439,-0.0920537
75,-1.1598006,-0.9736701,"('meek', 'impulsive')",-1.1598006,-0.9736701,0.1861305
76,0.9366556,0.93492323,"('anxious', 'daring')",0.9366556,0.9349232,-0.0017324
77,-0.382987,-0.41718155,"('unmotivated', 'motivated')",-0.382987,-0.4171816,-0.0341946
78,-0.63458544,-0.682,"('nonresilient', 'resilient')",-0.6345854,-0.682,-0.0474146
79,-1.2180516,-1.0915102,"('wavering', 'unwavering')",-1.2180516,-1.0915102,0.1265414
80,0.606148,0.42387062,"('dominated', 'dominating')",0.606148,0.4238706,-0.1822774
81,1.0644271,0.9947128,"('submissive', 'aggressive')",1.0644271,0.9947128,-0.0697143
82,6.5636525,6.749732,"('poor', 'rich')",6.5636525,6.749732,0.1860795
83,-0.35736096,-0.35172415,"('powerless', 'powerful')",-0.357361,-0.3517241,0.0056369
84,-0.33443004,-0.27880394,"('inferior', 'superior')",-0.33443,-0.2788039,0.0556261
85,-1.9664669,-2.0145845,"('insignificant', 'prestigious')",-1.9664669,-2.0145845,-0.0481176
86,0.9612199,0.87334657,"('uninfluential', 'influential')",0.9612199,0.8733466,-0.0878733
87,0.0781433,0.08620265,"('unsuccessful', 'successful')",0.0781433,0.0862027,0.0080594
88,0.6715862,0.52163273,"('low', 'eminent')",0.6715862,0.5216327,-0.1499535
