,invesco_male,invesco_female,tuple,ltd_male,ltd_female,average_male,average_female,female-male
0,-1.1312023,-1.2137599,"('unsociable', 'sociable')",-0.28923893,-0.34848413,-0.7102206,-0.781122,-0.0709014
1,-1.50712,-1.6400038,"('unfriendly', 'friendly')",2.064547,1.9247596,0.2787135,0.1423779,-0.1363356
2,0.8644323,0.93366647,"('unlikable', 'likable')",0.43794784,0.48329294,0.65119,0.7084797,0.0572897
3,0.27552176,0.33318153,"('repellent', 'pleasant')",0.41051596,0.5212318,0.3430189,0.4272066,0.0841877
4,0.09287158,-0.021079373,"('disliked', 'liked')",-5.6703734,-5.6218915,-2.7887509,-2.8214855,-0.0327346
5,-1.0760388,-1.0548121,"('distant', 'outgoing')",-0.18201353,-0.28477567,-0.6290262,-0.6697938,-0.0407676
6,-1.2195345,-1.2238991,"('distant', 'open')",0.45583895,0.28884554,-0.3818478,-0.4675268,-0.085679
7,-0.7029924,-0.71942985,"('insensitive', 'sensitive')",0.97933173,1.0013813,0.1381697,0.1409757,0.002806
8,-1.6845123,-1.7595073,"('unaffectionate', 'affectionate')",1.0996367,0.9892507,-0.2924378,-0.3851283,-0.0926905
9,-1.523383,-1.580329,"('unaffectionate', 'caring')",1.4011594,1.3032832,-0.0611118,-0.1385229,-0.0774111
10,-1.0324405,-1.0392023,"('unsympathetic', 'sympathetic')",0.26064447,0.41772866,-0.3858981,-0.3107368,0.0751613
11,-0.6629584,-0.6050339,"('unhelpful', 'helpful')",1.4193734,1.5434433,0.3782075,0.4692047,0.0909972
12,-0.9870158,-0.94047344,"('unsupportive', 'supportive')",-1.5010146,-1.4611547,-1.2440152,-1.200814,0.0432012
13,-0.48011228,-0.4014758,"('impolite', 'polite')",-0.8336545,-0.70954096,-0.6568834,-0.5555084,0.101375
14,0.61024916,0.60911405,"('antisocial', 'social')",0.16572557,0.27560386,0.3879874,0.442359,0.0543716
15,0.41990378,0.2973292,"('boring', 'funny')",0.62247837,0.58491886,0.5211911,0.441124,-0.0800671
16,-0.8467745,-0.82734704,"('unpopular', 'popular')",0.08016479,0.10885143,-0.3833049,-0.3592478,0.0240571
17,-0.50596124,-0.43410444,"('nasty', 'nice')",-0.4627244,-0.37677872,-0.4843428,-0.4054416,0.0789012
18,-0.86523473,-0.8128468,"('disagreeable', 'welcoming')",-0.83441645,-0.8735693,-0.8498256,-0.8432081,0.0066175
19,-1.7821985,-1.7664357,"('inhospitable', 'hospitable')",-0.4577464,-0.4784627,-1.1199725,-1.1224492,-0.0024767
20,0.21891588,0.19573018,"('rough', 'thoughtful')",1.1351533,1.0928239,0.6770346,0.644277,-0.0327576
21,-0.57947624,-0.5728802,"('immoral', 'moral')",-0.97078615,-0.89286447,-0.7751312,-0.7328724,0.0422588
22,-0.3838861,-0.41627035,"('untrustworthy', 'trustworthy')",-0.17806855,-0.15551482,-0.2809773,-0.2858926,-0.0049153
23,-1.4727783,-1.4936125,"('insincere', 'sincere')",5.570977,5.507786,2.0490994,2.0070868,-0.0420126
24,-0.5652007,-0.545641,"('dishonest', 'honest')",0.8351876,0.7969504,0.1349935,0.1256547,-0.0093388
25,-0.07188916,-0.13008547,"('egoistic', 'altruistic')",1.107043,0.9742166,0.5175769,0.4220656,-0.0955113
26,0.6972339,0.5350386,"('hardhearted', 'benevolent')",2.6773815,2.608231,1.6873077,1.5716348,-0.1156729
27,-0.6609848,-0.7025369,"('hardhearted', 'softhearted')",0.8650944,0.654067,0.1020548,-0.024235,-0.1262898
28,-1.2683768,-1.3957978,"('disloyal', 'loyal')",1.422348,1.2577846,0.0769856,-0.0690066,-0.1459922
29,-0.56121975,-0.5957732,"('unfair', 'fair')",-0.4361441,-0.5951068,-0.4986819,-0.59544,-0.0967581
30,0.16177061,0.17379117,"('intolerant', 'tolerant')",0.84712887,0.9957014,0.5044497,0.5847462,0.0802965
31,-0.6714233,-0.70115536,"('evil', 'good')",-0.42338678,-0.55464625,-0.5474051,-0.6279008,-0.0804957
32,-0.5295446,-0.56597567,"('unkind', 'kind')",0.9047423,0.77276325,0.1875989,0.1033938,-0.0842051
33,0.26298833,0.21992591,"('wrong', 'right')",-0.029887479,-0.20716062,0.1165504,0.0063826,-0.1101678
34,-0.31313604,-0.21785544,"('mean', 'honorable')",4.8443136,5.0306025,2.2655888,2.4063735,0.1407847
35,-0.12524346,-0.287993,"('corrupt', 'incorrupt')",-0.1716912,-0.43432936,-0.1484673,-0.3611612,-0.2126939
36,-0.08358182,-0.25112805,"('hostile', 'amicable')",0.57728446,0.35471964,0.2468513,0.0517958,-0.1950555
37,-0.31921646,-0.3579952,"('fake', 'genuine')",0.26827514,0.25826553,-0.0254707,-0.0498648,-0.0243941
38,-1.0994736,-1.107935,"('untruthful', 'truthful')",0.19493836,0.2896891,-0.4522676,-0.4091229,0.0431447
39,0.046813305,0.13810623,"('exploitative', 'cooperative')",0.10170217,0.13543019,0.0742577,0.1367682,0.0625105
40,0.7676495,0.67655456,"('stingy', 'generous')",-1.2868044,-1.3142543,-0.2595775,-0.3188499,-0.0592724
41,-0.40105087,-0.4756846,"('unforgiving', 'forgiving')",0.41733155,0.35585275,0.0081403,-0.0599159,-0.0680562
42,0.43075067,0.5595784,"('unreliable', 'reliable')",-2.9146252,-2.736479,-1.2419373,-1.0884503,0.153487
43,-1.221784,-1.1121505,"('irresponsible', 'responsible')",0.9885144,1.1050811,-0.1166348,-0.0035347,0.1131001
44,0.5481376,0.60956013,"('prejudiced', 'unprejudiced')",-2.245901,-2.206966,-0.8488817,-0.7987029,0.0501788
45,-0.6053865,-0.7097686,"('incompetent', 'competent')",0.89996165,0.90557086,0.1472876,0.0979011,-0.0493865
46,-0.21223733,-0.19611102,"('uncompetitive', 'competitive')",-0.19464004,-0.10803895,-0.2034387,-0.152075,0.0513637
47,-0.25314605,-0.13229525,"('stupid', 'smart')",5.115333,5.216794,2.4310935,2.5422494,0.1111559
48,-0.5320846,-0.5756085,"('unintelligent', 'intelligent')",0.4449886,0.51948965,-0.043548,-0.0280594,0.0154886
49,-0.71716845,-0.56607825,"('unable', 'able')",-0.6380224,-0.57118404,-0.6775954,-0.5686312,0.1089642
50,-0.20964639,-0.18160808,"('clumsy', 'skillful')",-0.5254397,-0.5778447,-0.367543,-0.3797264,-0.0121834
51,-0.8072251,-0.8519898,"('uneducated', 'educated')",0.14600113,0.18860264,-0.330612,-0.3316936,-0.0010816
52,-0.752607,-0.9228769,"('irrational', 'rational')",-0.3496393,-0.55884874,-0.5511231,-0.7408628,-0.1897397
53,-1.3117584,-1.343371,"('uncreative', 'creative')",0.9937365,0.907254,-0.1590109,-0.2180585,-0.0590476
54,-0.97566587,-0.9999088,"('incapable', 'capable')",1.1545504,1.0796385,0.0894423,0.0398648,-0.0495775
55,-0.24789207,-0.24417591,"('incompetent', 'clever')",0.7239609,0.85339975,0.2380344,0.3046119,0.0665775
56,-0.075091474,-0.07473971,"('impractical', 'practical')",0.11865548,0.24493149,0.021782,0.0850959,0.0633139
57,-0.021838676,-0.11508469,"('unimaginative', 'imaginative')",-0.8907375,-0.7966809,-0.4562881,-0.4558828,0.0004053
58,-0.33261478,-0.43295103,"('undiscriminating', 'discriminating')",1.0352587,1.0295981,0.3513219,0.2983235,-0.0529984
59,-0.74576265,-0.7443961,"('foolish', 'wise')",0.115437195,0.10238598,-0.3151627,-0.321005,-0.0058423
60,-0.20299685,-0.04589492,"('inefficient', 'efficient')",-0.48501378,-0.19190799,-0.3440053,-0.1189015,0.2251038
61,-0.52338254,-0.58931416,"('illogical', 'logical')",0.678314,0.45044935,0.0774657,-0.0694324,-0.1468981
62,0.10115005,0.17004988,"('incompetent', 'brilliant')",0.4374652,0.616801,0.2693076,0.3934255,0.1241179
63,-1.3480871,-1.3275253,"('unperceptive', 'insightful')",0.90333605,1.0204579,-0.2223755,-0.1535337,0.0688418
64,0.46030554,0.5210459,"('shy', 'confident')",-6.3365717,-6.238757,-2.938133,-2.8588557,0.0792773
65,0.29526907,0.2663447,"('insecure', 'secure')",0.10538468,0.29514888,0.2003269,0.2807468,0.0804199
66,-0.2321067,-0.3198866,"('inactive', 'active')",1.0119137,0.9081625,0.3899035,0.294138,-0.0957655
67,0.24988116,0.31009012,"('doubtful', 'determined')",-0.9714666,-0.87966037,-0.3607927,-0.2847851,0.0760076
68,-1.0303704,-0.97454995,"('dependent', 'independent')",-0.9828107,-0.9429579,-1.0065905,-0.9587539,0.0478366
69,0.91757816,0.90302455,"('lazy', 'industrious')",-0.54001415,-0.671749,0.188782,0.1156378,-0.0731442
70,-0.027294766,-0.0674488,"('lethargic', 'energetic')",1.0699304,1.1811402,0.5213178,0.5568457,0.0355279
