,contractor_male,contractor_female,tuple,average_male,average_female,female-male
0,1.1816881,0.8965681,"('unsociable', 'sociable')",1.1816881,0.8965681,-0.28512
1,0.62121546,0.7237625,"('unfriendly', 'friendly')",0.6212155,0.7237625,0.102547
2,0.38564247,0.38893208,"('unlikable', 'likable')",0.3856425,0.3889321,0.0032896
3,0.6202234,0.6244789,"('repellent', 'pleasant')",0.6202234,0.6244789,0.0042555
4,-7.1868496,-7.2601094,"('disliked', 'liked')",-7.1868496,-7.2601094,-0.0732598
5,-1.8659391,-1.7595533,"('distant', 'outgoing')",-1.8659391,-1.7595533,0.1063858
6,-1.8130114,-1.6413798,"('distant', 'open')",-1.8130114,-1.6413798,0.1716316
7,2.1013227,1.9921004,"('insensitive', 'sensitive')",2.1013227,1.9921004,-0.1092223
8,-0.3215284,-0.23524553,"('unaffectionate', 'affectionate')",-0.3215284,-0.2352455,0.0862829
9,0.84297633,0.93914515,"('unaffectionate', 'caring')",0.8429763,0.9391451,0.0961688
10,1.3555503,1.2066653,"('unsympathetic', 'sympathetic')",1.3555503,1.2066653,-0.148885
11,2.5834243,2.411065,"('unhelpful', 'helpful')",2.5834243,2.4110651,-0.1723592
12,-0.8684202,-0.9480973,"('unsupportive', 'supportive')",-0.8684202,-0.9480973,-0.0796771
13,0.8799251,0.5534973,"('impolite', 'polite')",0.8799251,0.5534973,-0.3264278
14,1.2954087,1.0671039,"('antisocial', 'social')",1.2954087,1.0671039,-0.2283048
15,-0.13974312,-0.22028732,"('boring', 'funny')",-0.1397431,-0.2202873,-0.0805442
16,-0.6127791,-0.6402799,"('unpopular', 'popular')",-0.6127791,-0.6402799,-0.0275008
17,-0.3552593,-0.421403,"('nasty', 'nice')",-0.3552593,-0.421403,-0.0661437
18,-0.81797665,-0.8819198,"('disagreeable', 'welcoming')",-0.8179767,-0.8819198,-0.0639431
19,-0.9635352,-0.9303073,"('inhospitable', 'hospitable')",-0.9635352,-0.9303073,0.0332279
20,0.99731916,0.9615106,"('rough', 'thoughtful')",0.9973192,0.9615106,-0.0358086
21,1.0710723,0.88913697,"('immoral', 'moral')",1.0710723,0.889137,-0.1819353
22,0.013969991,-0.15937409,"('untrustworthy', 'trustworthy')",0.01397,-0.1593741,-0.1733441
23,7.3106174,7.2242184,"('insincere', 'sincere')",7.3106174,7.2242184,-0.086399
24,1.6859329,1.6040608,"('dishonest', 'honest')",1.6859329,1.6040608,-0.0818721
25,0.29774484,0.38421655,"('egoistic', 'altruistic')",0.2977448,0.3842165,0.0864717
26,1.2540512,1.3577139,"('hardhearted', 'benevolent')",1.2540512,1.3577139,0.1036627
27,0.82513434,0.72585404,"('hardhearted', 'softhearted')",0.8251343,0.725854,-0.0992803
28,1.4754499,1.4150121,"('disloyal', 'loyal')",1.4754499,1.4150121,-0.0604378
29,-1.0043626,-1.1213446,"('unfair', 'fair')",-1.0043626,-1.1213446,-0.116982
30,1.6751741,1.4838445,"('intolerant', 'tolerant')",1.6751741,1.4838445,-0.1913296
31,-2.3950987,-2.1670842,"('evil', 'good')",-2.3950987,-2.1670842,0.2280145
32,1.5673686,1.393454,"('unkind', 'kind')",1.5673686,1.393454,-0.1739146
33,-0.73876387,-0.76972306,"('wrong', 'right')",-0.7387639,-0.7697231,-0.0309592
34,5.2274776,5.407909,"('mean', 'honorable')",5.2274776,5.4079089,0.1804313
35,-2.0407732,-2.0109453,"('corrupt', 'incorrupt')",-2.0407732,-2.0109453,0.0298279
36,-1.2950568,-1.2285209,"('hostile', 'amicable')",-1.2950568,-1.2285209,0.0665359
37,0.14271937,0.07032932,"('fake', 'genuine')",0.1427194,0.0703293,-0.0723901
38,0.7333661,0.71692824,"('untruthful', 'truthful')",0.7333661,0.7169282,-0.0164379
39,0.5241498,0.4740849,"('exploitative', 'cooperative')",0.5241498,0.4740849,-0.0500649
40,-1.9347756,-2.0194476,"('stingy', 'generous')",-1.9347756,-2.0194476,-0.084672
41,0.8232001,0.69995576,"('unforgiving', 'forgiving')",0.8232001,0.6999558,-0.1232443
42,-2.8594937,-3.0825703,"('unreliable', 'reliable')",-2.8594937,-3.0825703,-0.2230766
43,1.6605388,1.5362548,"('irresponsible', 'responsible')",1.6605388,1.5362548,-0.124284
44,-1.7215492,-1.7380581,"('prejudiced', 'unprejudiced')",-1.7215492,-1.7380581,-0.0165089
45,0.67955947,0.5715387,"('incompetent', 'competent')",0.6795595,0.5715387,-0.1080208
46,0.05586026,-0.17736566,"('uncompetitive', 'competitive')",0.0558603,-0.1773657,-0.233226
47,5.1191044,5.282166,"('stupid', 'smart')",5.1191044,5.282166,0.1630616
48,0.72913426,0.6957922,"('unintelligent', 'intelligent')",0.7291343,0.6957922,-0.0333421
49,-0.19792184,-0.17625996,"('unable', 'able')",-0.1979218,-0.17626,0.0216618
50,-0.88544637,-0.98954916,"('clumsy', 'skillful')",-0.8854464,-0.9895492,-0.1041028
51,1.2682439,0.9924149,"('uneducated', 'educated')",1.2682439,0.9924149,-0.275829
52,-1.6278498,-1.617328,"('irrational', 'rational')",-1.6278498,-1.617328,0.0105218
53,-0.15227687,-0.14494048,"('uncreative', 'creative')",-0.1522769,-0.1449405,0.0073364
54,0.32551497,0.38310644,"('incapable', 'capable')",0.325515,0.3831064,0.0575914
55,1.5364026,1.3940932,"('incompetent', 'clever')",1.5364026,1.3940932,-0.1423094
56,1.7036499,1.5040296,"('impractical', 'practical')",1.7036499,1.5040296,-0.1996203
57,-2.391012,-2.469374,"('unimaginative', 'imaginative')",-2.391012,-2.4693739,-0.0783619
58,0.3611225,0.38103884,"('undiscriminating', 'discriminating')",0.3611225,0.3810388,0.0199163
59,-1.0272548,-1.0226774,"('foolish', 'wise')",-1.0272548,-1.0226774,0.0045774
60,1.900866,1.7763989,"('inefficient', 'efficient')",1.900866,1.7763989,-0.1244671
61,0.6765858,0.49686232,"('illogical', 'logical')",0.6765858,0.4968623,-0.1797235
62,0.86721337,0.79410934,"('incompetent', 'brilliant')",0.8672134,0.7941093,-0.0731041
63,1.0059417,0.9473516,"('unperceptive', 'insightful')",1.0059417,0.9473516,-0.0585901
64,-5.6473923,-5.891273,"('shy', 'confident')",-5.6473923,-5.891273,-0.2438807
65,1.1728222,0.97855455,"('insecure', 'secure')",1.1728222,0.9785545,-0.1942677
66,-0.8642271,-0.7991946,"('inactive', 'active')",-0.8642271,-0.7991946,0.0650325
67,0.59585965,0.5830717,"('doubtful', 'determined')",0.5958596,0.5830717,-0.0127879
68,-1.0937198,-1.1964394,"('dependent', 'independent')",-1.0937198,-1.1964394,-0.1027196
69,-2.1023538,-2.0168264,"('lazy', 'industrious')",-2.1023538,-2.0168264,0.0855274
70,1.6583633,1.4351494,"('lethargic', 'energetic')",1.6583633,1.4351494,-0.2232139
71,0.40337154,0.4753238,"('diffident', 'self-confident')",0.4033715,0.4753238,0.0719523
72,1.1369807,1.1481597,"('unambitious', 'ambitious')",1.1369807,1.1481597,0.011179
73,-3.8813305,-3.9521172,"('helpless', 'self-reliant')",-3.8813305,-3.9521172,-0.0707867
74,0.47457778,0.36574143,"('undedicated', 'dedicated')",0.4745778,0.3657414,-0.1088364
75,-1.4995389,-1.3904998,"('meek', 'impulsive')",-1.4995389,-1.3904998,0.1090391
76,0.25822246,0.122902356,"('anxious', 'daring')",0.2582225,0.1229024,-0.1353201
77,-0.30532122,-0.22976968,"('unmotivated', 'motivated')",-0.3053212,-0.2297697,0.0755515
78,-0.14547297,-0.16632254,"('nonresilient', 'resilient')",-0.145473,-0.1663225,-0.0208495
79,-0.9027504,-0.8391098,"('wavering', 'unwavering')",-0.9027504,-0.8391098,0.0636406
80,0.32838988,0.14433187,"('dominated', 'dominating')",0.3283899,0.1443319,-0.184058
81,0.99727696,0.8517731,"('submissive', 'aggressive')",0.997277,0.8517731,-0.1455039
82,5.645746,5.681744,"('poor', 'rich')",5.6457462,5.6817441,0.0359979
83,0.04393595,-0.008745104,"('powerless', 'powerful')",0.043936,-0.0087451,-0.0526811
84,0.6417298,0.64322853,"('inferior', 'superior')",0.6417298,0.6432285,0.0014987
85,-1.1380605,-0.9938149,"('insignificant', 'prestigious')",-1.1380605,-0.9938149,0.1442456
86,1.1025418,0.94801086,"('uninfluential', 'influential')",1.1025418,0.9480109,-0.1545309
87,0.41828525,0.3957924,"('unsuccessful', 'successful')",0.4182853,0.3957924,-0.0224929
88,0.40221497,0.33251643,"('low', 'eminent')",0.402215,0.3325164,-0.0696986
