,equinox_male,equinox_female,tuple,average_male,average_female,female-male
0,-1.3821685,-1.552749,"('unsociable', 'sociable')",-1.3821685,-1.552749,-0.1705805
1,-1.2711328,-1.3038614,"('unfriendly', 'friendly')",-1.2711328,-1.3038614,-0.0327286
2,-0.055079482,-0.0121372435,"('unlikable', 'likable')",-0.0550795,-0.0121372,0.0429423
3,-0.038810395,0.12668642,"('repellent', 'pleasant')",-0.0388104,0.1266864,0.1654968
4,-2.139597,-2.0613585,"('disliked', 'liked')",-2.1395969,-2.0613585,0.0782384
5,-1.1996431,-1.0837991,"('distant', 'outgoing')",-1.1996431,-1.0837991,0.115844
6,-1.1270148,-0.9497124,"('distant', 'open')",-1.1270148,-0.9497124,0.1773024
7,-0.7386457,-0.69063246,"('insensitive', 'sensitive')",-0.7386457,-0.6906325,0.0480132
8,-0.24382715,-0.20347719,"('unaffectionate', 'affectionate')",-0.2438271,-0.2034772,0.0403499
9,-1.0849969,-1.0152901,"('unaffectionate', 'caring')",-1.0849969,-1.0152901,0.0697068
10,-1.1534846,-1.0310781,"('unsympathetic', 'sympathetic')",-1.1534846,-1.0310781,0.1224065
11,0.06344312,0.07731429,"('unhelpful', 'helpful')",0.0634431,0.0773143,0.0138712
12,-1.4685405,-1.3174558,"('unsupportive', 'supportive')",-1.4685405,-1.3174558,0.1510847
13,-0.7931707,-1.0319304,"('impolite', 'polite')",-0.7931707,-1.0319304,-0.2387597
14,-0.6208246,-0.7660891,"('antisocial', 'social')",-0.6208246,-0.7660891,-0.1452645
15,-0.08928404,-0.24391991,"('boring', 'funny')",-0.089284,-0.2439199,-0.1546359
16,-0.31641433,-0.23729329,"('unpopular', 'popular')",-0.3164143,-0.2372933,0.079121
17,-0.23750572,-0.08138735,"('nasty', 'nice')",-0.2375057,-0.0813873,0.1561184
18,-0.4059065,-0.38584056,"('disagreeable', 'welcoming')",-0.4059065,-0.3858406,0.0200659
19,-1.3425057,-1.1711278,"('inhospitable', 'hospitable')",-1.3425057,-1.1711278,0.1713779
20,0.25100112,0.29461038,"('rough', 'thoughtful')",0.2510011,0.2946104,0.0436093
21,-0.48059434,-0.43172532,"('immoral', 'moral')",-0.4805943,-0.4317253,0.048869
22,-0.661179,-0.7509805,"('untrustworthy', 'trustworthy')",-0.661179,-0.7509805,-0.0898015
23,0.8952884,0.8364488,"('insincere', 'sincere')",0.8952884,0.8364488,-0.0588396
24,-0.36296088,-0.51274,"('dishonest', 'honest')",-0.3629609,-0.51274,-0.1497791
25,-0.15562496,-0.16267861,"('egoistic', 'altruistic')",-0.155625,-0.1626786,-0.0070536
26,0.5219186,0.18130153,"('hardhearted', 'benevolent')",0.5219186,0.1813015,-0.3406171
27,-0.45463794,-0.5050079,"('hardhearted', 'softhearted')",-0.4546379,-0.5050079,-0.05037
28,-0.4522025,-0.4865335,"('disloyal', 'loyal')",-0.4522025,-0.4865335,-0.034331
29,-0.34028792,-0.42017755,"('unfair', 'fair')",-0.3402879,-0.4201775,-0.0798896
30,0.10316805,-0.013433473,"('intolerant', 'tolerant')",0.103168,-0.0134335,-0.1166015
31,-1.3043864,-1.2554752,"('evil', 'good')",-1.3043864,-1.2554752,0.0489112
32,-0.24722311,-0.41621515,"('unkind', 'kind')",-0.2472231,-0.4162152,-0.1689921
33,-0.5051985,-0.5748946,"('wrong', 'right')",-0.5051985,-0.5748946,-0.0696961
34,1.3311845,1.4847189,"('mean', 'honorable')",1.3311845,1.4847189,0.1535344
35,0.081687406,0.12629768,"('corrupt', 'incorrupt')",0.0816874,0.1262977,0.0446103
36,-0.68010455,-0.53485376,"('hostile', 'amicable')",-0.6801046,-0.5348538,0.1452508
37,-0.68585676,-0.63330626,"('fake', 'genuine')",-0.6858568,-0.6333063,0.0525505
38,-0.47797728,-0.47193092,"('untruthful', 'truthful')",-0.4779773,-0.4719309,0.0060464
39,0.34120268,0.22338152,"('exploitative', 'cooperative')",0.3412027,0.2233815,-0.1178212
40,-0.9504019,-0.92741996,"('stingy', 'generous')",-0.9504019,-0.92742,0.0229819
41,-0.28626955,-0.30700347,"('unforgiving', 'forgiving')",-0.2862695,-0.3070035,-0.020734
42,-0.7105724,-0.6223564,"('unreliable', 'reliable')",-0.7105724,-0.6223564,0.088216
43,-0.6481312,-0.71188205,"('irresponsible', 'responsible')",-0.6481312,-0.7118821,-0.0637509
44,0.7166587,0.74735194,"('prejudiced', 'unprejudiced')",0.7166587,0.7473519,0.0306932
45,-1.2520925,-1.2122093,"('incompetent', 'competent')",-1.2520925,-1.2122093,0.0398832
46,-1.0213577,-0.9172278,"('uncompetitive', 'competitive')",-1.0213577,-0.9172278,0.1041299
47,1.4827063,1.4334675,"('stupid', 'smart')",1.4827063,1.4334675,-0.0492388
48,-0.39403653,-0.3541465,"('unintelligent', 'intelligent')",-0.3940365,-0.3541465,0.03989
49,-0.13373943,0.2555078,"('unable', 'able')",-0.1337394,0.2555078,0.3892472
50,0.15587142,0.31630242,"('clumsy', 'skillful')",0.1558714,0.3163024,0.160431
51,-0.3927994,-0.5357086,"('uneducated', 'educated')",-0.3927994,-0.5357086,-0.1429092
52,-1.0349925,-1.1580237,"('irrational', 'rational')",-1.0349925,-1.1580237,-0.1230312
53,-1.2224914,-1.0778362,"('uncreative', 'creative')",-1.2224914,-1.0778362,0.1446552
54,-0.150538,-0.05934289,"('incapable', 'capable')",-0.150538,-0.0593429,0.0911951
55,-0.46943754,-0.42441726,"('incompetent', 'clever')",-0.4694375,-0.4244173,0.0450202
56,0.46175656,0.38408312,"('impractical', 'practical')",0.4617566,0.3840831,-0.0776735
57,-1.9607615,-1.8626254,"('unimaginative', 'imaginative')",-1.9607615,-1.8626254,0.0981361
58,-1.4157162,-1.4894009,"('undiscriminating', 'discriminating')",-1.4157162,-1.4894009,-0.0736847
59,-0.046988446,-0.058731847,"('foolish', 'wise')",-0.0469884,-0.0587318,-0.0117434
60,-0.124011636,-0.12624395,"('inefficient', 'efficient')",-0.1240116,-0.1262439,-0.0022323
61,-1.0167679,-1.1517292,"('illogical', 'logical')",-1.0167679,-1.1517292,-0.1349613
62,-0.2148964,-0.05167023,"('incompetent', 'brilliant')",-0.2148964,-0.0516702,0.1632262
63,-0.85200685,-0.7581052,"('unperceptive', 'insightful')",-0.8520069,-0.7581052,0.0939017
64,-2.1557443,-2.2019377,"('shy', 'confident')",-2.1557443,-2.2019377,-0.0461934
65,-0.27017277,-0.42864105,"('insecure', 'secure')",-0.2701728,-0.4286411,-0.1584683
66,-1.1136506,-1.0846144,"('inactive', 'active')",-1.1136506,-1.0846144,0.0290362
67,-0.09381561,-0.23750184,"('doubtful', 'determined')",-0.0938156,-0.2375018,-0.1436862
68,-0.48980635,-0.5070465,"('dependent', 'independent')",-0.4898064,-0.5070465,-0.0172401
69,-0.27860287,-0.1571897,"('lazy', 'industrious')",-0.2786029,-0.1571897,0.1214132
70,-0.36992943,-0.3795312,"('lethargic', 'energetic')",-0.3699294,-0.3795312,-0.0096018
71,-0.59074116,-0.5460873,"('diffident', 'self-confident')",-0.5907412,-0.5460873,0.0446539
72,-0.13594759,-0.21834017,"('unambitious', 'ambitious')",-0.1359476,-0.2183402,-0.0823926
73,-0.45403543,-0.48055637,"('helpless', 'self-reliant')",-0.4540354,-0.4805564,-0.026521
74,0.072035864,0.043525342,"('undedicated', 'dedicated')",0.0720359,0.0435253,-0.0285106
75,0.1821751,0.29660946,"('meek', 'impulsive')",0.1821751,0.2966095,0.1144344
76,0.0345203,0.19279924,"('anxious', 'daring')",0.0345203,0.1927992,0.1582789
77,-1.0502338,-0.8356803,"('unmotivated', 'motivated')",-1.0502338,-0.8356803,0.2145535
78,-0.92494375,-0.6212558,"('nonresilient', 'resilient')",-0.9249437,-0.6212558,0.3036879
79,-0.81430036,-0.57289714,"('wavering', 'unwavering')",-0.8143004,-0.5728971,0.2414033
80,0.008240366,-0.092254534,"('dominated', 'dominating')",0.0082404,-0.0922545,-0.1004949
81,0.13030139,0.020440731,"('submissive', 'aggressive')",0.1303014,0.0204407,-0.1098607
82,1.592727,1.7021222,"('poor', 'rich')",1.5927269,1.7021222,0.1093953
83,-0.43710148,-0.6407784,"('powerless', 'powerful')",-0.4371015,-0.6407784,-0.2036769
84,0.40917462,0.44060412,"('inferior', 'superior')",0.4091746,0.4406041,0.0314295
85,-0.064607635,0.04175124,"('insignificant', 'prestigious')",-0.0646076,0.0417512,0.1063588
