,corporal_male,corporal_female,tuple,average_male,average_female,female-male
0,0.27012563,0.22958645,"('unsociable', 'sociable')",0.2701256,0.2295865,-0.0405391
1,1.0126505,0.95779157,"('unfriendly', 'friendly')",1.0126505,0.9577916,-0.0548589
2,0.16779485,0.34289497,"('unlikable', 'likable')",0.1677949,0.342895,0.1751001
3,-0.05913035,0.22794135,"('repellent', 'pleasant')",-0.0591303,0.2279413,0.2870716
4,-7.8025703,-7.557691,"('disliked', 'liked')",-7.8025703,-7.5576911,0.2448792
5,-0.63552225,-0.6270177,"('distant', 'outgoing')",-0.6355222,-0.6270177,0.0085045
6,-0.06420104,-0.134133,"('distant', 'open')",-0.064201,-0.134133,-0.069932
7,0.8856979,1.0896243,"('insensitive', 'sensitive')",0.8856979,1.0896243,0.2039264
8,1.6270618,1.4276485,"('unaffectionate', 'affectionate')",1.6270618,1.4276485,-0.1994133
9,2.0384874,1.9045525,"('unaffectionate', 'caring')",2.0384874,1.9045525,-0.1339349
10,1.3095611,1.2557092,"('unsympathetic', 'sympathetic')",1.3095611,1.2557092,-0.0538519
11,1.9456633,1.9630977,"('unhelpful', 'helpful')",1.9456633,1.9630977,0.0174344
12,-1.3626443,-1.274497,"('unsupportive', 'supportive')",-1.3626443,-1.274497,0.0881473
13,0.068570405,0.081247106,"('impolite', 'polite')",0.0685704,0.0812471,0.0126767
14,-0.14538763,0.10162348,"('antisocial', 'social')",-0.1453876,0.1016235,0.2470111
15,0.42437202,0.46154633,"('boring', 'funny')",0.424372,0.4615463,0.0371743
16,-0.8157617,-0.79114264,"('unpopular', 'popular')",-0.8157617,-0.7911426,0.0246191
17,-0.04420476,-0.08843462,"('nasty', 'nice')",-0.0442048,-0.0884346,-0.0442298
18,-0.78291327,-0.7400144,"('disagreeable', 'welcoming')",-0.7829133,-0.7400144,0.0428989
19,-0.29576465,-0.49995634,"('inhospitable', 'hospitable')",-0.2957647,-0.4999563,-0.2041916
20,0.30479312,0.36738902,"('rough', 'thoughtful')",0.3047931,0.367389,0.0625959
21,-0.07332723,0.21361312,"('immoral', 'moral')",-0.0733272,0.2136131,0.2869403
22,-0.10624137,-0.07658603,"('untrustworthy', 'trustworthy')",-0.1062414,-0.076586,0.0296554
23,6.3412685,6.319748,"('insincere', 'sincere')",6.3412685,6.3197479,-0.0215206
24,1.8711138,1.7920046,"('dishonest', 'honest')",1.8711138,1.7920046,-0.0791092
25,0.4931816,0.36367524,"('egoistic', 'altruistic')",0.4931816,0.3636752,-0.1295064
26,1.0922083,0.7922189,"('hardhearted', 'benevolent')",1.0922083,0.7922189,-0.2999894
27,1.5487956,1.3634133,"('hardhearted', 'softhearted')",1.5487956,1.3634133,-0.1853823
28,1.9231241,1.5623763,"('disloyal', 'loyal')",1.9231241,1.5623763,-0.3607478
29,-0.6602669,-0.6821223,"('unfair', 'fair')",-0.6602669,-0.6821223,-0.0218554
30,0.61733174,0.7985569,"('intolerant', 'tolerant')",0.6173317,0.7985569,0.1812252
31,-1.0862255,-1.1430633,"('evil', 'good')",-1.0862255,-1.1430633,-0.0568378
32,1.7506981,1.5671012,"('unkind', 'kind')",1.7506981,1.5671012,-0.1835969
33,-0.42657164,-0.48148558,"('wrong', 'right')",-0.4265716,-0.4814856,-0.054914
34,4.3803253,4.467529,"('mean', 'honorable')",4.3803253,4.4675288,0.0872035
35,0.112320974,-0.44555455,"('corrupt', 'incorrupt')",0.112321,-0.4455546,-0.5578756
36,-0.13702607,-0.5426397,"('hostile', 'amicable')",-0.1370261,-0.5426397,-0.4056136
37,0.9625564,0.9843194,"('fake', 'genuine')",0.9625564,0.9843194,0.021763
38,0.1680782,-0.0077218562,"('untruthful', 'truthful')",0.1680782,-0.0077219,-0.1758001
39,-0.062020056,0.06618418,"('exploitative', 'cooperative')",-0.0620201,0.0661842,0.1282043
40,-1.6890919,-1.6756686,"('stingy', 'generous')",-1.6890919,-1.6756686,0.0134233
41,0.43313727,0.20337912,"('unforgiving', 'forgiving')",0.4331373,0.2033791,-0.2297582
42,-2.8144119,-2.5391617,"('unreliable', 'reliable')",-2.8144119,-2.5391617,0.2752502
43,1.1445074,1.2391025,"('irresponsible', 'responsible')",1.1445074,1.2391025,0.0945951
44,-1.7555256,-1.5662572,"('prejudiced', 'unprejudiced')",-1.7555256,-1.5662572,0.1892684
45,0.48665068,0.39381206,"('incompetent', 'competent')",0.4866507,0.3938121,-0.0928386
46,-1.0795256,-0.93077993,"('uncompetitive', 'competitive')",-1.0795256,-0.9307799,0.1487457
47,5.7453895,5.8909764,"('stupid', 'smart')",5.7453895,5.8909764,0.1455869
48,0.74317694,0.7583721,"('unintelligent', 'intelligent')",0.7431769,0.7583721,0.0151952
