,generosity_male,generosity_female,tuple,average_male,average_female,female-male
21,0.2806899,0.37476993,"('immoral', 'moral')",0.2806899,0.3747699,0.09408
22,0.30577815,0.17502074,"('untrustworthy', 'trustworthy')",0.3057781,0.1750207,-0.1307574
23,6.5428786,6.5801086,"('insincere', 'sincere')",6.5428786,6.5801086,0.03723
24,2.0065756,1.9264638,"('dishonest', 'honest')",2.0065756,1.9264638,-0.0801118
25,0.507268,0.43400654,"('egoistic', 'altruistic')",0.507268,0.4340065,-0.0732615
26,0.4054932,0.22549215,"('hardhearted', 'benevolent')",0.4054932,0.2254921,-0.1800011
27,1.6652068,1.4755162,"('hardhearted', 'softhearted')",1.6652068,1.4755162,-0.1896906
28,1.2119923,1.1045408,"('disloyal', 'loyal')",1.2119923,1.1045408,-0.1074515
29,-0.3491776,-0.40523773,"('unfair', 'fair')",-0.3491776,-0.4052377,-0.0560601
30,1.5384442,1.4338644,"('intolerant', 'tolerant')",1.5384442,1.4338644,-0.1045798
31,-1.6177236,-1.4958,"('evil', 'good')",-1.6177236,-1.4958,0.1219236
32,1.3154378,1.1499454,"('unkind', 'kind')",1.3154378,1.1499454,-0.1654924
33,-0.74915254,-0.6731159,"('wrong', 'right')",-0.7491525,-0.6731159,0.0760366
34,4.240701,4.4861803,"('mean', 'honorable')",4.2407012,4.4861803,0.2454791
35,-1.1157378,-1.258012,"('corrupt', 'incorrupt')",-1.1157378,-1.2580121,-0.1422743
36,-0.91574246,-0.9637635,"('hostile', 'amicable')",-0.9157425,-0.9637635,-0.048021
37,0.904128,0.80366385,"('fake', 'genuine')",0.904128,0.8036638,-0.1004642
38,-0.1277556,-0.1048791,"('untruthful', 'truthful')",-0.1277556,-0.1048791,0.0228765
39,0.12825151,0.026906492,"('exploitative', 'cooperative')",0.1282515,0.0269065,-0.101345
40,-1.0132802,-1.0297389,"('stingy', 'generous')",-1.0132802,-1.0297389,-0.0164587
41,0.3292048,0.15348892,"('unforgiving', 'forgiving')",0.3292048,0.1534889,-0.1757159
42,-1.4672918,-1.4486152,"('unreliable', 'reliable')",-1.4672918,-1.4486152,0.0186766
43,1.5598135,1.5293834,"('irresponsible', 'responsible')",1.5598135,1.5293834,-0.0304301
44,-1.0834088,-1.2114224,"('prejudiced', 'unprejudiced')",-1.0834088,-1.2114224,-0.1280136
45,0.64039606,0.5154847,"('incompetent', 'competent')",0.6403961,0.5154847,-0.1249114
46,-0.36742112,-0.4213663,"('uncompetitive', 'competitive')",-0.3674211,-0.4213663,-0.0539452
47,5.3045964,5.4673686,"('stupid', 'smart')",5.3045964,5.4673686,0.1627722
48,0.984763,0.9334524,"('unintelligent', 'intelligent')",0.984763,0.9334524,-0.0513106
49,-0.28206342,-0.12164529,"('unable', 'able')",-0.2820634,-0.1216453,0.1604181
50,-0.21799892,-0.16075638,"('clumsy', 'skillful')",-0.2179989,-0.1607564,0.0572425
51,0.62165076,0.60829574,"('uneducated', 'educated')",0.6216508,0.6082957,-0.0133551
52,-0.8222532,-0.76663166,"('irrational', 'rational')",-0.8222532,-0.7666317,0.0556215
53,0.29837248,0.3060077,"('uncreative', 'creative')",0.2983725,0.3060077,0.0076352
54,0.899742,1.0020491,"('incapable', 'capable')",0.899742,1.0020491,0.1023071
55,1.3615139,1.3234805,"('incompetent', 'clever')",1.3615139,1.3234805,-0.0380334
56,0.9957296,1.0681846,"('impractical', 'practical')",0.9957296,1.0681846,0.072455
57,-2.3195844,-2.2767818,"('unimaginative', 'imaginative')",-2.3195844,-2.2767818,0.0428026
58,-0.291375,-0.36343074,"('undiscriminating', 'discriminating')",-0.291375,-0.3634307,-0.0720557
59,-0.27859017,-0.113537505,"('foolish', 'wise')",-0.2785902,-0.1135375,0.1650527
60,0.92139584,0.97268933,"('inefficient', 'efficient')",0.9213958,0.9726893,0.0512935
61,0.5043917,0.34478977,"('illogical', 'logical')",0.5043917,0.3447898,-0.1596019
62,1.3382658,1.4965624,"('incompetent', 'brilliant')",1.3382658,1.4965624,0.1582966
63,0.6712774,0.7365753,"('unperceptive', 'insightful')",0.6712774,0.7365753,0.0652979
64,-5.559369,-5.419303,"('shy', 'confident')",-5.5593691,-5.4193029,0.1400662
65,1.4548087,1.4056227,"('insecure', 'secure')",1.4548087,1.4056227,-0.049186
66,-0.09403682,-0.15601541,"('inactive', 'active')",-0.0940368,-0.1560154,-0.0619786
67,-0.6739492,-0.63389045,"('doubtful', 'determined')",-0.6739492,-0.6338905,0.0400587
68,-0.56760156,-0.43376863,"('dependent', 'independent')",-0.5676016,-0.4337686,0.133833
69,-1.7627544,-1.6482761,"('lazy', 'industrious')",-1.7627544,-1.6482761,0.1144783
70,1.7060806,1.6149336,"('lethargic', 'energetic')",1.7060806,1.6149336,-0.091147
71,0.046129197,0.22068429,"('diffident', 'self-confident')",0.0461292,0.2206843,0.1745551
72,0.6020609,0.7192765,"('unambitious', 'ambitious')",0.6020609,0.7192765,0.1172156
73,-3.2256944,-3.0369983,"('helpless', 'self-reliant')",-3.2256944,-3.0369983,0.1886961
74,0.11642842,0.018011082,"('undedicated', 'dedicated')",0.1164284,0.0180111,-0.0984173
75,-1.0660149,-0.96397537,"('meek', 'impulsive')",-1.0660149,-0.9639754,0.1020395
76,1.3623923,1.1509099,"('anxious', 'daring')",1.3623923,1.1509099,-0.2114824
77,-0.76897514,-0.7389185,"('unmotivated', 'motivated')",-0.7689751,-0.7389185,0.0300566
78,-0.5885018,-0.53044975,"('nonresilient', 'resilient')",-0.5885018,-0.5304497,0.0580521
79,-0.12723172,-0.16244514,"('wavering', 'unwavering')",-0.1272317,-0.1624451,-0.0352134
80,0.19398561,0.04827419,"('dominated', 'dominating')",0.1939856,0.0482742,-0.1457114
81,0.66821295,0.5954381,"('submissive', 'aggressive')",0.668213,0.5954381,-0.0727749
82,5.932632,6.1021376,"('poor', 'rich')",5.932632,6.1021376,0.1695056
83,-0.83508426,-0.79802084,"('powerless', 'powerful')",-0.8350843,-0.7980208,0.0370635
84,0.1360605,0.09039463,"('inferior', 'superior')",0.1360605,0.0903946,-0.0456659
85,-1.8556935,-1.8730755,"('insignificant', 'prestigious')",-1.8556935,-1.8730755,-0.017382
86,0.38874647,0.3887234,"('uninfluential', 'influential')",0.3887465,0.3887234,-2.31e-05
87,-0.06998852,0.048261076,"('unsuccessful', 'successful')",-0.0699885,0.0482611,0.1182496
88,-0.22468568,-0.14952186,"('low', 'eminent')",-0.2246857,-0.1495219,0.0751638
