,apollo_male,apollo_female,tuple,education_male,education_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.31173348,-0.4404456,"('unsociable', 'sociable')",0.49286753,0.32379827,0.60481185,0.44677913,-0.5591533,-0.65937155,0.0566981,-0.0823099,-0.139008
1,0.22162534,0.21020092,"('unfriendly', 'friendly')",-0.59917086,-0.5659058,-0.43651417,-0.5130612,1.7584631,1.6644044,0.2361009,0.1989096,-0.0371913
2,0.0043769553,0.036696132,"('unlikable', 'likable')",0.28638822,0.38213366,1.4825658,1.4687288,0.8014352,0.92785776,0.6436915,0.7038541,0.0601626
3,0.17322135,0.2786184,"('repellent', 'pleasant')",0.16700086,0.23223172,0.8368107,0.8944284,0.1811043,0.19504769,0.3395343,0.4000815,0.0605472
4,-0.7454194,-0.79241276,"('disliked', 'liked')",1.111069,1.05163,-0.16810787,-0.2547003,-5.873766,-5.975744,-1.4190561,-1.4928067,-0.0737506
5,-0.99463236,-0.9399874,"('distant', 'outgoing')",-0.34668875,-0.16930273,-1.7386323,-1.6185566,-0.51261115,-0.44024467,-0.8981411,-0.7920228,0.1061183
6,-1.2566485,-1.1556581,"('distant', 'open')",-0.49321523,-0.22591597,-2.2120194,-2.0486553,0.061304815,0.11244638,-0.9751446,-0.8294458,0.1456988
7,0.5929525,0.58379257,"('insensitive', 'sensitive')",0.953453,0.950545,0.2735298,0.28891006,0.56386477,0.56380105,0.59595,0.5967622,0.0008122
8,0.5893723,0.57906926,"('unaffectionate', 'affectionate')",-0.0061648246,0.04470007,-0.22584549,-0.23140311,0.56535727,0.51684827,0.2306798,0.2273036,-0.0033762
9,0.5508083,0.5605627,"('unaffectionate', 'caring')",0.05521117,0.11834012,-0.37729046,-0.37155005,1.0366571,1.0419226,0.3163465,0.3373188,0.0209723
10,-0.21496397,-0.20706831,"('unsympathetic', 'sympathetic')",0.4906405,0.56211936,-0.34018695,-0.31913963,-0.48305365,-0.4789062,-0.136891,-0.1107487,0.0261423
11,0.1453555,0.14358518,"('unhelpful', 'helpful')",0.37040782,0.3703464,0.47037876,0.41512036,2.049055,2.060427,0.7587993,0.7473697,-0.0114296
12,1.0706581,1.207533,"('unsupportive', 'supportive')",1.3707467,1.6355702,0.9449214,1.1799549,-1.5656309,-1.4834346,0.4551739,0.6349058,0.1797319
13,-0.3839731,-0.5095088,"('impolite', 'polite')",1.182884,1.1225746,0.33224908,0.2703833,-0.33452988,-0.37144315,0.1991575,0.1280015,-0.071156
14,-0.13344887,-0.20693639,"('antisocial', 'social')",1.3454412,1.2511213,1.512926,1.4723741,-0.43576506,-0.48565337,0.5722883,0.5077264,-0.0645619
15,0.15729442,0.041768674,"('boring', 'funny')",0.18375108,0.12790127,-0.8277284,-0.96699536,0.4943368,0.43210447,0.0019135,-0.0913052,-0.0932187
16,-1.4307635,-1.4567943,"('unpopular', 'popular')",-0.36597455,-0.43620405,-0.14994945,-0.1737757,0.29885137,0.25389382,-0.411959,-0.4532201,-0.0412611
17,-1.0414166,-1.0151939,"('nasty', 'nice')",-0.19908419,-0.13127834,-0.7629214,-0.7131663,-0.5393755,-0.4911322,-0.6356995,-0.5876927,0.0480068
18,0.16351554,0.17945465,"('disagreeable', 'welcoming')",-0.43099096,-0.34089178,-0.23592448,-0.16459802,-0.43407688,-0.46948954,-0.2343692,-0.1988812,0.035488
19,-1.1713088,-1.1597621,"('inhospitable', 'hospitable')",-0.022413243,0.103334144,-1.1047121,-1.0685779,-0.14555655,-0.0742761,-0.6109977,-0.5498205,0.0611772
20,0.08265725,0.14374873,"('rough', 'thoughtful')",-0.16290407,-0.12092693,0.5601766,0.5721328,0.9193871,0.89852583,0.3498292,0.3733701,0.0235409
21,0.45426846,0.40303728,"('immoral', 'moral')",2.279171,2.1951232,0.68002933,0.6116184,-0.72153056,-0.6882552,0.6729846,0.6303809,-0.0426037
22,-0.71111804,-0.7367832,"('untrustworthy', 'trustworthy')",0.26037443,0.27546626,1.072797,0.9833178,-0.9974353,-1.0085905,-0.0938455,-0.1216474,-0.0278019
23,0.6326495,0.58196115,"('insincere', 'sincere')",0.64692,0.63942593,0.62476224,0.5644749,5.712749,5.595537,1.9042702,1.8453498,-0.0589204
24,0.31110847,0.27499363,"('dishonest', 'honest')",0.34752005,0.38610393,-0.3948329,-0.44000173,0.51952636,0.49163848,0.1958305,0.1781836,-0.0176469
25,-0.10956418,-0.15121418,"('egoistic', 'altruistic')",-0.15793663,-0.17193668,-0.101165146,-0.15473652,1.5834954,1.5261637,0.3037074,0.2620691,-0.0416383
26,1.5107654,1.4510332,"('hardhearted', 'benevolent')",1.2312399,1.2082294,0.8429636,0.84132856,1.9361718,1.8838316,1.3802853,1.3461057,-0.0341796
27,0.71259475,0.7996389,"('hardhearted', 'softhearted')",0.8876612,1.068435,-0.22651264,-0.11040241,1.310323,1.2692956,0.6710166,0.7567418,0.0857252
28,-0.17652941,-0.3934015,"('disloyal', 'loyal')",-0.08238007,-0.25543448,-0.14940505,-0.34525084,1.098986,0.9117116,0.1726679,-0.0205938,-0.1932617
29,-0.5082203,-0.5558945,"('unfair', 'fair')",-1.5393159,-1.5569828,-0.62127304,-0.6424567,-0.5277164,-0.6171245,-0.7991315,-0.8431147,-0.0439832
30,0.6665327,0.5651079,"('intolerant', 'tolerant')",1.5042685,1.4442829,0.48036227,0.33977324,1.2543585,1.1805358,0.9763805,0.882425,-0.0939555
31,-0.7109384,-0.56566006,"('evil', 'good')",-1.7770612,-1.6515656,-1.5003127,-1.35808,-1.15348,-1.1524136,-1.2854481,-1.1819298,0.1035183
32,0.087876864,0.005635515,"('unkind', 'kind')",-0.027946362,-0.04165357,1.0869496,0.95937884,1.1494893,1.0645449,0.5740924,0.4969764,-0.077116
33,0.4705919,0.46496832,"('wrong', 'right')",0.032560185,0.06413435,-0.3408752,-0.36465475,-0.67551273,-0.69318825,-0.128309,-0.1321851,-0.0038761
34,0.08178563,0.19921228,"('mean', 'honorable')",0.90153176,1.0147637,0.021532945,0.13293003,5.8504853,5.956446,1.7138339,1.8258381,0.1120042
35,-0.43551552,-0.49830148,"('corrupt', 'incorrupt')",-2.15721,-2.1973684,-1.7431866,-1.7717165,0.008183102,-0.14542753,-1.0819323,-1.1532035,-0.0712712
36,-1.0073318,-1.0234559,"('hostile', 'amicable')",-1.5456997,-1.5483419,-1.5855765,-1.6527553,0.40026674,0.25068873,-0.9345853,-0.9934661,-0.0588808
37,-0.09179341,-0.12005885,"('fake', 'genuine')",0.14787756,0.20172973,-0.2525016,-0.25712124,0.13409872,0.13448493,-0.0155797,-0.0102414,0.0053383
38,-0.770598,-0.7604027,"('untruthful', 'truthful')",-0.26144844,-0.20529447,-0.99213964,-0.99652535,-0.0743732,-0.0813978,-0.5246398,-0.5109051,0.0137347
39,1.0743407,1.0724608,"('exploitative', 'cooperative')",0.18304801,0.2379911,1.9194883,1.9430003,0.061552234,0.07670614,0.8096073,0.8325396,0.0229323
