,regency_male,regency_female,tuple,centers_male,centers_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.026572775,0.051305294,"('unsociable', 'sociable')",1.6681987,1.695969,-0.564635,-0.62210304,0.3589969,0.3750571,0.0160602
1,-0.14529763,-0.09674345,"('unfriendly', 'friendly')",0.15703978,0.10079729,1.7197887,1.5740991,0.5771769,0.526051,-0.0511259
2,0.72939265,0.796777,"('unlikable', 'likable')",1.3697215,1.4145793,0.44316813,0.46062225,0.8474274,0.8906595,0.0432321
3,-0.4531703,-0.14314714,"('repellent', 'pleasant')",0.22620432,0.5576565,0.8620893,0.8826308,0.2117078,0.4323801,0.2206723
4,-1.0850059,-0.93251103,"('disliked', 'liked')",-0.3423331,-0.32599038,-7.9545064,-8.059506,-3.1272818,-3.1060025,0.0212793
5,-0.35628697,-0.4856162,"('distant', 'outgoing')",0.013095694,-0.034299847,-0.055875406,-0.07569969,-0.1330222,-0.1985386,-0.0655164
6,-1.0648813,-1.1005721,"('distant', 'open')",-0.41374764,-0.44066665,0.36215273,0.36132523,-0.3721588,-0.3933045,-0.0211457
7,1.0077398,1.2121515,"('insensitive', 'sensitive')",1.4487056,1.7270329,0.33866963,0.3579268,0.9317049,1.0990371,0.1673322
8,0.18032515,0.19165614,"('unaffectionate', 'affectionate')",0.12367916,0.006717123,1.2269763,1.1752114,0.5103269,0.4578616,-0.0524653
9,0.7049285,0.7251645,"('unaffectionate', 'caring')",1.3771402,1.3672721,1.5795064,1.6140224,1.220525,1.2354863,0.0149613
10,0.3797495,0.75156677,"('unsympathetic', 'sympathetic')",0.6593359,0.99394006,-0.57917833,-0.45955363,0.1533024,0.4286511,0.2753487
11,0.516085,0.5328774,"('unhelpful', 'helpful')",1.676223,1.8501201,1.4583206,1.5616827,1.2168762,1.3148934,0.0980172
12,1.17785,1.4139578,"('unsupportive', 'supportive')",2.706691,3.0306225,-2.265285,-2.238792,0.539752,0.7352627,0.1955107
13,-0.06428155,-0.16328019,"('impolite', 'polite')",0.42706805,0.45105302,-0.8181122,-0.7362766,-0.1517752,-0.1495013,0.0022739
14,1.3116188,1.4416398,"('antisocial', 'social')",2.1488492,2.2992213,-0.4544228,-0.47069478,1.0020151,1.0900554,0.0880403
15,0.028656729,-0.20486411,"('boring', 'funny')",0.42479807,0.24572635,0.069899194,0.060678627,0.1744513,0.033847,-0.1406043
16,-1.4821483,-1.2665585,"('unpopular', 'popular')",-0.4175484,-0.42517003,0.029181503,0.04866898,-0.6235051,-0.5476865,0.0758186
17,-0.027838834,0.20237708,"('nasty', 'nice')",-0.6314676,-0.535661,-0.36399785,-0.26628646,-0.3411014,-0.1998568,0.1412446
18,0.101331584,0.16526225,"('disagreeable', 'welcoming')",0.68702435,0.7891399,-0.5412012,-0.5892066,0.0823849,0.1217319,0.039347
19,-0.15879855,-0.08214156,"('inhospitable', 'hospitable')",-0.22738773,-0.25117964,-0.3225941,-0.29682344,-0.2362601,-0.2100482,0.0262119
20,0.7461509,0.8920051,"('rough', 'thoughtful')",-0.16290317,0.025574308,0.5677635,0.5303557,0.3836704,0.482645,0.0989746
21,0.32544196,0.43264538,"('immoral', 'moral')",1.616388,1.8098614,-0.85061413,-0.76577586,0.3637386,0.4922436,0.128505
