,constellation_male,constellation_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,female-male
0,0.08442393,-0.08955923,"('unsociable', 'sociable')",1.2663423,1.0599803,-0.46101823,-0.68014455,0.2965827,0.0967588,-0.1998239
1,-0.17841999,-0.26130372,"('unfriendly', 'friendly')",0.544627,0.5928711,1.4537263,1.4236212,0.6066444,0.5850629,-0.0215815
2,0.2160591,0.26816115,"('unlikable', 'likable')",1.0575017,1.1856179,0.8502606,1.0239837,0.7079404,0.8259209,0.1179805
3,-0.7574274,-0.6281867,"('repellent', 'pleasant')",-0.45004725,-0.27848604,-0.41017303,-0.3615325,-0.5392159,-0.4227351,0.1164808
4,-1.6638651,-1.7464617,"('disliked', 'liked')",-0.3152191,-0.18742886,-5.5836077,-5.653076,-2.5208972,-2.5289888,-0.0080916
5,-1.3484323,-1.2387516,"('distant', 'outgoing')",-0.2734695,-0.023605678,0.027080592,0.16255385,-0.5316071,-0.3666011,0.165006
6,-1.8358995,-1.7153022,"('distant', 'open')",-0.82547855,-0.60253394,0.41268703,0.5306641,-0.7495636,-0.5957241,0.1538395
7,0.89055604,0.84739363,"('insensitive', 'sensitive')",0.6822864,0.6621239,0.099081784,0.04511314,0.557308,0.5182102,-0.0390978
8,-0.16662462,-0.19138943,"('unaffectionate', 'affectionate')",-0.62544936,-0.47551033,0.49591523,0.51544714,-0.0987196,-0.0504842,0.0482354
9,0.5372547,0.50316566,"('unaffectionate', 'caring')",0.41356027,0.49112588,0.8359919,0.88574743,0.5956023,0.6266797,0.0310774
10,1.0047117,0.9635741,"('unsympathetic', 'sympathetic')",0.5798827,0.52471894,-0.72675586,-0.8886598,0.2859462,0.1998778,-0.0860684
11,0.8998605,0.8839971,"('unhelpful', 'helpful')",0.7890629,0.8185081,1.812877,1.887496,1.1672668,1.196667,0.0294002
12,0.47603047,0.5663294,"('unsupportive', 'supportive')",0.8742539,1.1317638,-1.7637558,-1.7281789,-0.1378238,-0.0100286,0.1277952
13,0.1150761,-0.02242043,"('impolite', 'polite')",0.872989,0.74919707,-0.4781083,-0.57832193,0.1699856,0.0494849,-0.1205007
14,0.25390244,0.20800605,"('antisocial', 'social')",0.9108118,0.7940638,-0.8707887,-0.9651427,0.0979752,0.012309,-0.0856662
15,0.5466296,0.36586845,"('boring', 'funny')",0.4821058,0.44895333,0.76439464,0.7170342,0.59771,0.5106187,-0.0870913
16,-1.8355125,-1.8054432,"('unpopular', 'popular')",-0.4954151,-0.26033357,0.54995877,0.6520318,-0.5936563,-0.4712483,0.122408
17,-0.7334257,-0.68679297,"('nasty', 'nice')",-0.88631666,-0.69607717,-0.6933867,-0.61176413,-0.771043,-0.6648781,0.1061649
18,0.21877669,0.26877236,"('disagreeable', 'welcoming')",-0.29853272,-0.13619615,-0.2845609,-0.26912534,-0.121439,-0.0455164,0.0759226
19,-0.63266605,-0.5669532,"('inhospitable', 'hospitable')",-0.37168407,-0.35639134,-0.03496604,0.16007912,-0.3464387,-0.2544218,0.0920169
20,1.4082319,1.5197582,"('rough', 'thoughtful')",0.45989135,0.5533514,0.74093187,0.7142565,0.869685,0.9291221,0.0594371
21,0.65960735,0.5247548,"('immoral', 'moral')",1.1280198,1.0439699,-0.66473246,-0.76206553,0.3742983,0.2688864,-0.1054119
22,0.25021976,0.19295648,"('untrustworthy', 'trustworthy')",0.24300562,0.14576605,-0.9171235,-1.0288641,-0.1412994,-0.2300472,-0.0887478
23,1.8162266,1.7406038,"('insincere', 'sincere')",1.1334563,1.0367421,4.970521,4.9444656,2.6400681,2.5739371,-0.066131
24,0.7212772,0.68821174,"('dishonest', 'honest')",-0.27251765,-0.31877154,0.519107,0.4345352,0.3226222,0.2679918,-0.0546304
25,-0.22430424,-0.31608307,"('egoistic', 'altruistic')",-0.34473848,-0.29830027,1.3205984,1.2796677,0.2505185,0.2217615,-0.028757
26,0.6391995,0.5262992,"('hardhearted', 'benevolent')",0.88674027,0.90648216,1.6835742,1.5779235,1.069838,1.0035683,-0.0662697
27,0.59780216,0.6660986,"('hardhearted', 'softhearted')",0.25580063,0.31865272,1.1624368,1.0525308,0.6720132,0.679094,0.0070808
28,0.3893449,0.19253945,"('disloyal', 'loyal')",-0.2716998,-0.45145932,0.69791716,0.56583226,0.2718541,0.1023041,-0.16955
29,-1.2269051,-1.2316715,"('unfair', 'fair')",-1.1269504,-1.223674,-0.68931127,-0.7903042,-1.014389,-1.0818833,-0.0674943
30,1.0121918,0.9640807,"('intolerant', 'tolerant')",1.9044582,1.8043389,1.2765409,1.2073126,1.3977302,1.3252441,-0.0724861
31,-1.5432398,-1.4055487,"('evil', 'good')",-2.0523696,-1.8633081,-0.9807519,-0.9466758,-1.5254537,-1.4051774,0.1202763
32,0.5837658,0.4702068,"('unkind', 'kind')",1.2411131,1.0053942,0.8700745,0.68204266,0.8983178,0.7192145,-0.1791033
33,0.13144785,0.033663206,"('wrong', 'right')",0.4623498,0.5411438,-0.30814722,-0.2990078,0.0952168,0.0919331,-0.0032837
34,0.3158239,0.49275103,"('mean', 'honorable')",-0.20994577,-0.07638019,5.5574937,5.726752,1.8877907,2.0477076,0.1599169
35,-0.8808856,-0.8712262,"('corrupt', 'incorrupt')",-2.4849715,-2.433639,-0.20822088,-0.26304793,-1.1913594,-1.1893044,0.002055
36,-1.3005842,-1.2882245,"('hostile', 'amicable')",-2.0717053,-1.9485303,0.15402597,0.07530685,-1.0727545,-1.053816,0.0189385
37,-0.20493405,-0.1690501,"('fake', 'genuine')",-0.37175268,-0.41317052,0.13656728,0.12622343,-0.1467065,-0.1519991,-0.0052926
38,0.017376823,0.048182786,"('untruthful', 'truthful')",-0.39665985,-0.21047084,-0.049297594,0.09017836,-0.1428602,-0.0240366,0.1188236
39,3.6389308,3.6496596,"('exploitative', 'cooperative')",1.5775867,1.4178817,0.09802608,0.043342896,1.7715146,1.7036281,-0.0678865
40,-0.43844312,-0.41890454,"('stingy', 'generous')",-0.67555946,-0.57035714,-1.7527226,-1.9002395,-0.9555751,-0.963167,-0.0075919
41,0.07553722,0.036094643,"('unforgiving', 'forgiving')",-0.24418364,-0.09438568,0.10741867,0.023837725,-0.0204093,-0.0114844,0.0089249
42,-0.028797064,-0.004931301,"('unreliable', 'reliable')",0.952229,1.0745475,-2.4452958,-2.3887541,-0.507288,-0.4397126,0.0675754
43,0.8498852,0.9517397,"('irresponsible', 'responsible')",1.7553205,1.8415356,0.31499898,0.33237132,0.9734015,1.0418822,0.0684807
44,-0.39326552,-0.33828685,"('prejudiced', 'unprejudiced')",0.23861474,0.32261992,-1.1129422,-1.0791943,-0.422531,-0.3649538,0.0575772
45,-0.6234217,-0.596479,"('incompetent', 'competent')",0.3019329,0.39698458,-0.256151,-0.2734105,-0.1925466,-0.157635,0.0349116
46,0.6799394,0.7020327,"('uncompetitive', 'competitive')",1.7174555,1.7350793,-0.45317504,-0.602574,0.6480733,0.6115126,-0.0365607
47,-0.112990856,-0.11019992,"('stupid', 'smart')",1.4741093,1.491256,5.1212807,5.2340937,2.1607997,2.2050498,0.0442501
48,0.27397302,0.14573222,"('unintelligent', 'intelligent')",-0.45076105,-0.4831558,0.40622768,0.31429955,0.0764799,-0.007708,-0.0841879
49,0.46668714,0.4536186,"('unable', 'able')",0.6282088,0.7199287,-0.03965889,0.14180337,0.3517457,0.4384502,0.0867045
50,-0.50612754,-0.5036729,"('clumsy', 'skillful')",0.18634422,0.33437762,0.33475155,0.39446068,0.0049894,0.0750551,0.0700657
51,-0.1783621,-0.3392285,"('uneducated', 'educated')",0.109300315,-0.18936479,0.19004747,0.032275345,0.0403286,-0.1654393,-0.2057679
52,-0.9516348,-1.0977889,"('irrational', 'rational')",-0.7163989,-0.82675207,-0.04229603,-0.05386598,-0.5701099,-0.659469,-0.0893591
53,0.5486827,0.41825044,"('uncreative', 'creative')",1.2083653,1.2751983,0.89671326,0.88963914,0.8845871,0.8610293,-0.0235578
54,0.6706167,0.5775981,"('incapable', 'capable')",1.0574375,1.0132419,0.9876503,1.1247665,0.9052348,0.9052022,-3.26e-05
55,0.18490033,0.142915,"('incompetent', 'clever')",0.8875845,0.8097501,-0.15087044,-0.2475154,0.3072048,0.2350499,-0.0721549
56,1.7433443,1.6392931,"('impractical', 'practical')",1.9797058,1.9112767,0.21239637,0.22940895,1.3118155,1.2599929,-0.0518226
57,-0.45382625,-0.58722985,"('unimaginative', 'imaginative')",-0.17210123,-0.18383178,-2.2417543,-2.3784597,-0.9558939,-1.0498405,-0.0939466
58,0.716152,0.67852324,"('undiscriminating', 'discriminating')",0.61342627,0.66502833,-0.046612933,-0.06294607,0.4276551,0.4268685,-0.0007866
59,-0.6290846,-0.74415416,"('foolish', 'wise')",0.44060883,0.4009206,0.5828209,0.64483815,0.1314484,0.1005349,-0.0309135
60,2.0543475,2.040509,"('inefficient', 'efficient')",1.878065,1.7985291,-0.18144098,-0.16832644,1.2503239,1.2235706,-0.0267533
61,0.45084822,0.2391282,"('illogical', 'logical')",-0.08640379,-0.27845138,-0.039585322,-0.18029009,0.1082864,-0.0732044,-0.1814908
62,1.1899043,1.2500031,"('incompetent', 'brilliant')",1.3437214,1.506673,0.029661467,0.23666646,0.854429,0.9977809,0.1433519
63,0.52779216,0.56058925,"('unperceptive', 'insightful')",1.0136462,1.1100225,0.9685345,1.0493056,0.8366576,0.9066391,0.0699815
64,-0.092906326,-0.14860974,"('shy', 'confident')",0.2114798,0.063011125,-5.865763,-5.979756,-1.9157298,-2.0217848,-0.106055
65,1.6486261,1.4730569,"('insecure', 'secure')",0.89409757,0.44364426,-0.24837813,-0.40294722,0.7647819,0.5045847,-0.2601972
66,-1.1791457,-1.080257,"('inactive', 'active')",-0.59645116,-0.53159714,0.7121389,0.7403075,-0.354486,-0.2905156,0.0639704
67,1.0632534,1.0055913,"('doubtful', 'determined')",0.33709878,0.28348646,-0.3527333,-0.26605585,0.3492063,0.3410073,-0.008199
