,deer_male,deer_female,tuple,average_male,average_female,female-male
0,-0.3518292,-0.38534603,"('unsociable', 'sociable')",-0.3518292,-0.385346,-0.0335168
1,1.2017146,1.3154819,"('unfriendly', 'friendly')",1.2017146,1.3154819,0.1137673
2,-0.07469118,-0.017056655,"('unlikable', 'likable')",-0.0746912,-0.0170567,0.0576345
3,0.40684175,0.37619042,"('repellent', 'pleasant')",0.4068418,0.3761904,-0.0306514
4,-6.787009,-7.0158467,"('disliked', 'liked')",-6.7870088,-7.0158467,-0.2288379
5,-0.44025764,-0.3907863,"('distant', 'outgoing')",-0.4402576,-0.3907863,0.0494713
6,0.3041448,0.28643787,"('distant', 'open')",0.3041448,0.2864379,-0.0177069
7,0.50968736,0.5804916,"('insensitive', 'sensitive')",0.5096874,0.5804916,0.0708042
8,1.2998414,1.2749751,"('unaffectionate', 'affectionate')",1.2998414,1.2749751,-0.0248663
9,1.5485182,1.6256713,"('unaffectionate', 'caring')",1.5485182,1.6256713,0.0771531
10,0.5494721,0.5552974,"('unsympathetic', 'sympathetic')",0.5494721,0.5552974,0.0058253
11,0.95858777,1.1071994,"('unhelpful', 'helpful')",0.9585878,1.1071994,0.1486116
12,-1.8074331,-1.7943349,"('unsupportive', 'supportive')",-1.8074331,-1.7943349,0.0130982
13,-0.7982702,-0.7599409,"('impolite', 'polite')",-0.7982702,-0.7599409,0.0383293
14,0.0666215,0.0076799504,"('antisocial', 'social')",0.0666215,0.00768,-0.0589415
15,0.220885,0.18369438,"('boring', 'funny')",0.220885,0.1836944,-0.0371906
16,-0.32515296,-0.33630583,"('unpopular', 'popular')",-0.325153,-0.3363058,-0.0111528
17,-0.085913636,-0.0590904,"('nasty', 'nice')",-0.0859136,-0.0590904,0.0268232
18,-0.5863184,-0.6291863,"('disagreeable', 'welcoming')",-0.5863184,-0.6291863,-0.0428679
19,-0.30359885,-0.26919788,"('inhospitable', 'hospitable')",-0.3035989,-0.2691979,0.034401
20,0.7928786,0.7322267,"('rough', 'thoughtful')",0.7928786,0.7322267,-0.0606519
21,-0.8273005,-0.7359275,"('immoral', 'moral')",-0.8273005,-0.7359275,0.091373
22,-0.58877057,-0.64321375,"('untrustworthy', 'trustworthy')",-0.5887706,-0.6432137,-0.0544431
23,5.4135394,5.630427,"('insincere', 'sincere')",5.4135394,5.6304269,0.2168875
24,1.1629337,1.1241456,"('dishonest', 'honest')",1.1629337,1.1241456,-0.0387881
25,0.9056047,0.85302925,"('egoistic', 'altruistic')",0.9056047,0.8530293,-0.0525754
26,1.0173606,0.93804187,"('hardhearted', 'benevolent')",1.0173606,0.9380419,-0.0793187
27,1.3388522,1.1293833,"('hardhearted', 'softhearted')",1.3388522,1.1293833,-0.2094689
28,0.99186105,1.0245122,"('disloyal', 'loyal')",0.991861,1.0245122,0.0326512
29,-0.280446,-0.35497862,"('unfair', 'fair')",-0.280446,-0.3549786,-0.0745326
30,0.69095165,0.7236652,"('intolerant', 'tolerant')",0.6909516,0.7236652,0.0327136
31,-0.59305614,-0.628141,"('evil', 'good')",-0.5930561,-0.628141,-0.0350849
32,0.75049394,0.71450806,"('unkind', 'kind')",0.7504939,0.7145081,-0.0359858
33,-0.21992068,-0.21641071,"('wrong', 'right')",-0.2199207,-0.2164107,0.00351
34,4.374089,4.592386,"('mean', 'honorable')",4.3740888,4.5923858,0.218297
35,-0.104766026,-0.32058713,"('corrupt', 'incorrupt')",-0.104766,-0.3205871,-0.2158211
36,-0.0906678,-0.18859228,"('hostile', 'amicable')",-0.0906678,-0.1885923,-0.0979245
37,0.7814999,0.7873688,"('fake', 'genuine')",0.7814999,0.7873688,0.0058689
38,-0.4973473,-0.40069115,"('untruthful', 'truthful')",-0.4973473,-0.4006912,0.0966561
39,0.60029316,0.6347053,"('exploitative', 'cooperative')",0.6002932,0.6347053,0.0344121
40,-1.4575093,-1.6728538,"('stingy', 'generous')",-1.4575093,-1.6728538,-0.2153445
41,0.27848598,0.28169185,"('unforgiving', 'forgiving')",0.278486,0.2816918,0.0032058
42,-2.50634,-2.604204,"('unreliable', 'reliable')",-2.50634,-2.6042039,-0.0978639
