,attacker_male,attacker_female,tuple,average_male,average_female,female-male
0,0.25102046,0.23560713,"('unsociable', 'sociable')",0.2510205,0.2356071,-0.0154134
1,0.77425593,0.6598776,"('unfriendly', 'friendly')",0.7742559,0.6598776,-0.1143783
2,0.1082097,0.18539603,"('unlikable', 'likable')",0.1082097,0.185396,0.0771863
3,1.0504777,1.0673047,"('repellent', 'pleasant')",1.0504777,1.0673047,0.016827
4,-7.228856,-7.412386,"('disliked', 'liked')",-7.2288561,-7.4123859,-0.1835298
5,-0.7513091,-0.786002,"('distant', 'outgoing')",-0.7513091,-0.786002,-0.0346929
6,-0.2771494,-0.39078397,"('distant', 'open')",-0.2771494,-0.390784,-0.1136346
7,1.2704716,1.3041755,"('insensitive', 'sensitive')",1.2704716,1.3041755,0.0337039
8,0.6588795,0.5385875,"('unaffectionate', 'affectionate')",0.6588795,0.5385875,-0.120292
9,1.2485898,1.2625018,"('unaffectionate', 'caring')",1.2485898,1.2625018,0.013912
10,1.406465,1.4513806,"('unsympathetic', 'sympathetic')",1.4064651,1.4513806,0.0449155
11,1.7226559,1.8248961,"('unhelpful', 'helpful')",1.7226559,1.8248961,0.1022402
12,-1.5951575,-1.5929224,"('unsupportive', 'supportive')",-1.5951575,-1.5929224,0.0022351
13,0.2694706,0.33994246,"('impolite', 'polite')",0.2694706,0.3399425,0.0704719
14,0.4049453,0.3813442,"('antisocial', 'social')",0.4049453,0.3813442,-0.0236011
15,0.010114672,-0.08019814,"('boring', 'funny')",0.0101147,-0.0801981,-0.0903128
16,-0.5341035,-0.58134055,"('unpopular', 'popular')",-0.5341035,-0.5813406,-0.0472371
17,-0.21798858,-0.17048952,"('nasty', 'nice')",-0.2179886,-0.1704895,0.0474991
18,-0.30329937,-0.33709607,"('disagreeable', 'welcoming')",-0.3032994,-0.3370961,-0.0337967
19,-1.287563,-1.2696922,"('inhospitable', 'hospitable')",-1.287563,-1.2696922,0.0178708
20,1.0484238,0.98493546,"('rough', 'thoughtful')",1.0484238,0.9849355,-0.0634883
21,0.121478185,0.2559345,"('immoral', 'moral')",0.1214782,0.2559345,0.1344563
22,0.041459598,0.01755445,"('untrustworthy', 'trustworthy')",0.0414596,0.0175545,-0.0239051
23,5.926241,6.0501633,"('insincere', 'sincere')",5.9262409,6.0501633,0.1239224
24,1.5714824,1.5119243,"('dishonest', 'honest')",1.5714824,1.5119243,-0.0595581
25,0.36422503,0.30209628,"('egoistic', 'altruistic')",0.364225,0.3020963,-0.0621287
