,pencil_male,pencil_female,tuple,average_male,average_female,female-male
0,-0.37775972,-0.43408778,"('unsociable', 'sociable')",-0.3777597,-0.4340878,-0.0563281
1,1.7506788,1.7063665,"('unfriendly', 'friendly')",1.7506788,1.7063665,-0.0443123
2,0.35825267,0.5570312,"('unlikable', 'likable')",0.3582527,0.5570312,0.1987785
3,0.629197,0.76598686,"('repellent', 'pleasant')",0.629197,0.7659869,0.1367899
4,-7.3855805,-7.212986,"('disliked', 'liked')",-7.3855805,-7.212986,0.1725945
5,0.45718762,0.577742,"('distant', 'outgoing')",0.4571876,0.577742,0.1205544
6,0.5219562,0.6766418,"('distant', 'open')",0.5219562,0.6766418,0.1546856
7,0.27641264,0.38633308,"('insensitive', 'sensitive')",0.2764126,0.3863331,0.1099205
8,1.4805751,1.4750401,"('unaffectionate', 'affectionate')",1.4805751,1.4750401,-0.005535
9,2.1604116,2.2059522,"('unaffectionate', 'caring')",2.1604116,2.2059522,0.0455406
10,0.5085322,0.62042797,"('unsympathetic', 'sympathetic')",0.5085322,0.620428,0.1118958
11,1.967308,2.00661,"('unhelpful', 'helpful')",1.967308,2.0066099,0.0393019
12,-1.4640673,-1.4208584,"('unsupportive', 'supportive')",-1.4640673,-1.4208584,0.0432089
13,0.34755498,0.23744626,"('impolite', 'polite')",0.347555,0.2374463,-0.1101087
14,-0.91144365,-0.99662095,"('antisocial', 'social')",-0.9114437,-0.996621,-0.0851773
15,0.9033653,0.93334943,"('boring', 'funny')",0.9033653,0.9333494,0.0299841
16,-0.03095682,0.008528635,"('unpopular', 'popular')",-0.0309568,0.0085286,0.0394854
17,-0.21390626,-0.19359769,"('nasty', 'nice')",-0.2139063,-0.1935977,0.0203086
18,-0.7282218,-0.8019795,"('disagreeable', 'welcoming')",-0.7282218,-0.8019795,-0.0737577
19,-0.030729335,0.16496569,"('inhospitable', 'hospitable')",-0.0307293,0.1649657,0.195695
20,0.6057128,0.47071928,"('rough', 'thoughtful')",0.6057128,0.4707193,-0.1349935
21,-0.30388534,-0.12666707,"('immoral', 'moral')",-0.3038853,-0.1266671,0.1772182
22,-1.0799153,-0.9705799,"('untrustworthy', 'trustworthy')",-1.0799153,-0.9705799,0.1093354
23,6.5614033,6.4359694,"('insincere', 'sincere')",6.5614033,6.4359694,-0.1254339
24,1.6792389,1.7445058,"('dishonest', 'honest')",1.6792389,1.7445058,0.0652669
25,0.7843874,0.67105645,"('egoistic', 'altruistic')",0.7843874,0.6710564,-0.113331
26,0.75106496,0.6000435,"('hardhearted', 'benevolent')",0.751065,0.6000435,-0.1510215
27,1.4973162,1.3984679,"('hardhearted', 'softhearted')",1.4973162,1.3984679,-0.0988483
