,satellite_male,satellite_female,tuple,average_male,average_female,female-male
0,0.27710283,0.2028372,"('unsociable', 'sociable')",0.2771028,0.2028372,-0.0742656
1,1.6373382,1.6823007,"('unfriendly', 'friendly')",1.6373382,1.6823007,0.0449625
2,0.3695351,0.40281627,"('unlikable', 'likable')",0.3695351,0.4028163,0.0332812
3,0.9619584,1.165368,"('repellent', 'pleasant')",0.9619584,1.165368,0.2034096
4,-6.790809,-6.898233,"('disliked', 'liked')",-6.7908092,-6.8982329,-0.1074237
5,-0.34024855,-0.21630386,"('distant', 'outgoing')",-0.3402486,-0.2163039,0.1239447
6,-0.13939363,0.033909045,"('distant', 'open')",-0.1393936,0.033909,0.1733026
7,1.1140858,1.2373308,"('insensitive', 'sensitive')",1.1140858,1.2373308,0.123245
8,1.2468852,1.2352298,"('unaffectionate', 'affectionate')",1.2468852,1.2352298,-0.0116554
9,1.8607146,2.0172722,"('unaffectionate', 'caring')",1.8607146,2.0172722,0.1565576
10,0.78883743,0.8477939,"('unsympathetic', 'sympathetic')",0.7888374,0.8477939,0.0589565
11,1.9847289,2.0823178,"('unhelpful', 'helpful')",1.9847289,2.0823178,0.0975889
12,-1.0675534,-0.9769812,"('unsupportive', 'supportive')",-1.0675534,-0.9769812,0.0905722
13,-0.027756773,-0.1119778,"('impolite', 'polite')",-0.0277568,-0.1119778,-0.084221
14,0.10334991,0.037793156,"('antisocial', 'social')",0.1033499,0.0377932,-0.0655567
15,0.48702148,0.3211287,"('boring', 'funny')",0.4870215,0.3211287,-0.1658928
16,-0.1714032,-0.15773427,"('unpopular', 'popular')",-0.1714032,-0.1577343,0.0136689
17,-0.12943007,-0.14142053,"('nasty', 'nice')",-0.1294301,-0.1414205,-0.0119904
18,-0.4335084,-0.3754765,"('disagreeable', 'welcoming')",-0.4335084,-0.3754765,0.0580319
19,-0.5629577,-0.38444984,"('inhospitable', 'hospitable')",-0.5629577,-0.3844498,0.1785079
20,0.59150666,0.4082466,"('rough', 'thoughtful')",0.5915067,0.4082466,-0.1832601
21,-0.19139598,-0.016693715,"('immoral', 'moral')",-0.191396,-0.0166937,0.1747023
22,-0.5811829,-0.4047007,"('untrustworthy', 'trustworthy')",-0.5811829,-0.4047007,0.1764822
23,6.51098,6.7965307,"('insincere', 'sincere')",6.5109801,6.7965307,0.2855506
24,1.4732406,1.7848871,"('dishonest', 'honest')",1.4732406,1.7848871,0.3116465
25,1.1258358,1.1148254,"('egoistic', 'altruistic')",1.1258358,1.1148254,-0.0110104
26,1.1161112,0.6905309,"('hardhearted', 'benevolent')",1.1161112,0.6905309,-0.4255803
27,1.7891508,1.6790674,"('hardhearted', 'softhearted')",1.7891508,1.6790674,-0.1100834
28,1.4715955,1.4045004,"('disloyal', 'loyal')",1.4715955,1.4045004,-0.0670951
29,-0.63869303,-0.66406167,"('unfair', 'fair')",-0.638693,-0.6640617,-0.0253687
