,nicor_male,nicor_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.44185582,0.19403689,"('unsociable', 'sociable')",0.09463427,-0.10145589,0.268245,0.0462905,-0.2219545
1,-1.2339779,-1.3244148,"('unfriendly', 'friendly')",1.3929515,1.1771024,0.0794868,-0.0736562,-0.153143
2,0.93720216,0.95703423,"('unlikable', 'likable')",0.7540762,0.8328929,0.8456392,0.8949636,0.0493244
3,0.16110523,0.26515356,"('repellent', 'pleasant')",0.24803817,0.29761115,0.2045717,0.2813824,0.0768107
4,-0.7704177,-0.8059309,"('disliked', 'liked')",-5.576459,-5.4852943,-3.1734383,-3.1456127,0.0278256
5,-1.8099115,-1.7991022,"('distant', 'outgoing')",-0.49806884,-0.56451297,-1.1539901,-1.1818075,-0.0278174
6,-1.9657048,-1.9394475,"('distant', 'open')",-0.13469326,-0.23970813,-1.050199,-1.0895778,-0.0393788
7,0.6481601,0.64296037,"('insensitive', 'sensitive')",0.7788949,0.7360495,0.7135275,0.6895049,-0.0240226
8,-0.7116254,-0.7427729,"('unaffectionate', 'affectionate')",0.61472744,0.49941313,-0.048449,-0.1216799,-0.0732309
9,-0.5732555,-0.59181076,"('unaffectionate', 'caring')",0.9672345,0.8450911,0.1969895,0.1266402,-0.0703493
10,0.83297765,0.7219706,"('unsympathetic', 'sympathetic')",0.27349377,0.15927543,0.5532357,0.440623,-0.1126127
11,1.0227442,0.9581156,"('unhelpful', 'helpful')",1.9224082,1.8272024,1.4725761,1.3926589,-0.0799172
12,0.4191984,0.45368496,"('unsupportive', 'supportive')",-1.3749945,-1.3624834,-0.4778981,-0.4543992,0.0234989
13,0.65254146,0.5467823,"('impolite', 'polite')",-0.08043742,-0.062710196,0.286052,0.2420361,-0.0440159
14,1.4155906,1.2946899,"('antisocial', 'social')",0.26825264,0.22930022,0.8419216,0.7619951,-0.0799265
15,-0.25452146,-0.37001142,"('boring', 'funny')",0.8135748,0.7240955,0.2795267,0.1770421,-0.1024846
16,-0.3124923,-0.2092602,"('unpopular', 'popular')",0.36556065,0.4934674,0.0265342,0.1421036,0.1155694
17,-0.09009834,-0.09024965,"('nasty', 'nice')",-0.37968302,-0.35513666,-0.2348907,-0.2226932,0.0121975
18,-0.49523455,-0.46171585,"('disagreeable', 'welcoming')",-0.37886924,-0.4202599,-0.4370519,-0.4409879,-0.003936
19,-0.9696325,-1.0354875,"('inhospitable', 'hospitable')",-0.28844985,-0.32233736,-0.6290412,-0.6789125,-0.0498713
20,0.18328115,0.22815448,"('rough', 'thoughtful')",1.1755408,1.138959,0.679411,0.6835568,0.0041458
21,0.95547414,0.9270577,"('immoral', 'moral')",-0.15619549,-0.11289746,0.3996393,0.4070801,0.0074408
22,0.6372113,0.5404007,"('untrustworthy', 'trustworthy')",-0.7416553,-0.8027098,-0.052222,-0.1311546,-0.0789326
23,0.6776631,0.5835389,"('insincere', 'sincere')",5.1842623,4.9599853,2.9309626,2.7717621,-0.1592005
24,0.17651308,0.06807317,"('dishonest', 'honest')",0.70680237,0.61403173,0.4416577,0.3410524,-0.1006053
25,-0.7334433,-0.7038071,"('egoistic', 'altruistic')",1.161362,1.1494036,0.2139594,0.2227982,0.0088388
26,0.11666788,-0.051051445,"('hardhearted', 'benevolent')",1.7865942,1.6338596,0.951631,0.7914041,-0.1602269
27,-0.48139885,-0.4654685,"('hardhearted', 'softhearted')",1.1993703,1.1439946,0.3589857,0.339263,-0.0197227
28,0.098749146,0.0020556562,"('disloyal', 'loyal')",0.8524863,0.693349,0.4756177,0.3477023,-0.1279154
29,-0.35820648,-0.38611898,"('unfair', 'fair')",-0.7482673,-0.92489207,-0.5532369,-0.6555055,-0.1022686
30,1.3968177,1.2445457,"('intolerant', 'tolerant')",1.9752811,1.9014657,1.6860495,1.5730057,-0.1130438
