,poll_male,poll_female,tuple,average_male,average_female,female-male
0,-0.022916306,0.03069207,"('unsociable', 'sociable')",-0.0229163,0.0306921,0.0536084
1,1.6385616,1.3393241,"('unfriendly', 'friendly')",1.6385616,1.3393241,-0.2992375
2,0.24721001,0.33544,"('unlikable', 'likable')",0.24721,0.33544,0.08823
3,0.37769604,0.6117802,"('repellent', 'pleasant')",0.377696,0.6117802,0.2340842
4,-7.132183,-7.2185054,"('disliked', 'liked')",-7.1321831,-7.2185054,-0.0863223
5,-0.15881431,-0.28119984,"('distant', 'outgoing')",-0.1588143,-0.2811998,-0.1223855
6,0.2880213,0.0039237365,"('distant', 'open')",0.2880213,0.0039237,-0.2840976
7,1.4732325,1.5447143,"('insensitive', 'sensitive')",1.4732325,1.5447143,0.0714818
8,1.5127282,1.278025,"('unaffectionate', 'affectionate')",1.5127282,1.278025,-0.2347032
9,1.9448087,1.8180921,"('unaffectionate', 'caring')",1.9448087,1.8180921,-0.1267166
10,0.79491556,0.9723395,"('unsympathetic', 'sympathetic')",0.7949156,0.9723395,0.1774239
11,1.5149097,1.6407084,"('unhelpful', 'helpful')",1.5149097,1.6407084,0.1257987
12,-1.8188455,-1.7608626,"('unsupportive', 'supportive')",-1.8188455,-1.7608626,0.0579829
13,-0.34786254,-0.02327101,"('impolite', 'polite')",-0.3478625,-0.023271,0.3245915
14,0.5862834,0.7413431,"('antisocial', 'social')",0.5862834,0.7413431,0.1550597
15,0.49390143,0.50185204,"('boring', 'funny')",0.4939014,0.501852,0.0079506
16,-0.72333634,-0.8042293,"('unpopular', 'popular')",-0.7233363,-0.8042293,-0.080893
17,0.1619285,0.1113925,"('nasty', 'nice')",0.1619285,0.1113925,-0.050536
18,-0.5644467,-0.5716995,"('disagreeable', 'welcoming')",-0.5644467,-0.5716995,-0.0072528
19,-0.28342935,-0.41921622,"('inhospitable', 'hospitable')",-0.2834294,-0.4192162,-0.1357868
