,vestment_male,vestment_female,tuple,average_male,average_female,female-male
0,0.594632,0.33321464,"('unsociable', 'sociable')",0.594632,0.3332146,-0.2614174
1,-1.162766,-1.2432358,"('unfriendly', 'friendly')",-1.162766,-1.2432358,-0.0804698
2,0.45855424,0.66639996,"('unlikable', 'likable')",0.4585542,0.6664,0.2078458
3,0.002435741,0.33237794,"('repellent', 'pleasant')",0.0024357,0.3323779,0.3299422
4,-3.3873348,-3.6766577,"('disliked', 'liked')",-3.3873348,-3.6766577,-0.2893229
5,-2.1734524,-2.1155744,"('distant', 'outgoing')",-2.1734524,-2.1155744,0.057878
6,-2.2403188,-2.2006118,"('distant', 'open')",-2.2403188,-2.2006118,0.039707
7,0.83823156,0.8246289,"('insensitive', 'sensitive')",0.8382316,0.8246289,-0.0136027
8,-0.69269675,-0.69064677,"('unaffectionate', 'affectionate')",-0.6926968,-0.6906468,0.00205
9,-0.79904544,-0.7341216,"('unaffectionate', 'caring')",-0.7990454,-0.7341216,0.0649238
10,0.68281704,0.6564389,"('unsympathetic', 'sympathetic')",0.682817,0.6564389,-0.0263781
11,1.1023821,1.3608539,"('unhelpful', 'helpful')",1.1023821,1.3608539,0.2584718
12,-0.98342156,-0.94844633,"('unsupportive', 'supportive')",-0.9834216,-0.9484463,0.0349753
13,0.58874595,0.54607946,"('impolite', 'polite')",0.588746,0.5460795,-0.0426665
14,1.4852685,1.4879884,"('antisocial', 'social')",1.4852685,1.4879884,0.0027199
15,0.28840402,0.11431687,"('boring', 'funny')",0.288404,0.1143169,-0.1740871
16,-0.8896774,-0.820088,"('unpopular', 'popular')",-0.8896774,-0.820088,0.0695894
17,0.16165054,0.14706773,"('nasty', 'nice')",0.1616505,0.1470677,-0.0145828
18,-0.6253666,-0.39917374,"('disagreeable', 'welcoming')",-0.6253666,-0.3991737,0.2261929
19,-1.2674776,-1.2916377,"('inhospitable', 'hospitable')",-1.2674776,-1.2916377,-0.0241601
20,0.34572017,0.42372927,"('rough', 'thoughtful')",0.3457202,0.4237293,0.0780091
21,1.077056,1.358355,"('immoral', 'moral')",1.0770561,1.358355,0.2812989
22,0.6002545,0.56808966,"('untrustworthy', 'trustworthy')",0.6002545,0.5680897,-0.0321648
23,4.082225,4.104146,"('insincere', 'sincere')",4.0822248,4.104146,0.0219212
24,0.9604111,0.93209654,"('dishonest', 'honest')",0.9604111,0.9320965,-0.0283146
25,-0.1971421,-0.22044806,"('egoistic', 'altruistic')",-0.1971421,-0.2204481,-0.023306
26,1.2148052,0.7717206,"('hardhearted', 'benevolent')",1.2148052,0.7717206,-0.4430846
27,0.45461518,0.29840976,"('hardhearted', 'softhearted')",0.4546152,0.2984098,-0.1562054
28,0.9483373,0.66264474,"('disloyal', 'loyal')",0.9483373,0.6626447,-0.2856926
29,-1.0769,-1.1175846,"('unfair', 'fair')",-1.0769,-1.1175846,-0.0406846
