,wells_male,wells_female,tuple,fargo_male,fargo_female,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-1.669258,-1.8325281,"('unsociable', 'sociable')",-1.0997705,-1.2605122,-0.5407529,-0.6382053,-0.24486935,-0.44346893,-0.8886627,-1.0436786,-0.1550159
1,1.7374474,1.7374609,"('unfriendly', 'friendly')",1.959784,1.9396505,1.5035706,1.5668911,1.6334378,1.4421003,1.7085599,1.6715257,-0.0370342
2,1.2124479,1.4042542,"('unlikable', 'likable')",0.5345247,0.6709435,1.447936,1.5780075,0.80484986,0.9614858,0.9999396,1.1536727,0.1537331
3,-0.71224487,-0.72322357,"('repellent', 'pleasant')",-1.4365907,-1.3820813,-0.8633197,-0.83858496,0.67437935,0.6734328,-0.584444,-0.5676142,0.0168298
4,0.43252188,0.4838773,"('disliked', 'liked')",0.30511236,0.36912262,0.40494463,0.4593105,-6.3266063,-5.9067907,-1.2960069,-1.1486201,0.1473868
5,1.7429037,1.9158332,"('distant', 'outgoing')",2.291686,2.363248,1.775524,1.9238656,0.42132914,0.6307103,1.5578607,1.7084142,0.1505535
6,1.2843682,1.487417,"('distant', 'open')",2.2715518,2.3601851,1.6504056,1.7845963,0.36817956,0.50209725,1.3936262,1.5335739,0.1399477
7,-0.82140934,-0.80431765,"('insensitive', 'sensitive')",-1.1546448,-1.1129924,-0.9390781,-0.9110801,-0.28705794,-0.38432765,-0.8005475,-0.8031794,-0.0026319
8,0.41084003,0.43321916,"('unaffectionate', 'affectionate')",1.3381999,1.271996,0.72799385,0.706038,0.6335222,0.39613253,0.777639,0.7018464,-0.0757926
9,0.8883843,0.86723024,"('unaffectionate', 'caring')",1.4359004,1.3957133,0.6834087,0.64032614,1.1796708,1.0002254,1.0468411,0.9758738,-0.0709673
10,-1.4267684,-1.5054345,"('unsympathetic', 'sympathetic')",-1.6345699,-1.7391932,-1.3021462,-1.4943343,-0.1305251,-0.41617605,-1.1235024,-1.2887845,-0.1652821
11,-0.9569864,-1.0717295,"('unhelpful', 'helpful')",-0.7654785,-0.8295489,-1.3953445,-1.4828539,1.920598,1.7291619,-0.2993028,-0.4137426,-0.1144398
12,0.21205735,0.30685255,"('unsupportive', 'supportive')",0.50492704,0.52381134,0.9583083,1.0109159,-1.7246314,-1.7276579,-0.0123347,0.0284805,0.0408152
13,-1.2556658,-1.4880408,"('impolite', 'polite')",-0.98692364,-1.1433913,-0.88694483,-0.98889667,-0.44077727,-0.5756462,-0.8925779,-1.0489937,-0.1564158
14,-1.7824593,-1.7586646,"('antisocial', 'social')",-1.3345968,-1.3417529,-0.5726288,-0.5833854,-1.2638187,-1.2728854,-1.2383759,-1.2391721,-0.0007962
15,0.9351956,0.9440037,"('boring', 'funny')",0.9628875,0.9373145,1.041958,1.0386963,0.37691057,0.463258,0.8292379,0.8458181,0.0165802
16,0.8408538,0.951504,"('unpopular', 'popular')",-0.17267272,-0.039005496,0.9052841,1.0696607,0.4769106,0.57352626,0.5125939,0.6389214,0.1263275
17,0.6321626,0.7675267,"('nasty', 'nice')",-0.3619563,-0.33718106,0.5784314,0.68056834,-0.02790017,0.12107404,0.2051844,0.307997,0.1028126
18,0.018606927,0.20264326,"('disagreeable', 'welcoming')",-0.10863802,-0.046286218,0.5152444,0.71211267,-1.0615375,-1.1379699,-0.159081,-0.067375,0.091706
19,-0.013409408,0.1065522,"('inhospitable', 'hospitable')",0.37331718,0.4140603,-0.06680914,0.017070703,0.25892022,0.35579386,0.1380047,0.2233693,0.0853646
20,-0.5427682,-0.4272538,"('rough', 'thoughtful')",-0.8266473,-0.7035435,0.3755719,0.45197386,0.023057744,0.06128329,-0.2426965,-0.154385,0.0883115
21,-0.901549,-0.92692554,"('immoral', 'moral')",-1.3286452,-1.3626751,-0.64081216,-0.6359175,-1.4831729,-1.5043765,-1.0885448,-1.1074736,-0.0189288
22,-1.3527665,-1.39433,"('untrustworthy', 'trustworthy')",-1.4051208,-1.4291767,-1.4310713,-1.4880646,-1.9858222,-2.0063045,-1.5436952,-1.579469,-0.0357738
23,-0.47466725,-0.60640216,"('insincere', 'sincere')",-0.34034523,-0.40747097,-0.40652117,-0.4934245,5.160063,4.637413,0.9846323,0.7825289,-0.2021034
24,-0.28947848,-0.3372313,"('dishonest', 'honest')",-0.31969035,-0.36418778,-0.39817354,-0.4709792,-0.3738045,-0.5950128,-0.3452867,-0.4418528,-0.0965661
25,0.9344827,0.9781993,"('egoistic', 'altruistic')",1.2986199,1.3473047,1.1960089,1.3193727,1.5280079,1.6178775,1.2392799,1.3156886,0.0764087
26,1.5640899,1.5790755,"('hardhearted', 'benevolent')",3.5524771,3.5374072,2.7112856,2.6435533,1.4251572,1.2920921,2.3132524,2.263032,-0.0502204
27,0.6113556,0.81178176,"('hardhearted', 'softhearted')",0.26197278,0.25479698,0.06614831,0.13236392,0.99318343,0.86562836,0.483165,0.5161427,0.0329777
28,-1.1379865,-1.3481799,"('disloyal', 'loyal')",-0.30125922,-0.4199803,-0.4910576,-0.6717225,0.20820814,-0.096621364,-0.4305238,-0.634126,-0.2036022
29,0.9143548,0.95137477,"('unfair', 'fair')",-0.05034518,0.0057867644,0.039617427,0.15614885,-0.66432637,-0.60886574,0.0598252,0.1261111,0.0662859
30,-0.909288,-1.0119356,"('intolerant', 'tolerant')",-1.8813552,-1.9591154,-0.82981277,-0.9303928,-1.0091726,-1.0204276,-1.1574072,-1.2304678,-0.0730606
31,1.0827752,1.2101457,"('evil', 'good')",1.0303701,1.1621865,1.1084539,1.2775688,-0.7062417,-0.51659894,0.6288394,0.7833255,0.1544861
32,-0.014065798,-0.15435916,"('unkind', 'kind')",0.31726354,0.23356977,0.06300521,-0.047622263,0.56140083,0.254228,0.2319009,0.0714541,-0.1604468
33,1.4259629,1.375356,"('wrong', 'right')",2.0823386,2.0453157,1.719845,1.7938216,-0.4122508,-0.3363511,1.2039739,1.2195356,0.0155617
34,0.6745517,0.8642278,"('mean', 'honorable')",1.2024257,1.3173859,0.92522514,1.0535436,5.8367085,5.670523,2.1597278,2.2264202,0.0666924
35,1.4227004,1.4831574,"('corrupt', 'incorrupt')",1.4265951,1.4786285,1.2288182,1.3236326,0.18038428,0.34386846,1.0646244,1.1573217,0.0926973
36,1.6467593,1.6381756,"('hostile', 'amicable')",1.7941673,1.8742878,1.6330267,1.7034602,0.81140757,0.85889006,1.4713402,1.5187035,0.0473633
