,paypal_male,paypal_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,0.07323909,-0.051554017,"('unsociable', 'sociable')",0.20570372,-0.030273598,-0.006511894,-0.13354205,0.0908103,-0.0717899,-0.1626002
1,0.3111528,0.33842936,"('unfriendly', 'friendly')",-0.04917599,-0.20227131,1.64331,1.5127715,0.6350956,0.5496432,-0.0854524
2,0.89959997,0.9255991,"('unlikable', 'likable')",1.7763375,1.8493448,0.7400636,0.8420704,1.138667,1.2056714,0.0670044
3,-1.1033792,-1.0195687,"('repellent', 'pleasant')",0.41566244,0.41014826,0.13237435,0.117850594,-0.1851142,-0.1638566,0.0212576
4,0.5970566,0.55067974,"('disliked', 'liked')",0.03611076,-0.024138218,-5.9559646,-5.9990096,-1.7742658,-1.824156,-0.0498902
5,1.0372967,1.1354331,"('distant', 'outgoing')",-0.8218939,-0.73411536,-0.25976533,-0.25608063,-0.0147875,0.0484124,0.0631999
6,0.79416645,0.9048851,"('distant', 'open')",-1.0611486,-0.9993348,0.40644747,0.34420758,0.0464884,0.0832526,0.0367642
7,-0.53369147,-0.60680187,"('insensitive', 'sensitive')",0.50556797,0.4296492,0.56624806,0.51800513,0.1793749,0.1136175,-0.0657574
8,0.06267807,0.035116885,"('unaffectionate', 'affectionate')",-0.7315257,-0.729746,0.38603625,0.30000338,-0.0942705,-0.1315419,-0.0372714
9,0.87681085,0.82839936,"('unaffectionate', 'caring')",0.15875128,0.0917974,1.0931861,1.0580788,0.7095828,0.6594252,-0.0501576
10,-1.272189,-1.3593712,"('unsympathetic', 'sympathetic')",-0.12923661,-0.21636067,-0.1751902,-0.20570727,-0.5255386,-0.5938131,-0.0682745
11,-0.3831224,-0.46043622,"('unhelpful', 'helpful')",-0.31687132,-0.37698454,2.0235875,2.085974,0.4411979,0.4161844,-0.0250135
12,0.22717667,0.28036746,"('unsupportive', 'supportive')",0.09586951,0.1972077,-1.8072729,-1.8065075,-0.4947422,-0.4429774,0.0517648
13,-0.8097977,-0.87038785,"('impolite', 'polite')",0.12721409,0.07722461,0.019808576,-0.057210125,-0.220925,-0.2834578,-0.0625328
14,-0.086715795,-0.13125128,"('antisocial', 'social')",2.0995193,2.071734,-0.26627797,-0.33289793,0.5821752,0.5358616,-0.0463136
15,0.5474694,0.45599377,"('boring', 'funny')",-0.89970136,-0.90053385,0.6313415,0.57220185,0.0930365,0.0425539,-0.0504826
16,-0.34248853,-0.25229338,"('unpopular', 'popular')",-1.1028816,-1.0173044,0.24042939,0.2588629,-0.4016469,-0.3369116,0.0647353
17,0.2325555,0.2780504,"('nasty', 'nice')",-0.74650353,-0.6837428,-0.26654926,-0.23511052,-0.2601658,-0.213601,0.0465648
18,0.08665086,0.084074326,"('disagreeable', 'welcoming')",0.0029470623,0.04422754,-0.22063954,-0.27887905,-0.0436805,-0.0501924,-0.0065119
19,-0.10408767,-0.08396201,"('inhospitable', 'hospitable')",-0.85584086,-0.78591716,0.011770042,0.053667426,-0.3160528,-0.2720706,0.0439822
20,-0.91467917,-0.8648462,"('rough', 'thoughtful')",0.05683907,0.14138383,0.85785836,0.8344625,6.1e-06,0.037,0.0369939
21,-1.0853041,-1.1444913,"('immoral', 'moral')",0.4568001,0.3672692,-0.38904122,-0.39082375,-0.3391817,-0.3893486,-0.0501669
22,-0.9893691,-1.0955298,"('untrustworthy', 'trustworthy')",-0.31801704,-0.38276458,-0.80186445,-0.88918537,-0.7030835,-0.7891599,-0.0860764
23,-0.3816962,-0.45793387,"('insincere', 'sincere')",0.07220389,-0.08005733,5.754961,5.643921,1.8151563,1.7019766,-0.1131797
24,0.22205442,0.1142971,"('dishonest', 'honest')",-0.60903347,-0.67212963,0.7299273,0.6436376,0.1143161,0.0286017,-0.0857144
25,0.3953004,0.38819903,"('egoistic', 'altruistic')",0.65504974,0.6346097,1.4202505,1.4035966,0.8235335,0.8088018,-0.0147317
26,0.792114,0.8015176,"('hardhearted', 'benevolent')",1.5233432,1.5410548,1.744083,1.6824028,1.3531801,1.3416584,-0.0115217
27,0.1979243,0.24371988,"('hardhearted', 'softhearted')",-0.07875722,-0.0723937,1.3972769,1.2371315,0.5054813,0.4694859,-0.0359954
28,-0.38990968,-0.592357,"('disloyal', 'loyal')",-0.08665128,-0.30295146,1.2380848,1.1323638,0.2538413,0.0790185,-0.1748228
29,-0.024250485,-0.069443144,"('unfair', 'fair')",-0.660757,-0.6568188,-0.4693374,-0.5718361,-0.3847816,-0.4326994,-0.0479178
30,0.56840116,0.5446663,"('intolerant', 'tolerant')",1.9144719,1.8339604,1.4071715,1.3314949,1.2966815,1.2367072,-0.0599743
31,-0.35796016,-0.19451615,"('evil', 'good')",-1.6372607,-1.5748587,-1.3327484,-1.4064716,-1.1093231,-1.0586155,0.0507076
32,0.22074437,0.14119978,"('unkind', 'kind')",0.7388694,0.6371435,0.95011604,0.8706335,0.6365766,0.5496589,-0.0869177
33,1.0513587,1.0456432,"('wrong', 'right')",0.069358245,0.087830134,-0.7503459,-0.79780203,0.123457,0.1118905,-0.0115665
34,0.05927386,0.23898335,"('mean', 'honorable')",0.092435874,0.20740648,6.2051682,6.255173,2.1189593,2.2338543,0.114895
35,0.36103505,0.33340493,"('corrupt', 'incorrupt')",-1.2374529,-1.155691,0.20271292,0.07009637,-0.2245683,-0.2507299,-0.0261616
36,0.9353798,0.9909478,"('hostile', 'amicable')",-1.0988545,-1.1654334,0.502039,0.31967038,0.1128548,0.0483949,-0.0644599
37,-1.3105733,-1.3296087,"('fake', 'genuine')",-0.4681553,-0.3982274,0.3013168,0.29318076,-0.4924706,-0.4782185,0.0142521
38,0.28013647,0.29247335,"('untruthful', 'truthful')",-0.11099053,-0.112919375,0.1229987,0.15025038,0.0973816,0.1099348,0.0125532
39,0.56625086,0.56786984,"('exploitative', 'cooperative')",0.14656194,0.1633937,-0.14271338,-0.14548753,0.1900331,0.1952587,0.0052256
40,0.9600108,0.9755798,"('stingy', 'generous')",0.084842354,0.08321749,-1.7162123,-1.8244767,-0.2237864,-0.2552265,-0.0314401
41,0.62130964,0.58489877,"('unforgiving', 'forgiving')",0.053675503,0.0066603087,0.45289278,0.3354085,0.3759593,0.3089892,-0.0669701
42,0.69047004,0.6211065,"('unreliable', 'reliable')",1.3719922,1.4268907,-2.9152389,-2.9244795,-0.2842588,-0.2921607,-0.0079019
43,-0.15898304,-0.095408574,"('irresponsible', 'responsible')",0.0115638375,0.030508623,0.5357974,0.52323645,0.1294594,0.1527788,0.0233194
44,-0.10828811,-0.04729107,"('prejudiced', 'unprejudiced')",-0.35840952,-0.20145577,-1.4602727,-1.4162182,-0.6423234,-0.5549883,0.0873351
45,-1.6066854,-1.5892382,"('incompetent', 'competent')",-0.35674882,-0.47545394,-0.33171073,-0.435591,-0.7650483,-0.8334277,-0.0683794
46,-1.0369861,-0.99391824,"('uncompetitive', 'competitive')",1.1051315,1.0384554,-0.2762305,-0.2985542,-0.0693617,-0.0846724,-0.0153107
47,0.0337034,0.13490768,"('stupid', 'smart')",0.3164225,0.39518076,5.5375457,5.593232,1.9625572,2.0411069,0.0785497
48,-1.0248678,-1.0591455,"('unintelligent', 'intelligent')",-0.31871355,-0.3578628,0.4354861,0.44222492,-0.3026984,-0.3249278,-0.0222294
49,-0.44761527,-0.42627558,"('unable', 'able')",-0.7780677,-0.6828891,-0.1454666,-0.073827125,-0.4570498,-0.3943306,0.0627192
50,-0.08991649,-0.12321532,"('clumsy', 'skillful')",-0.29032034,-0.27266362,-0.3228947,-0.35841975,-0.2343772,-0.2514329,-0.0170557
51,-1.2672434,-1.4022378,"('uneducated', 'educated')",0.99434376,0.8812654,0.78196967,0.76911587,0.16969,0.0827145,-0.0869755
52,1.2059196,1.0686814,"('irrational', 'rational')",-1.0704486,-1.1694537,-0.06624808,-0.20791152,0.0230743,-0.1028946,-0.1259689
53,-0.374688,-0.4743042,"('uncreative', 'creative')",0.1609048,0.05103913,0.80460334,0.7014482,0.19694,0.0927277,-0.1042123
54,0.8259022,0.7724954,"('incapable', 'capable')",0.31335545,0.36310136,0.8173241,0.8661509,0.6521939,0.6672492,0.0150553
55,-1.8095905,-1.8228698,"('incompetent', 'clever')",0.22303064,0.13192275,-0.004328478,-0.016950585,-0.5302961,-0.5692992,-0.0390031
56,0.113025814,0.04628335,"('impractical', 'practical')",0.86712295,0.79579663,-0.019877661,-0.03845253,0.3200904,0.2678758,-0.0522146
57,-0.79152143,-0.87900686,"('unimaginative', 'imaginative')",-0.06215394,-0.17814457,-2.524522,-2.5669522,-1.1260658,-1.2080345,-0.0819687
58,-0.30246565,-0.26832736,"('undiscriminating', 'discriminating')",1.0084945,0.98056006,0.24524516,0.21101601,0.3170913,0.3077496,-0.0093417
59,0.84735525,0.82235074,"('foolish', 'wise')",-0.46731287,-0.44574043,0.23504218,0.23471779,0.2050282,0.203776,-0.0012522
60,-0.3156005,-0.3170402,"('inefficient', 'efficient')",1.2660097,1.1953787,0.034107655,0.12230699,0.3281723,0.3335485,0.0053762
61,0.030484417,-0.088654086,"('illogical', 'logical')",0.30531126,0.14334026,0.4981831,0.37919867,0.2779929,0.1446283,-0.1333646
62,-0.54366565,-0.53375566,"('incompetent', 'brilliant')",0.62329835,0.65115064,-0.15893848,-0.060451575,-0.0264353,0.0189811,0.0454164
63,-0.6222906,-0.5483779,"('unperceptive', 'insightful')",1.4483453,1.4527707,0.9331414,0.9920224,0.5863987,0.6321384,0.0457397
64,-0.49063092,-0.61355495,"('shy', 'confident')",1.1487645,1.0800427,-6.58936,-6.5478654,-1.9770756,-2.0271258,-0.0500502
65,-1.2761183,-1.4247514,"('insecure', 'secure')",0.66381496,0.51657647,-0.23436444,-0.28465673,-0.2822226,-0.3976105,-0.1153879
66,0.51466405,0.53742963,"('inactive', 'active')",0.93616396,0.94099706,1.2688413,1.2334522,0.9065564,0.9039596,-0.0025968
67,0.7522148,0.7055628,"('doubtful', 'determined')",0.96875274,0.9874932,-0.45009556,-0.41031063,0.423624,0.4275818,0.0039578
