,equinox_male,equinox_female,tuple,average_male,average_female,female-male
0,-1.1530944,-1.3649493,"('unsociable', 'sociable')",-1.1530944,-1.3649493,-0.2118549
1,-1.5134355,-1.7355106,"('unfriendly', 'friendly')",-1.5134355,-1.7355106,-0.2220751
2,-0.2200353,-0.12714374,"('unlikable', 'likable')",-0.2200353,-0.1271437,0.0928916
3,-0.23414668,0.08794159,"('repellent', 'pleasant')",-0.2341467,0.0879416,0.3220883
4,-1.7208937,-1.8562554,"('disliked', 'liked')",-1.7208937,-1.8562554,-0.1353617
5,-1.0763662,-1.1537898,"('distant', 'outgoing')",-1.0763662,-1.1537898,-0.0774236
6,-1.0770591,-1.1200807,"('distant', 'open')",-1.0770591,-1.1200807,-0.0430216
7,-0.5804431,-0.5549468,"('insensitive', 'sensitive')",-0.5804431,-0.5549468,0.0254963
8,-0.48311305,-0.56819826,"('unaffectionate', 'affectionate')",-0.4831131,-0.5681983,-0.0850852
9,-1.2385947,-1.3424679,"('unaffectionate', 'caring')",-1.2385947,-1.3424679,-0.1038732
10,-1.024578,-1.101721,"('unsympathetic', 'sympathetic')",-1.024578,-1.101721,-0.077143
11,-0.48545954,-0.40665653,"('unhelpful', 'helpful')",-0.4854595,-0.4066565,0.078803
12,-1.3185216,-1.3398684,"('unsupportive', 'supportive')",-1.3185216,-1.3398684,-0.0213468
13,-0.9607116,-1.0925664,"('impolite', 'polite')",-0.9607116,-1.0925664,-0.1318548
14,-0.19997752,-0.2598864,"('antisocial', 'social')",-0.1999775,-0.2598864,-0.0599089
15,0.34960285,0.09313492,"('boring', 'funny')",0.3496028,0.0931349,-0.2564679
16,-0.8662817,-0.7289084,"('unpopular', 'popular')",-0.8662817,-0.7289084,0.1373733
17,-0.2050204,-0.0920802,"('nasty', 'nice')",-0.2050204,-0.0920802,0.1129402
18,-0.6159265,-0.47385114,"('disagreeable', 'welcoming')",-0.6159265,-0.4738511,0.1420754
19,-1.1785963,-1.1809198,"('inhospitable', 'hospitable')",-1.1785963,-1.1809198,-0.0023235
20,0.049735084,0.1877837,"('rough', 'thoughtful')",0.0497351,0.1877837,0.1380486
21,-1.0058012,-0.70875317,"('immoral', 'moral')",-1.0058012,-0.7087532,0.297048
22,-0.14273418,-0.23869905,"('untrustworthy', 'trustworthy')",-0.1427342,-0.238699,-0.0959648
23,0.3959945,0.4705784,"('insincere', 'sincere')",0.3959945,0.4705784,0.0745839
24,-0.29638487,-0.49049836,"('dishonest', 'honest')",-0.2963849,-0.4904984,-0.1941135
25,-0.34691107,-0.23499322,"('egoistic', 'altruistic')",-0.3469111,-0.2349932,0.1119179
26,1.2880937,0.74109507,"('hardhearted', 'benevolent')",1.2880937,0.7410951,-0.5469986
27,-0.23878871,-0.40141404,"('hardhearted', 'softhearted')",-0.2387887,-0.401414,-0.1626253
28,-0.85252565,-1.0250413,"('disloyal', 'loyal')",-0.8525257,-1.0250413,-0.1725156
29,-0.11284696,-0.2744366,"('unfair', 'fair')",-0.112847,-0.2744366,-0.1615896
30,0.0017987825,-0.037426732,"('intolerant', 'tolerant')",0.0017988,-0.0374267,-0.0392255
31,-0.91823465,-1.006,"('evil', 'good')",-0.9182346,-1.006,-0.0877654
32,-0.4810496,-0.661696,"('unkind', 'kind')",-0.4810496,-0.661696,-0.1806464
33,-0.20031026,-0.36706725,"('wrong', 'right')",-0.2003103,-0.3670672,-0.1667569
34,0.6846063,1.0179456,"('mean', 'honorable')",0.6846063,1.0179456,0.3333393
35,0.46366137,0.2580758,"('corrupt', 'incorrupt')",0.4636614,0.2580758,-0.2055856
36,-0.62141293,-0.68917257,"('hostile', 'amicable')",-0.6214129,-0.6891726,-0.0677597
37,-0.65508527,-0.6011397,"('fake', 'genuine')",-0.6550853,-0.6011397,0.0539456
38,-0.89233047,-0.9485292,"('untruthful', 'truthful')",-0.8923305,-0.9485292,-0.0561987
39,0.08644664,0.17352106,"('exploitative', 'cooperative')",0.0864466,0.1735211,0.0870745
40,-0.53871375,-0.5702232,"('stingy', 'generous')",-0.5387138,-0.5702232,-0.0315094
41,-0.29736117,-0.45914504,"('unforgiving', 'forgiving')",-0.2973612,-0.459145,-0.1617838
42,-0.6457095,-0.66092247,"('unreliable', 'reliable')",-0.6457095,-0.6609225,-0.015213
43,-0.7295631,-0.76067406,"('irresponsible', 'responsible')",-0.7295631,-0.7606741,-0.031111
44,0.6693564,0.8783303,"('prejudiced', 'unprejudiced')",0.6693564,0.8783303,0.2089739
45,-0.8340209,-1.0086242,"('incompetent', 'competent')",-0.8340209,-1.0086242,-0.1746033
46,-1.0668356,-1.0442753,"('uncompetitive', 'competitive')",-1.0668356,-1.0442753,0.0225603
47,1.4314014,1.3701943,"('stupid', 'smart')",1.4314014,1.3701943,-0.0612071
48,-0.90557444,-0.7717802,"('unintelligent', 'intelligent')",-0.9055744,-0.7717802,0.1337942
49,-0.8560204,-0.5191563,"('unable', 'able')",-0.8560204,-0.5191563,0.3368641
50,-0.08836967,-0.035678223,"('clumsy', 'skillful')",-0.0883697,-0.0356782,0.0526915
51,-0.39673945,-0.5191027,"('uneducated', 'educated')",-0.3967395,-0.5191027,-0.1223632
52,-1.1233348,-1.2421664,"('irrational', 'rational')",-1.1233348,-1.2421664,-0.1188316
53,-1.2591832,-1.3127433,"('uncreative', 'creative')",-1.2591832,-1.3127433,-0.0535601
54,-0.23993382,-0.36927342,"('incapable', 'capable')",-0.2399338,-0.3692734,-0.1293396
55,-0.5036614,-0.3613057,"('incompetent', 'clever')",-0.5036614,-0.3613057,0.1423557
56,0.23275486,0.18544936,"('impractical', 'practical')",0.2327549,0.1854494,-0.0473055
57,-1.3133368,-1.5005895,"('unimaginative', 'imaginative')",-1.3133368,-1.5005895,-0.1872527
58,-1.1039975,-1.3398569,"('undiscriminating', 'discriminating')",-1.1039975,-1.3398569,-0.2358594
59,-0.20685925,-0.283593,"('foolish', 'wise')",-0.2068592,-0.283593,-0.0767338
60,-0.74653876,-0.47413817,"('inefficient', 'efficient')",-0.7465388,-0.4741382,0.2724006
61,-0.8665352,-1.1440043,"('illogical', 'logical')",-0.8665352,-1.1440043,-0.2774691
62,-0.61396617,-0.37574202,"('incompetent', 'brilliant')",-0.6139662,-0.375742,0.2382242
63,-1.040258,-0.96962214,"('unperceptive', 'insightful')",-1.040258,-0.9696221,0.0706359
64,-2.010629,-1.9786236,"('shy', 'confident')",-2.0106289,-1.9786236,0.0320053
65,-0.3289637,-0.31919658,"('insecure', 'secure')",-0.3289637,-0.3191966,0.0097671
66,-0.7070787,-0.8884244,"('inactive', 'active')",-0.7070787,-0.8884244,-0.1813457
67,-0.16581865,-0.21897504,"('doubtful', 'determined')",-0.1658186,-0.218975,-0.0531564
68,-0.9212848,-0.83069986,"('dependent', 'independent')",-0.9212848,-0.8306999,0.0905849
69,-0.15216488,-0.09905646,"('lazy', 'industrious')",-0.1521649,-0.0990565,0.0531084
70,0.14032401,0.057685718,"('lethargic', 'energetic')",0.140324,0.0576857,-0.0826383
71,-0.8286488,-0.87603784,"('diffident', 'self-confident')",-0.8286488,-0.8760378,-0.047389
72,-0.34461293,-0.40382063,"('unambitious', 'ambitious')",-0.3446129,-0.4038206,-0.0592077
73,-0.3630885,-0.30236745,"('helpless', 'self-reliant')",-0.3630885,-0.3023674,0.0607211
74,0.10834387,0.08252721,"('undedicated', 'dedicated')",0.1083439,0.0825272,-0.0258167
75,0.22907035,0.26317137,"('meek', 'impulsive')",0.2290704,0.2631714,0.034101
76,-0.04160019,0.23249653,"('anxious', 'daring')",-0.0416002,0.2324965,0.2740967
77,-1.513473,-1.2345841,"('unmotivated', 'motivated')",-1.513473,-1.2345841,0.2788889
78,-1.2745152,-1.0786177,"('nonresilient', 'resilient')",-1.2745152,-1.0786177,0.1958975
79,-0.29517755,-0.38717574,"('wavering', 'unwavering')",-0.2951775,-0.3871757,-0.0919982
80,0.35160828,0.24294306,"('dominated', 'dominating')",0.3516083,0.2429431,-0.1086652
81,0.007583862,0.011226539,"('submissive', 'aggressive')",0.0075839,0.0112265,0.0036426
82,1.253761,1.2699684,"('poor', 'rich')",1.2537611,1.2699684,0.0162073
83,-0.68742716,-0.7464409,"('powerless', 'powerful')",-0.6874272,-0.7464409,-0.0590137
84,0.1337306,0.18180138,"('inferior', 'superior')",0.1337306,0.1818014,0.0480708
85,-0.31273866,-0.23511653,"('insignificant', 'prestigious')",-0.3127387,-0.2351165,0.0776222
86,-1.4427443,-1.7794306,"('uninfluential', 'influential')",-1.4427443,-1.7794306,-0.3366863
87,-0.4046293,-0.37560472,"('unsuccessful', 'successful')",-0.4046293,-0.3756047,0.0290246
88,-0.5454169,-0.6101093,"('low', 'eminent')",-0.5454169,-0.6101093,-0.0646924
