,saw_male,saw_female,tuple,average_male,average_female,female-male
0,0.10993004,0.037117347,"('unsociable', 'sociable')",0.10993,0.0371173,-0.0728127
1,1.0910038,1.0115018,"('unfriendly', 'friendly')",1.0910038,1.0115018,-0.079502
2,0.12859952,0.4369359,"('unlikable', 'likable')",0.1285995,0.4369359,0.3083364
3,0.29191095,0.5050543,"('repellent', 'pleasant')",0.2919109,0.5050543,0.2131434
4,-6.690236,-7.061427,"('disliked', 'liked')",-6.6902361,-7.0614271,-0.371191
5,-0.96763813,-0.874697,"('distant', 'outgoing')",-0.9676381,-0.874697,0.0929411
6,-0.5335271,-0.4111758,"('distant', 'open')",-0.5335271,-0.4111758,0.1223513
7,1.2826757,1.1494122,"('insensitive', 'sensitive')",1.2826757,1.1494122,-0.1332635
8,1.0138376,1.0431939,"('unaffectionate', 'affectionate')",1.0138376,1.0431939,0.0293563
9,1.4928613,1.5928047,"('unaffectionate', 'caring')",1.4928613,1.5928047,0.0999434
10,1.1919931,1.4004046,"('unsympathetic', 'sympathetic')",1.1919931,1.4004046,0.2084115
11,2.3543344,2.3712146,"('unhelpful', 'helpful')",2.3543344,2.3712146,0.0168802
12,-1.2293893,-1.3115371,"('unsupportive', 'supportive')",-1.2293893,-1.3115371,-0.0821478
13,0.3967861,0.5034504,"('impolite', 'polite')",0.3967861,0.5034504,0.1066643
14,0.23928465,0.05001031,"('antisocial', 'social')",0.2392846,0.0500103,-0.1892743
15,0.72015893,0.5057526,"('boring', 'funny')",0.7201589,0.5057526,-0.2144063
16,-0.35680908,-0.37672246,"('unpopular', 'popular')",-0.3568091,-0.3767225,-0.0199134
17,-0.24485397,-0.2552117,"('nasty', 'nice')",-0.244854,-0.2552117,-0.0103577
18,-0.6699737,-0.70585275,"('disagreeable', 'welcoming')",-0.6699737,-0.7058527,-0.035879
19,-0.7293983,-0.6913802,"('inhospitable', 'hospitable')",-0.7293983,-0.6913802,0.0380181
20,0.8988512,0.707588,"('rough', 'thoughtful')",0.8988512,0.707588,-0.1912632
21,-0.2821939,0.11100601,"('immoral', 'moral')",-0.2821939,0.111006,0.3931999
22,-0.6506267,-0.5162588,"('untrustworthy', 'trustworthy')",-0.6506267,-0.5162588,0.1343679
23,6.345608,6.4636793,"('insincere', 'sincere')",6.3456082,6.4636793,0.1180711
24,1.7608162,1.8988545,"('dishonest', 'honest')",1.7608162,1.8988545,0.1380383
25,0.45129293,0.42959875,"('egoistic', 'altruistic')",0.4512929,0.4295987,-0.0216942
26,1.0160966,0.512527,"('hardhearted', 'benevolent')",1.0160966,0.512527,-0.5035696
27,1.4284053,1.3033301,"('hardhearted', 'softhearted')",1.4284053,1.3033301,-0.1250752
28,1.3482368,1.3653189,"('disloyal', 'loyal')",1.3482368,1.3653189,0.0170821
29,-0.74356765,-0.8675842,"('unfair', 'fair')",-0.7435676,-0.8675842,-0.1240166
30,0.98693424,1.0096529,"('intolerant', 'tolerant')",0.9869342,1.0096529,0.0227187
31,-1.6326735,-1.854565,"('evil', 'good')",-1.6326735,-1.854565,-0.2218915
32,2.0065348,1.8270351,"('unkind', 'kind')",2.0065348,1.8270351,-0.1794997
33,-0.6331146,-0.67956173,"('wrong', 'right')",-0.6331146,-0.6795617,-0.0464471
34,3.8001413,4.265414,"('mean', 'honorable')",3.8001413,4.2654142,0.4652729
35,-1.1725652,-1.3527836,"('corrupt', 'incorrupt')",-1.1725652,-1.3527836,-0.1802184
36,-1.2487056,-1.3295566,"('hostile', 'amicable')",-1.2487056,-1.3295566,-0.080851
37,1.3006123,1.3041089,"('fake', 'genuine')",1.3006123,1.3041089,0.0034966
38,0.4565958,0.5411753,"('untruthful', 'truthful')",0.4565958,0.5411753,0.0845795
39,0.18872015,0.16454779,"('exploitative', 'cooperative')",0.1887202,0.1645478,-0.0241724
40,-1.5985209,-2.0501993,"('stingy', 'generous')",-1.5985209,-2.0501993,-0.4516784
41,0.6276998,0.5683271,"('unforgiving', 'forgiving')",0.6276998,0.5683271,-0.0593727
42,-1.8549557,-1.9631587,"('unreliable', 'reliable')",-1.8549557,-1.9631587,-0.108203
43,1.1586092,1.3643365,"('irresponsible', 'responsible')",1.1586092,1.3643365,0.2057273
44,-1.4165983,-1.4453329,"('prejudiced', 'unprejudiced')",-1.4165983,-1.4453329,-0.0287346
45,0.55283904,0.41278252,"('incompetent', 'competent')",0.552839,0.4127825,-0.1400565
46,-0.26030186,-0.14092124,"('uncompetitive', 'competitive')",-0.2603019,-0.1409212,0.1193807
47,4.799475,5.2928085,"('stupid', 'smart')",4.7994752,5.2928085,0.4933333
48,0.7562684,0.82918984,"('unintelligent', 'intelligent')",0.7562684,0.8291898,0.0729214
49,-0.20673478,0.12830895,"('unable', 'able')",-0.2067348,0.128309,0.3350438
50,0.06317036,0.0027057342,"('clumsy', 'skillful')",0.0631704,0.0027057,-0.0604647
51,0.98643106,0.813034,"('uneducated', 'educated')",0.9864311,0.813034,-0.1733971
