,speaking_male,speaking_female,tuple,average_male,average_female,female-male
0,0.20010668,0.13201539,"('unsociable', 'sociable')",0.2001067,0.1320154,-0.0680913
1,1.0994796,1.2087827,"('unfriendly', 'friendly')",1.0994796,1.2087827,0.1093031
2,-0.042720784,0.17952412,"('unlikable', 'likable')",-0.0427208,0.1795241,0.2222449
3,0.9050466,1.0674312,"('repellent', 'pleasant')",0.9050466,1.0674312,0.1623846
4,-6.990563,-7.1563416,"('disliked', 'liked')",-6.9905629,-7.1563416,-0.1657787
5,-0.2550299,-0.17271423,"('distant', 'outgoing')",-0.2550299,-0.1727142,0.0823157
6,0.2503145,0.22930637,"('distant', 'open')",0.2503145,0.2293064,-0.0210081
7,1.3027966,1.3744702,"('insensitive', 'sensitive')",1.3027966,1.3744702,0.0716736
8,0.93119633,0.88151616,"('unaffectionate', 'affectionate')",0.9311963,0.8815162,-0.0496801
9,1.2619436,1.3326378,"('unaffectionate', 'caring')",1.2619436,1.3326378,0.0706942
10,0.94976264,1.0090733,"('unsympathetic', 'sympathetic')",0.9497626,1.0090733,0.0593107
11,1.5392656,1.6958085,"('unhelpful', 'helpful')",1.5392656,1.6958085,0.1565429
12,-1.4761117,-1.3548838,"('unsupportive', 'supportive')",-1.4761117,-1.3548838,0.1212279
13,-0.048438326,0.14546946,"('impolite', 'polite')",-0.0484383,0.1454695,0.1939078
14,0.31521147,0.26826656,"('antisocial', 'social')",0.3152115,0.2682666,-0.0469449
15,0.4817867,0.42488027,"('boring', 'funny')",0.4817867,0.4248803,-0.0569064
16,-0.63326895,-0.57075655,"('unpopular', 'popular')",-0.633269,-0.5707566,0.0625124
17,-0.008184403,0.011203788,"('nasty', 'nice')",-0.0081844,0.0112038,0.0193882
18,-0.5139904,-0.33236575,"('disagreeable', 'welcoming')",-0.5139904,-0.3323658,0.1816246
19,-0.59485793,-0.44884408,"('inhospitable', 'hospitable')",-0.5948579,-0.4488441,0.1460138
20,0.53835046,0.4218687,"('rough', 'thoughtful')",0.5383505,0.4218687,-0.1164818
21,-0.11499475,0.20119934,"('immoral', 'moral')",-0.1149947,0.2011993,0.316194
22,-0.071085334,-0.0023028925,"('untrustworthy', 'trustworthy')",-0.0710853,-0.0023029,0.0687824
23,5.9348497,6.288755,"('insincere', 'sincere')",5.9348497,6.2887549,0.3539052
24,1.4605849,1.5923275,"('dishonest', 'honest')",1.4605849,1.5923275,0.1317426
25,0.7689266,0.8146068,"('egoistic', 'altruistic')",0.7689266,0.8146068,0.0456802
26,1.2348968,0.98420787,"('hardhearted', 'benevolent')",1.2348968,0.9842079,-0.2506889
27,1.8586371,1.7440621,"('hardhearted', 'softhearted')",1.8586371,1.7440621,-0.114575
28,1.3888049,1.2485485,"('disloyal', 'loyal')",1.3888049,1.2485485,-0.1402564
29,-0.23519346,-0.40158924,"('unfair', 'fair')",-0.2351935,-0.4015892,-0.1663957
30,0.70618755,0.7925442,"('intolerant', 'tolerant')",0.7061875,0.7925442,0.0863567
31,-1.1569605,-1.2384685,"('evil', 'good')",-1.1569605,-1.2384685,-0.081508
32,1.1438186,1.1384838,"('unkind', 'kind')",1.1438186,1.1384838,-0.0053348
33,-0.3746023,-0.37570494,"('wrong', 'right')",-0.3746023,-0.3757049,-0.0011026
34,4.0893655,4.4863143,"('mean', 'honorable')",4.0893655,4.4863143,0.3969488
35,-0.72567344,-1.0951352,"('corrupt', 'incorrupt')",-0.7256734,-1.0951352,-0.3694618
36,-0.8280118,-1.0268613,"('hostile', 'amicable')",-0.8280118,-1.0268613,-0.1988495
37,1.0459907,0.9791683,"('fake', 'genuine')",1.0459907,0.9791683,-0.0668224
38,-0.49536252,-0.32225454,"('untruthful', 'truthful')",-0.4953625,-0.3222545,0.173108
39,0.3415488,0.38746145,"('exploitative', 'cooperative')",0.3415488,0.3874615,0.0459127
40,-1.0787544,-1.1199749,"('stingy', 'generous')",-1.0787544,-1.1199749,-0.0412205
41,0.47655234,0.31454265,"('unforgiving', 'forgiving')",0.4765523,0.3145427,-0.1620096
42,-1.8846153,-1.8957796,"('unreliable', 'reliable')",-1.8846153,-1.8957796,-0.0111643
43,0.89666945,1.082341,"('irresponsible', 'responsible')",0.8966694,1.082341,0.1856716
44,-1.001075,-1.1480615,"('prejudiced', 'unprejudiced')",-1.001075,-1.1480615,-0.1469865
45,0.6156691,0.44139314,"('incompetent', 'competent')",0.6156691,0.4413931,-0.174276
46,-0.5129974,-0.5030489,"('uncompetitive', 'competitive')",-0.5129974,-0.5030489,0.0099485
47,4.700612,4.995545,"('stupid', 'smart')",4.7006121,4.9955449,0.2949328
48,0.20087652,0.3070765,"('unintelligent', 'intelligent')",0.2008765,0.3070765,0.1062
49,-0.31558135,-0.16541666,"('unable', 'able')",-0.3155814,-0.1654167,0.1501647
50,-0.33931077,-0.2847097,"('clumsy', 'skillful')",-0.3393108,-0.2847097,0.0546011
51,0.5331002,0.62763894,"('uneducated', 'educated')",0.5331002,0.6276389,0.0945387
52,0.05173984,-0.08641638,"('irrational', 'rational')",0.0517398,-0.0864164,-0.1381562
53,-0.15619855,-0.17684674,"('uncreative', 'creative')",-0.1561985,-0.1768467,-0.0206482
54,0.72988147,0.9038457,"('incapable', 'capable')",0.7298815,0.9038457,0.1739642
55,0.7054422,0.86043286,"('incompetent', 'clever')",0.7054422,0.8604329,0.1549907
56,0.24585035,0.3616271,"('impractical', 'practical')",0.2458504,0.3616271,0.1157767
57,-1.6991895,-1.9164498,"('unimaginative', 'imaginative')",-1.6991895,-1.9164498,-0.2172603
58,0.39955154,0.30824834,"('undiscriminating', 'discriminating')",0.3995515,0.3082483,-0.0913032
59,0.12749416,0.24398163,"('foolish', 'wise')",0.1274942,0.2439816,0.1164874
60,0.021298937,0.35781983,"('inefficient', 'efficient')",0.0212989,0.3578198,0.3365209
61,0.5345166,0.42246065,"('illogical', 'logical')",0.5345166,0.4224606,-0.112056
62,0.49959,0.8219062,"('incompetent', 'brilliant')",0.49959,0.8219062,0.3223162
63,0.14394304,0.35331753,"('unperceptive', 'insightful')",0.143943,0.3533175,0.2093745
64,-5.9211736,-5.803309,"('shy', 'confident')",-5.9211736,-5.803309,0.1178646
65,0.29565683,0.5671176,"('insecure', 'secure')",0.2956568,0.5671176,0.2714608
66,0.21462464,-0.055666395,"('inactive', 'active')",0.2146246,-0.0556664,-0.270291
67,-0.6980539,-0.7113622,"('doubtful', 'determined')",-0.6980539,-0.7113622,-0.0133083
68,-0.89551103,-0.6762827,"('dependent', 'independent')",-0.895511,-0.6762827,0.2192283
69,-1.6559759,-1.7526903,"('lazy', 'industrious')",-1.6559759,-1.7526903,-0.0967144
