,gun_male,gun_female,tuple,average_male,average_female,female-male
0,0.08296956,-0.042084917,"('unsociable', 'sociable')",0.0829696,-0.0420849,-0.1250545
1,1.5890056,1.6436731,"('unfriendly', 'friendly')",1.5890056,1.6436731,0.0546675
2,0.5575589,0.71337837,"('unlikable', 'likable')",0.5575589,0.7133784,0.1558195
3,0.5472902,0.7396777,"('repellent', 'pleasant')",0.5472902,0.7396777,0.1923875
4,-7.542796,-7.622274,"('disliked', 'liked')",-7.5427961,-7.6222739,-0.0794778
5,-0.6273002,-0.452062,"('distant', 'outgoing')",-0.6273002,-0.452062,0.1752382
6,-0.13409148,0.047513522,"('distant', 'open')",-0.1340915,0.0475135,0.181605
7,0.92016566,1.0095013,"('insensitive', 'sensitive')",0.9201657,1.0095013,0.0893356
8,1.2944937,1.3386921,"('unaffectionate', 'affectionate')",1.2944937,1.3386921,0.0441984
9,1.6849558,1.8623973,"('unaffectionate', 'caring')",1.6849558,1.8623973,0.1774415
10,1.1287178,1.2860554,"('unsympathetic', 'sympathetic')",1.1287178,1.2860554,0.1573376
11,2.133623,2.2706175,"('unhelpful', 'helpful')",2.1336229,2.2706175,0.1369946
12,-1.462903,-1.4246964,"('unsupportive', 'supportive')",-1.462903,-1.4246964,0.0382066
13,0.1200628,0.067277156,"('impolite', 'polite')",0.1200628,0.0672772,-0.0527856
14,0.0074931686,-0.17572916,"('antisocial', 'social')",0.0074932,-0.1757292,-0.1832224
15,0.44304925,0.3006594,"('boring', 'funny')",0.4430493,0.3006594,-0.1423899
16,-0.38172087,-0.29651576,"('unpopular', 'popular')",-0.3817209,-0.2965158,0.0852051
17,-0.13842982,-0.10599983,"('nasty', 'nice')",-0.1384298,-0.1059998,0.03243
18,-0.7323952,-0.7393307,"('disagreeable', 'welcoming')",-0.7323952,-0.7393307,-0.0069355
19,-0.49760917,-0.32083,"('inhospitable', 'hospitable')",-0.4976092,-0.32083,0.1767792
20,0.81788725,0.6686901,"('rough', 'thoughtful')",0.8178872,0.6686901,-0.1491971
21,-0.15063646,0.06707599,"('immoral', 'moral')",-0.1506365,0.067076,0.2177125
22,-0.69733757,-0.69744575,"('untrustworthy', 'trustworthy')",-0.6973376,-0.6974458,-0.0001082
23,6.835712,6.980596,"('insincere', 'sincere')",6.835712,6.9805961,0.1448841
24,1.8390874,1.8594216,"('dishonest', 'honest')",1.8390874,1.8594216,0.0203342
25,0.4589269,0.4207106,"('egoistic', 'altruistic')",0.4589269,0.4207106,-0.0382163
26,0.66563946,0.38606477,"('hardhearted', 'benevolent')",0.6656395,0.3860648,-0.2795747
27,1.3051223,1.2761736,"('hardhearted', 'softhearted')",1.3051223,1.2761736,-0.0289487
28,1.6694114,1.6598594,"('disloyal', 'loyal')",1.6694114,1.6598594,-0.009552
29,-0.17555052,-0.29705617,"('unfair', 'fair')",-0.1755505,-0.2970562,-0.1215057
30,0.7863736,0.88096756,"('intolerant', 'tolerant')",0.7863736,0.8809676,0.094594
31,-1.5675789,-1.5953286,"('evil', 'good')",-1.5675789,-1.5953286,-0.0277497
32,1.7851174,1.6720059,"('unkind', 'kind')",1.7851174,1.6720059,-0.1131115
33,-0.3767045,-0.42664784,"('wrong', 'right')",-0.3767045,-0.4266478,-0.0499433
34,4.7194695,5.088979,"('mean', 'honorable')",4.7194695,5.0889788,0.3695093
35,-0.9159081,-1.1436375,"('corrupt', 'incorrupt')",-0.9159081,-1.1436375,-0.2277294
36,-1.0942867,-1.0783681,"('hostile', 'amicable')",-1.0942867,-1.0783681,0.0159186
37,0.9816092,1.0437037,"('fake', 'genuine')",0.9816092,1.0437037,0.0620945
38,0.3120286,0.3637935,"('untruthful', 'truthful')",0.3120286,0.3637935,0.0517649
39,-0.15401031,-0.14231275,"('exploitative', 'cooperative')",-0.1540103,-0.1423128,0.0116975
40,-2.0438676,-2.1561034,"('stingy', 'generous')",-2.0438676,-2.1561034,-0.1122358
41,0.22634116,0.19399896,"('unforgiving', 'forgiving')",0.2263412,0.193999,-0.0323422
42,-2.6282547,-2.549619,"('unreliable', 'reliable')",-2.6282547,-2.549619,0.0786357
43,1.2961504,1.4157467,"('irresponsible', 'responsible')",1.2961504,1.4157467,0.1195963
44,-1.4565986,-1.5031238,"('prejudiced', 'unprejudiced')",-1.4565986,-1.5031238,-0.0465252
45,0.20097,0.18783765,"('incompetent', 'competent')",0.20097,0.1878376,-0.0131324
46,-0.79410917,-0.6989018,"('uncompetitive', 'competitive')",-0.7941092,-0.6989018,0.0952074
47,5.6145306,5.8176527,"('stupid', 'smart')",5.6145306,5.8176527,0.2031221
48,0.75439644,0.7947157,"('unintelligent', 'intelligent')",0.7543964,0.7947157,0.0403193
49,0.36627704,0.6032974,"('unable', 'able')",0.366277,0.6032974,0.2370204
50,-0.078204155,-0.014045041,"('clumsy', 'skillful')",-0.0782042,-0.014045,0.0641592
51,0.4373199,0.52270424,"('uneducated', 'educated')",0.4373199,0.5227042,0.0853843
52,-0.47400162,-0.44475827,"('irrational', 'rational')",-0.4740016,-0.4447583,0.0292433
53,0.26666215,0.36868587,"('uncreative', 'creative')",0.2666622,0.3686859,0.1020237
54,1.3899239,1.6140473,"('incapable', 'capable')",1.3899239,1.6140473,0.2241234
55,0.81367224,0.8496944,"('incompetent', 'clever')",0.8136722,0.8496944,0.0360222
56,0.91109407,0.85734785,"('impractical', 'practical')",0.9110941,0.8573478,-0.0537463
57,-2.7923627,-2.7397661,"('unimaginative', 'imaginative')",-2.7923627,-2.7397661,0.0525966
58,-0.21389964,-0.17197642,"('undiscriminating', 'discriminating')",-0.2138996,-0.1719764,0.0419232
59,0.23228611,0.30901837,"('foolish', 'wise')",0.2322861,0.3090184,0.0767323
60,0.8242233,0.94917166,"('inefficient', 'efficient')",0.8242233,0.9491717,0.1249484
61,0.17933173,0.112663604,"('illogical', 'logical')",0.1793317,0.1126636,-0.0666681
62,1.0173088,1.1775221,"('incompetent', 'brilliant')",1.0173088,1.1775221,0.1602133
63,0.22212166,0.3781393,"('unperceptive', 'insightful')",0.2221217,0.3781393,0.1560176
64,-6.4635425,-6.398555,"('shy', 'confident')",-6.4635425,-6.3985548,0.0649877
65,0.23754092,0.25231174,"('insecure', 'secure')",0.2375409,0.2523117,0.0147708
66,-0.023406275,-0.09895541,"('inactive', 'active')",-0.0234063,-0.0989554,-0.0755491
67,-0.005582396,-0.0801695,"('doubtful', 'determined')",-0.0055824,-0.0801695,-0.0745871
68,-0.8809764,-0.6900729,"('dependent', 'independent')",-0.8809764,-0.6900729,0.1909035
69,-1.9171695,-1.9395162,"('lazy', 'industrious')",-1.9171695,-1.9395162,-0.0223467
70,0.78299093,0.8832426,"('lethargic', 'energetic')",0.7829909,0.8832426,0.1002517
71,0.4533043,0.45148733,"('diffident', 'self-confident')",0.4533043,0.4514873,-0.001817
72,0.67606115,0.69163615,"('unambitious', 'ambitious')",0.6760612,0.6916361,0.0155749
73,-3.303648,-3.2232845,"('helpless', 'self-reliant')",-3.303648,-3.2232845,0.0803635
74,0.11171899,0.008106552,"('undedicated', 'dedicated')",0.111719,0.0081066,-0.1036124
75,-0.9609696,-0.855911,"('meek', 'impulsive')",-0.9609696,-0.855911,0.1050586
76,0.4336747,0.45028102,"('anxious', 'daring')",0.4336747,0.450281,0.0166063
