,statue_male,statue_female,tuple,average_male,average_female,female-male
0,0.3121579,0.35912034,"('unsociable', 'sociable')",0.3121579,0.3591203,0.0469624
1,1.0697079,1.0263228,"('unfriendly', 'friendly')",1.0697079,1.0263228,-0.0433851
2,-0.115642436,-0.12818015,"('unlikable', 'likable')",-0.1156424,-0.1281801,-0.0125377
3,0.73603237,0.75983894,"('repellent', 'pleasant')",0.7360324,0.7598389,0.0238065
4,-7.131417,-7.2270026,"('disliked', 'liked')",-7.1314168,-7.2270026,-0.0955858
5,-0.9196961,-1.0306116,"('distant', 'outgoing')",-0.9196961,-1.0306116,-0.1109155
6,-0.5772703,-0.74371815,"('distant', 'open')",-0.5772703,-0.7437181,-0.1664478
7,1.4411815,1.5004157,"('insensitive', 'sensitive')",1.4411815,1.5004157,0.0592342
8,1.1229037,0.95534235,"('unaffectionate', 'affectionate')",1.1229037,0.9553424,-0.1675613
9,1.7326114,1.6947575,"('unaffectionate', 'caring')",1.7326114,1.6947575,-0.0378539
10,1.2725064,1.3486934,"('unsympathetic', 'sympathetic')",1.2725064,1.3486934,0.076187
11,1.8610767,2.0450754,"('unhelpful', 'helpful')",1.8610767,2.0450754,0.1839987
12,-1.1283865,-1.1059977,"('unsupportive', 'supportive')",-1.1283865,-1.1059977,0.0223888
13,0.071086675,0.095222265,"('impolite', 'polite')",0.0710867,0.0952223,0.0241356
14,0.55547535,0.6045535,"('antisocial', 'social')",0.5554754,0.6045535,0.0490781
15,0.53010213,0.4676437,"('boring', 'funny')",0.5301021,0.4676437,-0.0624584
16,-0.19203714,-0.191463,"('unpopular', 'popular')",-0.1920371,-0.191463,0.0005741
17,-0.014153525,0.04322089,"('nasty', 'nice')",-0.0141535,0.0432209,0.0573744
18,-0.42540854,-0.5341825,"('disagreeable', 'welcoming')",-0.4254085,-0.5341825,-0.108774
19,-0.51450485,-0.55225766,"('inhospitable', 'hospitable')",-0.5145048,-0.5522577,-0.0377529
20,0.69821566,0.6493651,"('rough', 'thoughtful')",0.6982157,0.6493651,-0.0488506
21,-0.073266275,0.06388458,"('immoral', 'moral')",-0.0732663,0.0638846,0.1371509
22,-0.38172594,-0.35801634,"('untrustworthy', 'trustworthy')",-0.3817259,-0.3580163,0.0237096
23,6.5904255,6.698709,"('insincere', 'sincere')",6.5904255,6.698709,0.1082835
24,1.8141525,1.6698072,"('dishonest', 'honest')",1.8141525,1.6698072,-0.1443453
25,0.28295696,0.092420205,"('egoistic', 'altruistic')",0.282957,0.0924202,-0.1905368
26,0.8727519,0.847364,"('hardhearted', 'benevolent')",0.8727519,0.847364,-0.0253879
27,1.4844687,1.2555987,"('hardhearted', 'softhearted')",1.4844687,1.2555987,-0.22887
28,1.1719531,1.171391,"('disloyal', 'loyal')",1.1719531,1.171391,-0.0005621
